Year,unitid,Institution_Name,Major,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.AI,T.AI.M,T.AI.F,T.AS,T.AS.M,T.AS.W,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.F,T.PI,T.PI.M,T.PI.F,T.C,T.C.M,T.C.F,T.MIX,T.MIX.M,T.MIX.M,T.UNK,T.UNK.M,T.UNK.W,T.NON,T.NON.M,T.NON.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F
2010-2011,228246,Southern Methodist University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,28,8,20,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,21,5,16,0,0,0,0,0,0,2,1,1,0,0,0
2010-2011,228246,Southern Methodist University,First major,Natural Resources and Conservation,'03',Bachelor's degree,8,5,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228246,Southern Methodist University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,16,5,11,0,0,0,1,0,1,2,0,2,0,0,0,0,0,0,13,5,8,0,0,0,0,0,0,0,0,0,1,0,1
2010-2011,228246,Southern Methodist University,First major,Visual and Performing Arts,'50',Bachelor's degree,133,49,84,0,0,0,5,3,2,3,1,2,10,8,2,0,0,0,110,36,74,0,0,0,0,0,0,5,1,4,5,3,2
2010-2011,228723,Texas A & M University-College Station,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,916,501,415,7,4,3,7,5,2,26,18,8,84,39,45,0,0,0,780,427,353,7,5,2,0,0,0,5,3,2,7,5,2
2010-2011,228723,Texas A & M University-College Station,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228723,Texas A & M University-College Station,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,308,74,234,1,0,1,5,3,2,11,3,8,30,7,23,1,0,1,254,59,195,5,1,4,0,0,0,1,1,0,6,3,3
2010-2011,228723,Texas A & M University-College Station,First major,Engineering,'14',Bachelor's degree,1183,956,227,4,3,1,86,66,20,20,17,3,146,118,28,0,0,0,834,676,158,27,20,7,0,0,0,66,56,10,86,66,20
2010-2011,228723,Texas A & M University-College Station,First major,Engineering Technologies and Engineering-related Fields,'15',Bachelor's degree,261,231,30,1,1,0,8,7,1,1,0,1,31,24,7,1,1,0,211,192,19,4,4,0,0,0,0,4,2,2,9,8,1
2010-2011,228723,Texas A & M University-College Station,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,40,9,31,0,0,0,0,0,0,1,0,1,13,3,10,0,0,0,26,6,20,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228723,Texas A & M University-College Station,First major,History,'54',Bachelor's degree,218,145,73,0,0,0,2,1,1,3,3,0,23,14,9,0,0,0,183,122,61,7,5,2,0,0,0,0,0,0,2,1,1
2010-2011,228723,Texas A & M University-College Station,First major,Natural Resources and Conservation,'03',Bachelor's degree,262,135,127,2,1,1,6,3,3,5,2,3,54,19,35,2,2,0,187,104,83,6,4,2,0,0,0,0,0,0,8,5,3
2010-2011,228723,Texas A & M University-College Station,First major,Physical Sciences,'40',Bachelor's degree,155,90,65,0,0,0,5,3,2,6,4,2,17,8,9,0,0,0,116,68,48,4,2,2,0,0,0,7,5,2,5,3,2
2010-2011,228723,Texas A & M University-College Station,First major,Visual and Performing Arts,'50',Bachelor's degree,19,3,16,0,0,0,1,0,1,1,0,1,5,1,4,0,0,0,12,2,10,0,0,0,0,0,0,0,0,0,1,0,1
2010-2011,228778,The University of Texas at Austin,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1090,529,561,4,3,1,299,129,170,34,18,16,140,64,76,1,0,1,563,299,264,4,2,2,1,0,1,44,14,30,300,129,171
2010-2011,228778,The University of Texas at Austin,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,180,95,85,1,1,0,15,9,6,14,7,7,31,21,10,0,0,0,117,56,61,0,0,0,0,0,0,2,1,1,15,9,6
2010-2011,230728,Utah State University,First major,Architecture and Related Services,'04',Bachelor's degree,25,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,5,0,0,0,1,1,0,0,0,0,0,0,0
2010-2011,230728,Utah State University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,63,56,7,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,48,43,5,0,0,0,4,4,0,9,7,2,1,1,0
2010-2011,230728,Utah State University,First major,Education,'13',Bachelor's degree,444,75,369,3,1,2,6,0,6,0,0,0,8,4,4,1,0,1,415,68,347,1,0,1,9,2,7,1,0,1,7,0,7
2010-2011,230728,Utah State University,First major,English Language and Literature/Letters,'23',Bachelor's degree,123,43,80,0,0,0,2,1,1,1,1,0,4,1,3,0,0,0,110,40,70,0,0,0,5,0,5,1,0,1,2,1,1
2010-2011,230728,Utah State University,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,148,14,134,0,0,0,1,0,1,1,0,1,6,1,5,0,0,0,135,13,122,0,0,0,4,0,4,1,0,1,1,0,1
2010-2011,230728,Utah State University,First major,Health Professions and Related Programs,'51',Bachelor's degree,189,37,152,3,0,3,12,4,8,5,0,5,10,1,9,0,0,0,139,30,109,3,0,3,14,1,13,3,1,2,12,4,8
2010-2011,230728,Utah State University,First major,Mathematics and Statistics,'27',Bachelor's degree,22,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,10,0,0,0,0,0,0,3,3,0,0,0,0
2010-2011,243744,Stanford University,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,41,13,28,1,1,0,9,3,6,7,3,4,3,0,3,1,0,1,17,6,11,3,0,3,0,0,0,0,0,0,10,3,7
2010-2011,243744,Stanford University,First major,Philosophy and Religious Studies,'38',Bachelor's degree,27,20,7,0,0,0,2,1,1,5,3,2,2,1,1,0,0,0,11,11,0,3,2,1,1,0,1,3,2,1,2,1,1
2010-2011,243744,Stanford University,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,26,10,16,1,0,1,2,0,2,1,0,1,4,1,3,0,0,0,14,8,6,1,0,1,0,0,0,3,1,2,2,0,2
2010-2011,243744,Stanford University,First major,Social Sciences,'45',Bachelor's degree,343,165,178,3,1,2,53,18,35,27,10,17,56,24,32,0,0,0,144,83,61,24,9,15,4,2,2,32,18,14,53,18,35
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,297,145,152,1,1,0,3,1,2,47,25,22,6,4,2,0,0,0,231,108,123,1,0,1,6,4,2,2,2,0,3,1,2
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Mathematics and Statistics,'27',Bachelor's degree,34,13,21,0,0,0,2,0,2,2,0,2,1,0,1,0,0,0,26,11,15,0,0,0,1,1,0,2,1,1,2,0,2
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,110,33,77,1,1,0,2,1,1,7,2,5,4,1,3,0,0,0,88,26,62,0,0,0,5,2,3,3,0,3,2,1,1
2010-2011,159391,Louisiana State University and Agricultural & Mechanical College,First major,Philosophy and Religious Studies,'38',Bachelor's degree,30,21,9,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,27,18,9,0,0,0,0,0,0,0,0,0,1,1,0
2010-2011,170976,University of Michigan-Ann Arbor,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,95,30,65,1,0,1,9,2,7,8,0,8,14,6,8,0,0,0,48,17,31,3,1,2,6,2,4,6,2,4,9,2,7
2010-2011,170976,University of Michigan-Ann Arbor,First major,Engineering,'14',Bachelor's degree,1146,881,265,1,1,0,139,100,39,42,25,17,41,30,11,0,0,0,640,493,147,32,23,9,56,46,10,195,163,32,139,100,39
2010-2011,170976,University of Michigan-Ann Arbor,First major,Health Professions and Related Programs,'51',Bachelor's degree,281,32,249,2,0,2,12,1,11,7,1,6,10,1,9,0,0,0,229,24,205,5,1,4,15,4,11,1,0,1,12,1,11
2010-2011,170976,University of Michigan-Ann Arbor,First major,Visual and Performing Arts,'50',Bachelor's degree,389,167,222,3,1,2,29,9,20,16,10,6,17,8,9,0,0,0,271,120,151,10,4,6,36,14,22,7,1,6,29,9,20
2010-2011,181464,University of Nebraska-Lincoln,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,268,185,83,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,255,180,75,0,0,0,7,3,4,4,1,3,0,0,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Engineering,'14',Bachelor's degree,363,315,48,0,0,0,15,15,0,5,5,0,7,5,2,0,0,0,299,262,37,2,2,0,15,13,2,20,13,7,15,15,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,336,60,276,1,0,1,5,0,5,10,4,6,9,3,6,0,0,0,291,52,239,4,0,4,13,1,12,3,0,3,5,0,5
2010-2011,181464,University of Nebraska-Lincoln,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Natural Resources and Conservation,'03',Bachelor's degree,74,42,32,1,0,1,2,2,0,0,0,0,2,1,1,0,0,0,66,37,29,1,0,1,2,2,0,0,0,0,2,2,0
2010-2011,181464,University of Nebraska-Lincoln,First major,Physical Sciences,'40',Bachelor's degree,49,32,17,0,0,0,2,0,2,0,0,0,5,5,0,0,0,0,38,25,13,0,0,0,1,0,1,3,2,1,2,0,2
2010-2011,181464,University of Nebraska-Lincoln,First major,Social Sciences,'45',Bachelor's degree,187,94,93,0,0,0,9,3,6,13,10,3,10,8,2,1,1,0,140,66,74,1,1,0,5,2,3,8,3,5,10,4,6
2010-2011,181464,University of Nebraska-Lincoln,First major,Visual and Performing Arts,'50',Bachelor's degree,138,56,82,0,0,0,4,0,4,1,0,1,4,1,3,0,0,0,115,51,64,3,0,3,11,4,7,0,0,0,4,0,4
2010-2011,186380,Rutgers University-New Brunswick,First major,Architecture and Related Services,'04',Bachelor's degree,28,17,11,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,24,15,9,0,0,0,0,0,0,0,0,0,2,1,1
2010-2011,186380,Rutgers University-New Brunswick,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,84,23,61,0,0,0,6,2,4,12,0,12,14,4,10,0,0,0,49,17,32,1,0,1,2,0,2,0,0,0,6,2,4
2010-2011,186380,Rutgers University-New Brunswick,First major,Engineering,'14',Bachelor's degree,505,412,93,1,1,0,161,127,34,36,26,10,38,30,8,2,2,0,227,197,30,12,8,4,14,13,1,14,8,6,163,129,34
2010-2011,186380,Rutgers University-New Brunswick,First major,English Language and Literature/Letters,'23',Bachelor's degree,261,98,163,2,0,2,31,7,24,12,4,8,19,4,15,2,0,2,185,76,109,2,2,0,8,5,3,0,0,0,33,7,26
2010-2011,186380,Rutgers University-New Brunswick,First major,Mathematics and Statistics,'27',Bachelor's degree,114,65,49,0,0,0,34,21,13,4,3,1,5,2,3,0,0,0,62,33,29,3,1,2,2,1,1,4,4,0,34,21,13
2010-2011,186380,Rutgers University-New Brunswick,First major,Philosophy and Religious Studies,'38',Bachelor's degree,78,53,25,0,0,0,20,13,7,3,2,1,4,3,1,1,1,0,45,31,14,1,1,0,4,2,2,0,0,0,21,14,7
2010-2011,186380,Rutgers University-New Brunswick,First major,Visual and Performing Arts,'50',Bachelor's degree,210,75,135,1,0,1,19,8,11,15,9,6,16,4,12,1,1,0,147,48,99,6,2,4,3,1,2,2,2,0,20,9,11
2010-2011,198419,Duke University,First major,Engineering,'14',Bachelor's degree,264,183,81,1,0,1,91,66,25,6,6,0,9,4,5,0,0,0,127,86,41,5,4,1,6,4,2,19,13,6,91,66,25
2010-2011,198419,Duke University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,23,5,18,0,0,0,1,0,1,1,0,1,3,1,2,0,0,0,15,3,12,1,0,1,2,1,1,0,0,0,1,0,1
2010-2011,198419,Duke University,First major,Mathematics and Statistics,'27',Bachelor's degree,37,25,12,0,0,0,11,8,3,0,0,0,0,0,0,0,0,0,19,14,5,3,1,2,2,1,1,2,1,1,11,8,3
2010-2011,198419,Duke University,First major,Physical Sciences,'40',Bachelor's degree,73,45,28,0,0,0,21,14,7,4,3,1,1,0,1,0,0,0,36,23,13,2,2,0,2,1,1,7,2,5,21,14,7
2010-2011,198419,Duke University,First major,Visual and Performing Arts,'50',Bachelor's degree,39,12,27,0,0,0,8,2,6,4,2,2,3,1,2,0,0,0,22,6,16,1,0,1,1,1,0,0,0,0,8,2,6
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,254,68,186,4,2,2,7,1,6,46,11,35,30,5,25,1,0,1,150,46,104,5,0,5,9,3,6,2,0,2,8,1,7
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,437,152,285,0,0,0,43,17,26,27,10,17,26,12,14,4,1,3,303,101,202,15,4,11,9,3,6,10,4,6,47,18,29
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,604,165,439,4,2,2,11,2,9,61,12,49,46,12,34,6,1,5,451,128,323,5,0,5,15,6,9,5,2,3,17,3,14
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Health Professions and Related Programs,'51',Bachelor's degree,375,61,314,2,0,2,26,7,19,32,4,28,17,2,15,6,2,4,271,40,231,8,3,5,10,2,8,3,1,2,32,9,23
2010-2011,199120,University of North Carolina at Chapel Hill,First major,History,'54',Bachelor's degree,201,116,85,1,1,0,3,0,3,10,3,7,9,6,3,0,0,0,167,96,71,3,2,1,7,7,0,1,1,0,3,0,3
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Mathematics and Statistics,'27',Bachelor's degree,89,53,36,0,0,0,6,4,2,4,1,3,1,0,1,5,5,0,62,36,26,4,3,1,3,3,0,4,1,3,11,9,2
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,203,73,130,3,0,3,5,1,4,33,15,18,11,4,7,0,0,0,143,50,93,4,1,3,3,1,2,1,1,0,5,1,4
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Philosophy and Religious Studies,'38',Bachelor's degree,72,43,29,1,1,0,0,0,0,2,2,0,3,3,0,0,0,0,62,33,29,1,1,0,3,3,0,0,0,0,0,0,0
2010-2011,199120,University of North Carolina at Chapel Hill,First major,Psychology,'42',Bachelor's degree,394,90,304,4,0,4,16,3,13,65,6,59,19,5,14,5,0,5,264,69,195,9,3,6,12,4,8,0,0,0,21,3,18
2010-2011,204796,Ohio State University-Main Campus,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,38,5,33,1,0,1,1,0,1,14,5,9,1,0,1,0,0,0,20,0,20,0,0,0,1,0,1,0,0,0,1,0,1
2010-2011,204796,Ohio State University-Main Campus,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,57,51,6,0,0,0,1,1,0,1,1,0,4,4,0,0,0,0,47,42,5,1,0,1,1,1,0,2,2,0,1,1,0
2010-2011,204796,Ohio State University-Main Campus,First major,Engineering,'14',Bachelor's degree,999,853,146,0,0,0,72,60,12,28,19,9,34,30,4,0,0,0,794,679,115,5,5,0,20,18,2,46,42,4,72,60,12
2010-2011,204796,Ohio State University-Main Campus,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,26,10,16,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,24,9,15,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,204796,Ohio State University-Main Campus,First major,Natural Resources and Conservation,'03',Bachelor's degree,110,73,37,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,99,64,35,2,1,1,4,3,1,0,0,0,4,4,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,1090,629,461,65,34,31,20,17,3,41,27,14,28,16,12,0,0,0,854,492,362,45,28,17,8,4,4,29,11,18,20,17,3
2010-2011,207388,Oklahoma State University-Main Campus,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,28,28,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20,20,0,1,1,0,2,2,0,3,3,0,1,1,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Education,'13',Bachelor's degree,250,85,165,22,14,8,0,0,0,14,11,3,5,1,4,0,0,0,198,54,144,10,4,6,1,1,0,0,0,0,0,0,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Mathematics and Statistics,'27',Bachelor's degree,24,15,9,1,0,1,2,1,1,0,0,0,4,2,2,0,0,0,16,11,5,1,1,0,0,0,0,0,0,0,2,1,1
2010-2011,207388,Oklahoma State University-Main Campus,First major,Physical Sciences,'40',Bachelor's degree,31,23,8,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,25,20,5,1,1,0,0,0,0,2,0,2,1,1,0
2010-2011,207388,Oklahoma State University-Main Campus,First major,Psychology,'42',Bachelor's degree,126,46,80,5,1,4,1,0,1,7,3,4,5,3,2,0,0,0,96,37,59,11,2,9,0,0,0,1,0,1,1,0,1
2010-2011,207500,University of Oklahoma Norman Campus,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,229,114,115,15,5,10,45,22,23,6,1,5,1,0,1,0,0,0,132,69,63,4,3,1,23,12,11,3,2,1,45,22,23
2010-2011,207500,University of Oklahoma Norman Campus,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,40,37,3,2,2,0,2,2,0,4,3,1,0,0,0,0,0,0,30,28,2,0,0,0,1,1,0,1,1,0,2,2,0
2010-2011,207500,University of Oklahoma Norman Campus,First major,Engineering,'14',Bachelor's degree,328,265,63,15,11,4,22,13,9,15,10,5,2,2,0,0,0,0,216,178,38,5,5,0,28,26,2,25,20,5,22,13,9
2010-2011,207500,University of Oklahoma Norman Campus,First major,Physical Sciences,'40',Bachelor's degree,80,49,31,2,1,1,9,6,3,2,1,1,1,1,0,0,0,0,57,38,19,1,0,1,6,1,5,2,1,1,9,6,3
2010-2011,207500,University of Oklahoma Norman Campus,First major,Psychology,'42',Bachelor's degree,169,64,105,12,2,10,17,9,8,12,2,10,5,2,3,0,0,0,96,34,62,1,1,0,23,14,9,3,0,3,17,9,8
2010-2011,207500,University of Oklahoma Norman Campus,First major,Public Administration and Social Service Professions,'44',Bachelor's degree,38,7,31,2,0,2,1,1,0,6,1,5,2,0,2,0,0,0,21,4,17,2,0,2,4,1,3,0,0,0,1,1,0
2010-2011,207500,University of Oklahoma Norman Campus,First major,Social Sciences,'45',Bachelor's degree,282,158,124,32,13,19,10,6,4,19,8,11,7,2,5,0,0,0,184,109,75,2,2,0,24,15,9,4,3,1,10,6,4
2010-2011,209542,Oregon State University,First major,Agriculture- Agriculture Operations and Related Sciences,'01',Bachelor's degree,199,89,110,2,1,1,3,2,1,1,0,1,5,3,2,1,0,1,157,70,87,1,0,1,24,11,13,5,2,3,4,2,2
2010-2011,209542,Oregon State University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,203,85,118,2,1,1,31,14,17,4,2,2,5,2,3,1,0,1,134,56,78,1,0,1,19,6,13,6,4,2,32,14,18
2010-2011,209542,Oregon State University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,75,69,6,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,61,56,5,0,0,0,6,5,1,3,3,0,4,4,0
2010-2011,209542,Oregon State University,First major,Engineering,'14',Bachelor's degree,522,429,93,6,6,0,34,25,9,1,1,0,15,11,4,4,3,1,401,339,62,3,2,1,47,33,14,11,9,2,38,28,10
2010-2011,209542,Oregon State University,First major,Family and Consumer Sciences/Human Sciences,'19',Bachelor's degree,372,39,333,5,1,4,21,3,18,5,1,4,18,6,12,5,2,3,280,23,257,2,0,2,33,3,30,3,0,3,26,5,21
2010-2011,209542,Oregon State University,First major,History,'54',Bachelor's degree,56,37,19,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,42,28,14,1,1,0,10,5,5,0,0,0,1,1,0
2010-2011,209542,Oregon State University,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,190,74,116,4,0,4,8,5,3,4,1,3,7,2,5,1,1,0,140,55,85,1,0,1,24,9,15,1,1,0,9,6,3
2010-2011,209542,Oregon State University,First major,Natural Resources and Conservation,'03',Bachelor's degree,201,108,93,0,0,0,4,1,3,0,0,0,9,2,7,1,0,1,152,88,64,2,1,1,31,16,15,2,0,2,5,1,4
2010-2011,209542,Oregon State University,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,177,77,100,7,5,2,13,6,7,3,1,2,11,6,5,3,1,2,122,52,70,1,0,1,14,5,9,3,1,2,16,7,9
2010-2011,209551,University of Oregon,First major,Architecture and Related Services,'04',Bachelor's degree,81,37,44,1,0,1,8,3,5,0,0,0,3,1,2,1,0,1,59,28,31,1,0,1,6,5,1,2,0,2,9,3,6
2010-2011,209551,University of Oregon,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,29,26,3,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,18,17,1,0,0,0,0,0,0,7,5,2,3,3,0
2010-2011,209551,University of Oregon,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,207,84,123,4,2,2,16,7,9,0,0,0,13,6,7,0,0,0,147,58,89,3,0,3,14,7,7,10,4,6,16,7,9
2010-2011,209551,University of Oregon,First major,Liberal Arts and Sciences- General Studies and Humanities,'24',Bachelor's degree,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,0,0,0,2,1,1,1,0,1,0,0,0
2010-2011,209551,University of Oregon,First major,Mathematics and Statistics,'27',Bachelor's degree,49,33,16,0,0,0,2,2,0,0,0,0,3,2,1,0,0,0,36,24,12,1,1,0,3,2,1,4,2,2,2,2,0
2010-2011,209551,University of Oregon,First major,Psychology,'42',Bachelor's degree,273,82,191,0,0,0,9,2,7,9,2,7,16,5,11,6,0,6,198,62,136,2,0,2,24,10,14,9,1,8,15,2,13
2010-2011,217882,Clemson University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,234,105,129,1,1,0,10,2,8,13,4,9,3,1,2,0,0,0,194,88,106,0,0,0,12,9,3,1,0,1,10,2,8
2010-2011,217882,Clemson University,First major,Foreign Languages- Literatures- and Linguistics,'16',Bachelor's degree,68,26,42,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,58,23,35,0,0,0,8,1,7,0,0,0,0,0,0
2010-2011,217882,Clemson University,First major,History,'54',Bachelor's degree,62,35,27,0,0,0,0,0,0,3,1,2,1,0,1,0,0,0,54,33,21,0,0,0,4,1,3,0,0,0,0,0,0
2010-2011,217882,Clemson University,First major,Physical Sciences,'40',Bachelor's degree,56,43,13,0,0,0,2,2,0,9,5,4,2,1,1,0,0,0,42,34,8,1,1,0,0,0,0,0,0,0,2,2,0
2010-2011,218663,University of South Carolina-Columbia,First major,Area- Ethnic- Cultural- Gender- and Group Studies,'05',Bachelor's degree,13,3,10,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,218663,University of South Carolina-Columbia,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,430,161,269,1,0,1,30,14,16,48,14,34,10,3,7,0,0,0,323,121,202,15,9,6,1,0,1,2,0,2,30,14,16
2010-2011,218663,University of South Carolina-Columbia,First major,Education,'13',Bachelor's degree,279,40,239,0,0,0,2,0,2,26,3,23,4,0,4,0,0,0,244,34,210,3,3,0,0,0,0,0,0,0,2,0,2
2010-2011,218663,University of South Carolina-Columbia,First major,History,'54',Bachelor's degree,107,78,29,0,0,0,1,1,0,8,4,4,4,4,0,0,0,0,90,66,24,3,2,1,1,1,0,0,0,0,1,1,0
2010-2011,218663,University of South Carolina-Columbia,First major,Mathematics and Statistics,'27',Bachelor's degree,36,21,15,0,0,0,0,0,0,6,3,3,2,1,1,1,1,0,23,15,8,1,0,1,2,1,1,1,0,1,1,1,0
2010-2011,218663,University of South Carolina-Columbia,First major,Psychology,'42',Bachelor's degree,284,65,219,1,1,0,3,1,2,48,9,39,7,3,4,1,0,1,211,47,164,9,3,6,3,0,3,1,1,0,4,1,3
2010-2011,218663,University of South Carolina-Columbia,First major,Social Sciences,'45',Bachelor's degree,389,218,171,2,2,0,5,1,4,47,22,25,14,8,6,1,0,1,302,175,127,13,7,6,3,2,1,2,1,1,6,1,5
2010-2011,221999,Vanderbilt University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,105,42,63,0,0,0,19,9,10,10,4,6,6,2,4,0,0,0,65,24,41,3,1,2,1,1,0,1,1,0,19,9,10
2010-2011,221999,Vanderbilt University,First major,Communication- Journalism- and Related Programs,'09',Bachelor's degree,39,6,33,0,0,0,2,0,2,4,1,3,2,0,2,0,0,0,24,3,21,3,1,2,4,1,3,0,0,0,2,0,2
2010-2011,221999,Vanderbilt University,First major,Multi/Interdisciplinary Studies,'30',Bachelor's degree,135,45,90,0,0,0,12,3,9,24,5,19,12,5,7,0,0,0,77,26,51,1,0,1,9,6,3,0,0,0,12,3,9
2010-2011,221999,Vanderbilt University,First major,Social Sciences,'45',Bachelor's degree,493,230,263,0,0,0,24,13,11,37,15,22,38,15,23,0,0,0,335,157,178,15,6,9,41,22,19,3,2,1,24,13,11
2010-2011,228246,Southern Methodist University,First major,Biological and Biomedical Sciences,'26',Bachelor's degree,53,19,34,0,0,0,16,5,11,2,2,0,2,1,1,1,0,1,29,10,19,0,0,0,0,0,0,3,1,2,17,5,12
2010-2011,228246,Southern Methodist University,First major,Business- Management- Marketing- and Related Support Services,'52',Bachelor's degree,386,188,198,2,2,0,27,12,15,6,4,2,19,14,5,0,0,0,291,129,162,2,1,1,2,1,1,37,25,12,27,12,15
2010-2011,228246,Southern Methodist University,First major,Computer and Information Sciences and Support Services,'11',Bachelor's degree,19,18,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,16,15,1,0,0,0,0,0,0,1,1,0,1,1,0
2010-2011,228246,Southern Methodist University,First major,Engineering,'14',Bachelor's degree,120,77,43,2,1,1,8,5,3,2,1,1,12,7,5,1,1,0,87,54,33,0,0,0,0,0,0,8,8,0,9,6,3
2010-2011,228246,Southern Methodist University,First major,Health Professions and Related Programs,'51',Bachelor's degree,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228246,Southern Methodist University,First major,History,'54',Bachelor's degree,29,20,9,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,26,18,8,0,0,0,0,0,0,0,0,0,2,1,1
2010-2011,228246,Southern Methodist University,First major,Parks- Recreation- Leisure and Fitness Studies,'31',Bachelor's degree,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2010-2011,228246,Southern Methodist University,First major,Physical Sciences,'40',Bachelor's degree,22,13,9,0,0,0,3,2,1,0,0,0,1,0,1,1,0,1,16,10,6,0,0,0,0,0,0,1,1,0,4,2,2
