id,university,season,school_year,sport,revenue_thousands,expense_thousands,profit_thousands,athletes,revenue_athlete,expense_athlete,profit_athlete
5891,Augustana College,2007,2007-2008,Football,1047.12,1160.99,-113.87,94,11139.57,12350.96,-1211.38
5892,Augustana College,2007,2007-2008,Football,43.77,445.44,-401.67,106,412.92,4202.26,-3789.34
5893,Augustana College,2007,2007-2008,Football,43.77,445.44,-401.67,106,412.92,4202.26,-3789.34
5894,Aurora University,2007,2007-2008,Football,214.08,214.58,-0.51,88,2432.73,2438.41,-5.8
5895,Austin College,2007,2007-2008,Football,358.04,358.04,0,77,4649.87,4649.87,0
5896,Austin Peay State University,2007,2007-2008,Football,1395.23,1171.87,223.37,94,14842.87,12466.7,2376.28
5897,Averett University,2007,2007-2008,Football,511.03,511.03,0,160,3193.94,3193.94,0
5898,Avila University,2007,2007-2008,Football,691.31,692.37,-1.06,105,6583.9,6594,-10.1
5899,Azusa Pacific University,2007,2007-2008,Football,929.09,929.09,0,113,8222.04,8222.04,0
5900,Bacone College,2007,2007-2008,Football,890.91,890.91,0,126,7070.71,7070.71,0
5901,Bakersfield College,2007,2007-2008,Football,428.04,310.68,117.36,99,4323.64,3138.18,1185.45
5902,Baldwin-Wallace College,2007,2007-2008,Football,422.87,422.87,0,152,2782.04,2782.04,0
5903,Ball State University,2007,2007-2008,Football,5436.48,5436.48,0,104,52273.85,52273.85,0
5904,Bates College,2007,2007-2008,Football,302.51,302.51,0,70,4321.57,4321.57,0
5905,Baylor University,2007,2007-2008,Football,11053.46,11391.81,-338.35,117,94474.02,97365.9,-2891.88
5906,Becker College,2007,2007-2008,Football,162.96,170.96,-8,93,1752.26,1838.28,-86.02
5907,Belhaven College,2007,2007-2008,Football,1394.24,1359.39,34.86,135,10327.7,10069.56,258.22
5908,Beloit College,2007,2007-2008,Football,214.64,214.46,0.18,52,4127.69,4124.23,3.46
5909,Bemidji State University,2007,2007-2008,Football,473.66,463.6,10.07,115,4118.78,4031.3,87.57
5910,Benedict College,2007,2007-2008,Football,1455.89,1475.71,-19.82,93,15654.73,15867.85,-213.12
5911,Benedictine College,2007,2007-2008,Football,1043.21,1043.21,0,164,6361.04,6361.04,0
5912,Benedictine University,2007,2007-2008,Football,359.13,344.49,14.64,107,3356.36,3219.53,136.82
5913,Bentley College,2007,2007-2008,Football,674.05,657.59,16.46,94,7170.74,6995.64,175.11
5914,Bethany College,2007,2007-2008,Football,317.78,322.58,-4.8,92,3454.13,3506.3,-52.17
5915,Bethany College,2007,2007-2008,Football,317.78,322.58,-4.8,92,3454.13,3506.3,-52.17
5916,Bethany College,2007,2007-2008,Football,314.44,394.18,-79.75,55,5717.09,7166.91,-1450
5917,Bethany College,2007,2007-2008,Football,314.44,394.18,-79.75,55,5717.09,7166.91,-1450
5918,Bethel College,2007,2007-2008,Football,402.83,396.57,6.26,74,5443.65,5359.05,84.59
5919,Bethel College,2007,2007-2008,Football,1939.05,1939.05,0,87,22287.93,22287.93,0
5920,Bethel University,2007,2007-2008,Football,358.75,358.75,0,91,3942.31,3942.31,0
5921,Bethel University,2007,2007-2008,Football,358.75,358.75,0,91,3942.31,3942.31,0
5922,Birmingham Southern College,2007,2007-2008,Football,654.48,654.48,0,110,5949.82,5949.82,0
5923,Black Hills State University,2007,2007-2008,Football,325.21,325.21,0,80,4065.13,4065.13,0
5924,Blackburn College,2007,2007-2008,Football,142.62,161.71,-19.09,63,2263.81,2566.83,-303.02
5925,Blinn College,2007,2007-2008,Football,669.98,653.8,16.18,95,7052.42,6882.11,170.32
5926,Bloomsburg University of Pennsylvania,2007,2007-2008,Football,748.64,695.09,53.55,87,8605.06,7989.54,615.52
5927,Boise State University,2007,2007-2008,Football,8546.04,6936.59,1609.45,102,83784.71,68005.78,15778.92
5928,Boston College,2007,2007-2008,Football,18661.06,18523.03,138.03,100,186610.6,185230.3,1380.3
5929,Bowdoin College,2007,2007-2008,Football,457.9,457.9,0,69,6636.23,6636.23,0
5930,Bowie State University,2007,2007-2008,Football,729.94,729.04,0.9,86,8487.67,8477.21,10.47
5931,Bowling Green State University-Main Campus,2007,2007-2008,Football,4127.43,3836.85,290.59,106,38938.02,36196.7,2741.42
5932,Brevard College,2007,2007-2008,Football,865.26,865.26,0,89,9722.02,9722.02,0
5933,Briar Cliff University,2007,2007-2008,Football,573.67,565.56,8.11,93,6168.49,6081.29,87.2
5934,Bridgewater College,2007,2007-2008,Football,326.35,331.99,-5.63,140,2331.07,2371.36,-40.21
5935,Bridgewater State College,2007,2007-2008,Football,68.73,67.87,0.86,96,715.94,706.98,8.96
5936,Brigham Young University,2007,2007-2008,Football,11189.38,9419.57,1769.81,121,92474.21,77847.69,14626.53
5937,Brown University,2007,2007-2008,Football,1669.62,1575.64,93.98,90,18551.33,17507.11,1044.22
5938,Bryant University,2007,2007-2008,Football,1236.5,1236.5,0,113,10942.48,10942.48,0
5939,Bucknell University,2007,2007-2008,Football,3001.52,3001.52,0,101,29718.02,29718.02,0
5940,Buena Vista University,2007,2007-2008,Football,351.17,325.46,25.71,80,4389.63,4068.25,321.38
5941,Butler University,2007,2007-2008,Football,449.39,449.39,0,104,4321.06,4321.06,0
5942,Butte College,2007,2007-2008,Football,91.67,91.67,0,101,907.62,907.62,0
5943,Cabrillo College,2007,2007-2008,Football,28.33,25.16,3.17,54,524.63,465.93,58.7
5944,California Lutheran University,2007,2007-2008,Football,295.54,315.68,-20.14,84,3518.33,3758.1,-239.76
5945,California Polytechnic State University-San Luis Obispo,2007,2007-2008,Football,458.01,2396.78,-1938.76,90,5089,26630.89,-21541.78
5946,California State University-Fresno,2007,2007-2008,Football,9544.63,6974.56,2570.07,104,91775.29,67063.08,24712.21
5947,California State University-Sacramento,2007,2007-2008,Football,2302.08,2155.69,146.39,79,29140.25,27287.22,1853.04
5948,California University of Pennsylvania,2007,2007-2008,Football,1027.88,1365.77,-337.89,90,11420.89,15175.22,-3754.33
5949,Campbellsville University,2007,2007-2008,Football,1035.69,1034.22,1.47,132,7846.14,7835,11.14
5950,Capital University,2007,2007-2008,Football,279.65,301.9,-22.25,123,2273.58,2454.47,-180.89
5951,Carleton College,2007,2007-2008,Football,228.92,228.92,0,62,3692.26,3692.26,0
5952,Carnegie Mellon University,2007,2007-2008,Football,566.09,560,6.09,112,5054.38,5000,54.38
5953,Carroll College,2007,2007-2008,Football,164.92,164.92,0,112,1472.5,1472.5,0
5954,Carroll College,2007,2007-2008,Football,1058.98,1060.39,-1.42,108,9805.37,9818.43,-13.15
5955,Carson-Newman College,2007,2007-2008,Football,1056.76,987.13,69.64,180,5870.89,5484.06,386.89
5956,Carthage College,2007,2007-2008,Football,503.55,503.55,0,120,4196.25,4196.25,0
5957,Case Western Reserve University,2007,2007-2008,Football,373.25,386.78,-13.53,88,4241.48,4395.23,-153.75
5958,Catawba College,2007,2007-2008,Football,1416.56,1376.03,40.53,78,18161.03,17641.41,519.62
5959,Catholic University of America,2007,2007-2008,Football,397.59,396.17,1.42,79,5032.78,5014.81,17.97
5960,Central College,2007,2007-2008,Football,357.63,297.55,60.08,126,2838.33,2361.51,476.83
5961,Central Connecticut State University,2007,2007-2008,Football,1753.97,1373.8,380.18,83,21132.17,16551.81,4580.48
5962,Central Lakes College-Brainerd,2007,2007-2008,Football,25.88,36.23,-10.35,46,562.61,787.61,-225
5963,Central Methodist University-College of Liberal Arts & Sciences,2007,2007-2008,Football,758.7,758.72,-0.03,127,5974.02,5974.17,-0.24
5964,Central Michigan University,2007,2007-2008,Football,5712.64,5712.64,0,108,52894.81,52894.81,0
5965,Central State University,2007,2007-2008,Football,408.08,408.08,0,60,6801.33,6801.33,0
5966,Central Washington University,2007,2007-2008,Football,672.58,816.66,-144.09,79,8513.67,10337.47,-1823.92
5967,Centre College,2007,2007-2008,Football,196.14,196.14,0,84,2335,2335,0
5968,Cerritos College,2007,2007-2008,Football,142.41,117.99,24.42,108,1318.61,1092.5,226.11
5969,Chabot College,2007,2007-2008,Football,59.61,59.61,0,69,863.91,863.91,0
5970,Chadron State College,2007,2007-2008,Football,836.65,836.65,0,124,6747.18,6747.18,0
5971,Chaffey College,2007,2007-2008,Football,190.99,233.18,-42.18,81,2357.9,2878.77,-520.74
5972,Chapman University,2007,2007-2008,Football,234,234,0,75,3120,3120,0
5973,Charleston Southern University,2007,2007-2008,Football,2091.18,1938.69,152.49,95,22012.42,20407.26,1605.16
5974,Cheyney University of Pennsylvania,2007,2007-2008,Football,431.8,431.8,0,65,6643.08,6643.08,0
5975,Christopher Newport University,2007,2007-2008,Football,567.42,567.42,0,97,5849.69,5849.69,0
5976,Cisco Junior College,2007,2007-2008,Football,418.69,418.69,0,112,3738.3,3738.3,0
5977,Citadel Military College of South Carolina,2007,2007-2008,Football,3675.63,3104.21,571.42,107,34351.68,29011.31,5340.37
5978,Citrus College,2007,2007-2008,Football,265.88,270.09,-4.21,77,3452.99,3507.66,-54.68
5979,City College of San Francisco,2007,2007-2008,Football,116.16,116.16,0,74,1569.73,1569.73,0
5980,Claremont Mckenna College,2007,2007-2008,Football,310.55,310.55,0,69,4500.72,4500.72,0
5981,Clarion University of Pennsylvania,2007,2007-2008,Football,578.71,578.37,0.34,105,5511.52,5508.29,3.24
5982,Clark Atlanta University,2007,2007-2008,Football,1631.76,1631.76,0,67,24354.63,24354.63,0
5983,Clemson University,2007,2007-2008,Football,33022.63,15055.24,17967.39,114,289672.19,132063.51,157608.68
5984,Coastal Carolina University,2007,2007-2008,Football,3585.29,3585.29,0,130,27579.15,27579.15,0
5985,Coe College,2007,2007-2008,Football,287.49,271.57,15.92,95,3026.21,2858.63,167.58
5986,Coffeyville Community College,2007,2007-2008,Football,608.33,551.9,56.43,82,7418.66,6730.49,688.17
5987,Colby College,2007,2007-2008,Football,279.53,291.24,-11.71,68,4110.74,4282.94,-172.21
5988,Colgate University,2007,2007-2008,Football,4078.98,4034.43,44.55,83,49144.34,48607.59,536.75
5989,College of Dupage,2007,2007-2008,Football,265.74,265.74,0,107,2483.55,2483.55,0
5990,College of Marin,2007,2007-2008,Football,45.1,40.1,5,28,1610.71,1432.14,178.57
5991,College of Mount St. Joseph,2007,2007-2008,Football,288.41,288.34,0.07,117,2465.04,2464.44,0.6
5992,College of San Mateo,2007,2007-2008,Football,125.06,125.06,0,69,1812.46,1812.46,0
5993,College of The Canyons,2007,2007-2008,Football,48.67,48.67,0,81,600.86,600.86,0
5994,College of The Desert,2007,2007-2008,Football,161.47,148.41,13.06,68,2374.56,2182.5,192.06
5995,College of The Holy Cross,2007,2007-2008,Football,3291.83,3291.83,0,105,31350.76,31350.76,0
5996,College of The Redwoods,2007,2007-2008,Football,155.94,151.02,4.92,61,2556.39,2475.74,80.66
5997,College of The Sequoias,2007,2007-2008,Football,164.75,164.75,0,74,2226.35,2226.35,0
5998,College of The Siskiyous,2007,2007-2008,Football,169.86,169.28,0.58,89,1908.54,1902.02,6.52
5999,College of William And Mary,2007,2007-2008,Football,2887.77,3538.5,-650.73,102,28311.47,34691.18,-6379.71
6000,Colorado College,2007,2007-2008,Football,286.48,322.42,-35.94,55,5208.73,5862.18,-653.45
6001,Colorado School of Mines,2007,2007-2008,Football,1631.5,1613.24,18.26,103,15839.81,15662.52,177.28
6002,Colorado State University,2007,2007-2008,Football,3850.24,8222.56,-4372.32,126,30557.46,65258.41,-34700.95
6003,Columbia University In The City of New York,2007,2007-2008,Football,2452.04,2452.04,0,98,25020.82,25020.82,0
6004,Concord University,2007,2007-2008,Football,30.02,830.77,-800.75,77,389.87,10789.22,-10399.35
6005,Concordia College at Moorhead,2007,2007-2008,Football,280.07,266.25,13.83,128,2188.05,2080.08,108.05
6006,Concordia University,2007,2007-2008,Football,257.81,257.81,0,67,3847.91,3847.91,0
6007,Concordia University,2007,2007-2008,Football,355.01,306.67,48.34,94,3776.7,3262.45,514.26
6008,Concordia University-Saint Paul,2007,2007-2008,Football,1031.94,1031.94,0,94,10978.09,10978.09,0
6009,Concordia University-Wisconsin,2007,2007-2008,Football,186.5,210.34,-23.84,111,1680.18,1894.95,-214.77
6010,Contra Costa College,2007,2007-2008,Football,70,70,0,60,1166.67,1166.67,0
6011,Copiah-Lincoln Community College,2007,2007-2008,Football,495.28,495.28,0,55,9005.09,9005.09,0
6012,Cornell College,2007,2007-2008,Football,286.53,284.08,2.45,64,4477.03,4438.75,38.28
6013,Cornell University,2007,2007-2008,Football,1799.78,1799.78,0,112,16069.46,16069.46,0
6014,Crown College,2007,2007-2008,Football,159.6,159.6,0,52,3069.23,3069.23,0
6015,Culver-Stockton College,2007,2007-2008,Football,646.43,608.43,38,89,7263.26,6836.29,426.97
6016,Cumberland University,2007,2007-2008,Football,1630.59,1628.04,2.55,93,17533.23,17505.81,27.42
6017,Curry College,2007,2007-2008,Football,220.75,220.75,0,96,2299.48,2299.48,0
6018,Dakota State University,2007,2007-2008,Football,202.99,202.99,0,58,3499.83,3499.83,0
6019,Dakota Wesleyan University,2007,2007-2008,Football,546.56,527.33,19.23,79,6918.48,6675.06,243.42
6020,Dana College,2007,2007-2008,Football,786.38,786.38,0,88,8936.14,8936.14,0
6021,Dartmouth College,2007,2007-2008,Football,1846.12,1899.41,-53.28,107,17253.46,17751.5,-497.94
6022,Davidson College,2007,2007-2008,Football,656.86,644.36,12.5,77,8530.65,8368.31,162.34
6023,De Anza College,2007,2007-2008,Football,164.62,164.62,0,71,2318.59,2318.59,0
6024,Dean College,2007,2007-2008,Football,346.49,346.49,0,84,4124.88,4124.88,0
6025,Defiance College,2007,2007-2008,Football,241.8,229.82,11.98,119,2031.93,1931.26,100.67
6026,Delaware State University,2007,2007-2008,Football,2207.19,3646.11,-1438.92,98,22522.35,37205.2,-14682.86
6027,Delaware Valley College,2007,2007-2008,Football,316.63,283.65,32.98,115,2753.3,2466.52,286.78
6028,Delta State University,2007,2007-2008,Football,843.48,1295.98,-452.5,114,7398.95,11368.25,-3969.3
6029,Denison University,2007,2007-2008,Football,243.2,243.2,0,74,3286.49,3286.49,0
6030,Depauw University,2007,2007-2008,Football,462.85,527.11,-64.26,99,4675.25,5324.34,-649.09
6031,Diablo Valley College,2007,2007-2008,Football,89.65,89.65,0,70,1280.71,1280.71,0
6032,Dickinson College,2007,2007-2008,Football,185.1,185.1,0,88,2103.41,2103.41,0
6033,Dickinson State University,2007,2007-2008,Football,214.82,212.29,2.53,61,3521.64,3480.16,41.48
6034,Dixie State College of Utah,2007,2007-2008,Football,542.19,542.19,0,132,4107.5,4107.5,0
6035,Doane College,2007,2007-2008,Football,535.9,529.95,5.96,77,6959.74,6882.47,77.4
6036,Dodge City Community College,2007,2007-2008,Football,358.77,350.62,8.15,55,6523.09,6374.91,148.18
6037,Drake University,2007,2007-2008,Football,190.6,813.66,-623.06,117,1629.06,6954.36,-5325.3
6038,Duke University,2007,2007-2008,Football,10211.59,14092.57,-3880.98,93,109802.04,151533.01,-41730.97
6039,Duquesne University,2007,2007-2008,Football,670.56,671.42,-0.86,103,6510.29,6518.64,-8.35
6040,Earlham College,2007,2007-2008,Football,230.39,229.31,1.08,51,4517.45,4496.27,21.18
6041,East Carolina University,2007,2007-2008,Football,8578.24,8172.53,405.72,125,68625.92,65380.24,3245.76
6042,East Central Community College,2007,2007-2008,Football,639.69,639.69,0,55,11630.73,11630.73,0
6043,East Central University,2007,2007-2008,Football,564.4,555.58,8.82,71,7949.3,7825.07,124.23
6044,East Los Angeles College,2007,2007-2008,Football,132.2,132.2,0,88,1502.27,1502.27,0
6045,East Mississippi Community College,2007,2007-2008,Football,604.93,604.93,0,55,10998.73,10998.73,0
6046,East Stroudsburg University of Pennsylvania,2007,2007-2008,Football,472.23,564.98,-92.76,80,5902.88,7062.25,-1159.5
6047,East Texas Baptist University,2007,2007-2008,Football,577.73,614.48,-36.75,109,5300.28,5637.43,-337.16
6048,Eastern Arizona College,2007,2007-2008,Football,479.89,479.89,0,85,5645.76,5645.76,0
6049,Eastern Illinois University,2007,2007-2008,Football,1763.97,2014.86,-250.88,99,17817.88,20352.12,-2534.14
6050,Eastern Kentucky University,2007,2007-2008,Football,2360.81,2737.37,-376.56,101,23374.36,27102.67,-3728.32
6051,Eastern Michigan University,2007,2007-2008,Football,4655.86,4504.28,151.58,82,56778.78,54930.24,1848.54
6052,Eastern New Mexico University-Main Campus,2007,2007-2008,Football,643.82,605.76,38.06,125,5150.56,4846.08,304.48
6053,Eastern Oregon University,2007,2007-2008,Football,446.46,416.44,30.01,95,4699.58,4383.58,315.89
6054,Eastern Washington University,2007,2007-2008,Football,2072.89,2072.89,0,86,24103.37,24103.37,0
6055,Edinboro University of Pennsylvania,2007,2007-2008,Football,705.4,705.4,0,87,8108.05,8108.05,0
6056,Edward Waters College,2007,2007-2008,Football,399.02,399.02,0,60,6650.33,6650.33,0
6057,Elizabeth City State University,2007,2007-2008,Football,539.93,648.28,-108.35,97,5566.29,6683.3,-1117.01
6058,Ellsworth Community College,2007,2007-2008,Football,181.69,181.69,0,95,1912.53,1912.53,0
6059,Elmhurst College,2007,2007-2008,Football,222.44,229.99,-7.55,84,2648.1,2737.98,-89.88
6060,Elon University,2007,2007-2008,Football,725.57,3150.88,-2425.31,96,7558.02,32821.67,-25263.65
6061,Emory And Henry College,2007,2007-2008,Football,372.28,372.28,0,168,2215.95,2215.95,0
6062,Emporia State University,2007,2007-2008,Football,518.72,911.36,-392.64,99,5239.6,9205.66,-3966.06
6063,Endicott College,2007,2007-2008,Football,129.55,129.55,0,89,1455.62,1455.62,0
6064,Erie Community College,2007,2007-2008,Football,238.18,221.4,16.79,84,2835.48,2635.71,199.88
6065,Eureka College,2007,2007-2008,Football,131.97,131.97,0,60,2199.5,2199.5,0
6066,Evangel University,2007,2007-2008,Football,961.53,961.53,0,93,10339.03,10339.03,0
6067,Fairleigh Dickinson University-College at Florham,2007,2007-2008,Football,222.6,222.42,0.18,101,2203.96,2202.18,1.78
6068,Fairmont State University,2007,2007-2008,Football,370.04,581.95,-211.9,102,3627.84,5705.39,-2077.45
6069,Faulkner University,2007,2007-2008,Football,1307.05,1307.05,0,102,12814.22,12814.22,0
6070,Fayetteville State University,2007,2007-2008,Football,603.37,486.86,116.51,47,12837.66,10358.72,2478.94
6071,Feather River Community College District,2007,2007-2008,Football,208.33,208.33,0,78,2670.9,2670.9,0
6072,Ferris State University,2007,2007-2008,Football,1106.09,1106.09,0,130,8508.38,8508.38,0
6073,Ferrum College,2007,2007-2008,Football,286.91,290.42,-3.52,142,2020.49,2045.21,-24.79
6074,Fitchburg State College,2007,2007-2008,Football,89.26,108.59,-19.33,61,1463.28,1780.16,-316.89
6075,Florida Agricultural And Mechanical University,2007,2007-2008,Football,3025.91,2359.23,666.68,90,33621.22,26213.67,7407.56
6076,Florida Atlantic University,2007,2007-2008,Football,2630.35,4490.95,-1860.6,110,23912.27,40826.82,-16914.55
6077,Florida International University,2007,2007-2008,Football,7164.07,6039.76,1124.32,101,70931.39,59799.6,11131.88
