,unitid,DOE.Institution_Name,Year,ID_School,ID_Conference,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
808,134130,University of Florida,1996-1997,FLA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
812,134130,University of Florida,1996-1997,FLA,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,4,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
816,134130,University of Florida,1996-1997,FLA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
818,134130,University of Florida,1996-1997,FLA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,4,3,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
822,134130,University of Florida,1996-1997,FLA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
828,134130,University of Florida,1996-1997,FLA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
830,134130,University of Florida,1996-1997,FLA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Transfer-out students,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
880,135726,University of Miami,1996-1997,UOFM,ACC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),6,2,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1997Sports.csv
885,135726,University of Miami,1996-1997,UOFM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),7,5,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1997Sports.csv
889,135726,University of Miami,1996-1997,UOFM,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),7,7,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
895,135726,University of Miami,1996-1997,UOFM,ACC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,2,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1997Sports.csv
897,135726,University of Miami,1996-1997,UOFM,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),19,19,0,5,5,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
915,135726,University of Miami,1996-1997,UOFM,ACC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,2,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1997Sports.csv
927,135726,University of Miami,1996-1997,UOFM,ACC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
928,135726,University of Miami,1996-1997,UOFM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1997Sports.csv
930,135726,University of Miami,1996-1997,UOFM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,4,1,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1997Sports.csv
932,135726,University of Miami,1996-1997,UOFM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1997Sports.csv
936,135726,University of Miami,1996-1997,UOFM,ACC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1997Sports.csv
938,135726,University of Miami,1996-1997,UOFM,ACC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1997Sports.csv
939,135726,University of Miami,1996-1997,UOFM,ACC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
941,139959,University of Georgia,1996-1997,UGA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,7,7,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
943,139959,University of Georgia,1996-1997,UGA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1997Sports.csv
945,139959,University of Georgia,1996-1997,UGA,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,4,2,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
950,139959,University of Georgia,1996-1997,UGA,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,5,5,5,2,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
952,139959,University of Georgia,1996-1997,UGA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1997Sports.csv
953,139959,University of Georgia,1996-1997,UGA,SEC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,4,2,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
954,139959,University of Georgia,1996-1997,UGA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),7,7,0,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
955,139959,University of Georgia,1996-1997,UGA,SEC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),16,16,0,10,10,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
977,139959,University of Georgia,1996-1997,UGA,SEC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,8,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,1997Sports.csv
978,139959,University of Georgia,1996-1997,UGA,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
979,139959,University of Georgia,1996-1997,UGA,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1003,139959,University of Georgia,1996-1997,UGA,SEC,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1007,139959,University of Georgia,1996-1997,UGA,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,14,3,11,7,1,6,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,3,1,2,1997Sports.csv
1020,139959,University of Georgia,1996-1997,UGA,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),14,3,11,7,1,6,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,3,1,2,1997Sports.csv
1032,139959,University of Georgia,1996-1997,UGA,SEC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),22,7,15,13,4,9,2,0,2,1,0,1,1,1,0,0,0,0,0,0,0,5,2,3,1997Sports.csv
1049,142115,Boise State University,1996-1997,BOS.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1050,142115,Boise State University,1996-1997,BOS.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,1,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1997Sports.csv
1051,142115,Boise State University,1996-1997,BOS.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1054,142115,Boise State University,1996-1997,BOS.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),6,1,5,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1056,142115,Boise State University,1996-1997,BOS.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1057,142115,Boise State University,1996-1997,BOS.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1059,142115,Boise State University,1996-1997,BOS.ST,MWC,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,4,6,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1997Sports.csv
1061,142115,Boise State University,1996-1997,BOS.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1062,142115,Boise State University,1996-1997,BOS.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),21,21,0,16,16,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1063,142115,Boise State University,1996-1997,BOS.ST,MWC,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1064,142115,Boise State University,1996-1997,BOS.ST,MWC,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1069,142115,Boise State University,1996-1997,BOS.ST,MWC,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),10,3,7,6,2,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1997Sports.csv
1136,147767,Northwestern University,1996-1997,NWST,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1137,147767,Northwestern University,1996-1997,NWST,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1142,147767,Northwestern University,1996-1997,NWST,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),33,12,21,32,11,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1168,147767,Northwestern University,1996-1997,NWST,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1169,147767,Northwestern University,1996-1997,NWST,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,5,3,3,1,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1170,147767,Northwestern University,1996-1997,NWST,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),22,22,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1175,147767,Northwestern University,1996-1997,NWST,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),9,5,4,4,1,3,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1183,147767,Northwestern University,1996-1997,NWST,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),25,25,0,12,12,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1188,147767,Northwestern University,1996-1997,NWST,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),31,10,21,30,9,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1191,147767,Northwestern University,1996-1997,NWST,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),8,5,3,3,1,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1197,147767,Northwestern University,1996-1997,NWST,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,22,22,0,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1221,147767,Northwestern University,1996-1997,NWST,BIG12,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,31,10,21,30,9,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1239,152080,University of Notre Dame,1996-1997,ND,IND,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1248,152080,University of Notre Dame,1996-1997,ND,IND,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,10,4,6,8,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1249,152080,University of Notre Dame,1996-1997,ND,IND,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,40,20,20,39,19,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1252,152080,University of Notre Dame,1996-1997,ND,IND,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1253,152080,University of Notre Dame,1996-1997,ND,IND,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1254,152080,University of Notre Dame,1996-1997,ND,IND,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),20,20,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1259,152080,University of Notre Dame,1996-1997,ND,IND,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,20,20,0,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1261,152080,University of Notre Dame,1996-1997,ND,IND,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),42,22,20,40,20,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1263,152080,University of Notre Dame,1996-1997,ND,IND,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),10,4,6,8,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1275,152080,University of Notre Dame,1996-1997,ND,IND,All other sports,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),40,20,20,39,19,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1278,152080,University of Notre Dame,1996-1997,ND,IND,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,5,3,2,0,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1282,152080,University of Notre Dame,1996-1997,ND,IND,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,5,3,2,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1283,152080,University of Notre Dame,1996-1997,ND,IND,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),12,4,8,9,4,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1997Sports.csv
1291,152080,University of Notre Dame,1996-1997,ND,IND,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,12,12,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1293,152080,University of Notre Dame,1996-1997,ND,IND,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),5,3,2,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1339,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,5,3,6,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1345,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Cross-country and/or track,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1348,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),3,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1354,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,1,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1355,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Basketball,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),8,2,6,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1356,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,8,8,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1358,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Adjusted cohort (revised cohort minus exclusions),23,23,0,14,14,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1365,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Baseball,Cohort,Degree/certificate-seeking students (4-yr institution) Completers within 150% of normal time,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
1370,155399,Kansas State University,1996-1997,KAN.ST,BIG12,Football,Cohort,Degree/certificate-seeking students (4-yr institution) Completers of bachelor's or equivalent degrees (150% of normal time),8,8,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Sports.csv
