,DOE.Institution_Name,Year,SportName,Total.Revenue,Total.Expense,Total.Profit,Men.Revenue,Men.Expense,Men.Profit,Women.Revenue,Women.Expense,Women.Profit,Male.Athletes,Female.Athletes,Men.Team.Expense,Women.Team.Expense,SportCode,Coed.Athletes,Total.Women.Including.Coed.Expense,Total.Men.Including.Coed.Expense,Coed.Expense,Women.Coed.Expense,Men.Coed.Expense,Women.Men.Expense,Women.Including.Coed.Revenue,Men.Including.Coed.Revenue,Coed.Revenue,Women.Coed.Revenue,Men.Coed.Revenue,Total.Men.Women.Revenue,Total.Team.Expense,Total.Women.Team.Expense.Including.Coed,Total.Men.Team.Expense.Including.Coed,Total.Coed.Team.Expense,Total.Women.Coed.Team.Expense,Total.Men.Coed.Team.Expense,Total.Men.Women.Team.Expense,Total.Female.Including.Coed,Total.Male.Including.Coed,Female.Coed.Athletes,Male.Coed.Athletes
41910,Auburn University Main Campus,2004-2005,Football,40559427,16374577,24184850,40559427,16374577,24184850,NA,NA,0,121,NA,2944035,0,NA,NA,0,16374577,NA,NA,NA,16374577,0,40559427,NA,NA,NA,40559427,2944035,0,2944035,NA,NA,NA,2944035,0,121,NA,NA
41931,Augsburg College,2002-2003,Football,162444,145527,16917,162444,145527,16917,0,0,0,82,0,60615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41943,Augsburg College,2004-2005,Football,230743,216846,13897,230743,216846,13897,NA,NA,0,79,NA,89703,0,NA,NA,0,216846,NA,NA,NA,216846,0,230743,NA,NA,NA,230743,89703,0,89703,NA,NA,NA,89703,0,79,NA,NA
41972,Augustana College,2002-2003,Football,267004,901567,-634563,267004,901567,-634563,0,0,0,89,0,72536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41973,Augustana College,2002-2003,Football,347760,321581,26179,347760,321581,26179,0,0,0,152,0,73901,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41998,Augustana College,2004-2005,Football,244612,230820,13792,244612,230820,13792,NA,NA,0,114,NA,42614,0,NA,NA,0,230820,NA,NA,NA,230820,0,244612,NA,NA,NA,244612,42614,0,42614,NA,NA,NA,42614,0,114,NA,NA
41999,Augustana College,2004-2005,Football,1068656,1112562,-43906,1068656,1112562,-43906,NA,NA,0,91,NA,104778,0,NA,NA,0,1112562,NA,NA,NA,1112562,0,1068656,NA,NA,NA,1068656,104778,0,104778,NA,NA,NA,104778,0,91,NA,NA
42015,Aurora University,2002-2003,Football,2981,201605,-198624,2981,201605,-198624,0,0,0,102,0,47111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42025,Aurora University,2004-2005,Football,214029,223780,-9751,214029,223780,-9751,NA,NA,0,79,NA,60874,0,NA,NA,0,223780,NA,NA,NA,223780,0,214029,NA,NA,NA,214029,60874,0,60874,NA,NA,NA,60874,0,79,NA,NA
42036,Austin College,2002-2003,Football,213526,213525,1,213526,213525,1,0,0,0,84,0,68872,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42046,Austin College,2004-2005,Football,240752,240752,0,240752,240752,0,NA,NA,0,65,NA,89490,0,NA,NA,0,240752,NA,NA,NA,240752,0,240752,NA,NA,NA,240752,89490,0,89490,NA,NA,NA,89490,0,65,NA,NA
42053,Austin Peay State University,2002-2003,Football,408529,299134,109395,408529,299134,109395,0,0,0,90,0,118397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42068,Austin Peay State University,2004-2005,Football,397707,397707,0,397707,397707,0,NA,NA,0,85,NA,120388,0,NA,NA,0,397707,NA,NA,NA,397707,0,397707,NA,NA,NA,397707,120388,0,120388,NA,NA,NA,120388,0,85,NA,NA
42077,Averett University                                      ,2002-2003,Football,218122,265779,-47657,218122,265779,-47657,0,0,0,67,0,74976,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42089,Avila University,2002-2003,Football,624715,624715,0,624715,624715,0,0,0,0,103,0,73315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42097,Avila University,2004-2005,Football,629635,625653,3982,629635,625653,3982,NA,NA,0,99,NA,68463,0,NA,NA,0,625653,NA,NA,NA,625653,0,629635,NA,NA,NA,629635,68463,0,68463,NA,NA,NA,68463,0,99,NA,NA
42104,Azusa Pacific University,2002-2003,Football,137622,496698,-359076,137622,496698,-359076,0,0,0,82,0,100928,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42114,Azusa Pacific University,2004-2005,Football,623223,512200,111023,623223,512200,111023,NA,NA,0,103,NA,184000,0,NA,NA,0,512200,NA,NA,NA,512200,0,623223,NA,NA,NA,623223,184000,0,184000,NA,NA,NA,184000,0,103,NA,NA
42151,Bacone College,2002-2003,Football,719061,696045,23016,719061,696045,23016,0,0,0,58,0,161550,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42163,Bacone College,2004-2005,Football,536080,533498,2582,536080,533498,2582,NA,NA,0,88,NA,42247,0,NA,NA,0,533498,NA,NA,NA,533498,0,536080,NA,NA,NA,536080,42247,0,42247,NA,NA,NA,42247,0,88,NA,NA
42173,Baker University College Of Arts And Sciences,2002-2003,Football,415007,879750,-464743,415007,879750,-464743,0,0,0,124,0,94394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42184,Baker University College Of Arts And Sciences,2004-2005,Football,375615,314889,60726,375615,314889,60726,NA,NA,0,87,NA,81051,0,NA,NA,0,314889,NA,NA,NA,314889,0,375615,NA,NA,NA,375615,81051,0,81051,NA,NA,NA,81051,0,87,NA,NA
42192,Bakersfield College,2002-2003,Football,56456,139083,-82627,56456,139083,-82627,0,0,0,107,0,20671,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42204,Bakersfield College,2004-2005,Football,61237,148087,-86850,61237,148087,-86850,NA,NA,0,87,NA,20671,0,NA,NA,0,148087,NA,NA,NA,148087,0,61237,NA,NA,NA,61237,20671,0,20671,NA,NA,NA,20671,0,87,NA,NA
42215,Baldwin-Wallace College,2002-2003,Football,385490,385490,0,385490,385490,0,0,0,0,139,0,79238,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42227,Baldwin-Wallace College,2004-2005,Football,407780,407780,0,407780,407780,0,NA,NA,0,154,NA,89478,0,NA,NA,0,407780,NA,NA,NA,407780,0,407780,NA,NA,NA,407780,89478,0,89478,NA,NA,NA,89478,0,154,NA,NA
42239,Ball State University,2002-2003,Football,923583,3032880,-2109297,923583,3032880,-2109297,0,0,0,103,0,329691,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42253,Ball State University,2004-2005,Football,799737,3909226,-3109489,799737,3909226,-3109489,NA,NA,0,105,NA,342647,0,NA,NA,0,3909226,NA,NA,NA,3909226,0,799737,NA,NA,NA,799737,342647,0,342647,NA,NA,NA,342647,0,105,NA,NA
42388,Bates College,2002-2003,Football,191240,190830,410,191240,190830,410,0,0,0,59,0,48730,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42408,Bates College,2004-2005,Football,260239,258848,1391,260239,258848,1391,NA,NA,0,64,NA,65939,0,NA,NA,0,258848,NA,NA,NA,258848,0,260239,NA,NA,NA,260239,65939,0,65939,NA,NA,NA,65939,0,64,NA,NA
42431,Baylor University,2002-2003,Football,6306469,7217920,-911451,6306469,7217920,-911451,0,0,0,149,0,1042209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42442,Baylor University,2004-2005,Football,6500150,7640954,-1140804,6500150,7640954,-1140804,NA,NA,0,155,NA,1128814,0,NA,NA,0,7640954,NA,NA,NA,7640954,0,6500150,NA,NA,NA,6500150,1128814,0,1128814,NA,NA,NA,1128814,0,155,NA,NA
42470,Belhaven College,2002-2003,Football,238570,397776,-159206,238570,397776,-159206,0,0,0,91,0,96628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42481,Belhaven College,2004-2005,Football,882028,890036,-8008,882028,890036,-8008,NA,NA,0,96,NA,104785,0,NA,NA,0,890036,NA,NA,NA,890036,0,882028,NA,NA,NA,882028,104785,0,104785,NA,NA,NA,104785,0,96,NA,NA
42569,Beloit College                                          ,2002-2003,Football,50128,23982,26146,50128,23982,26146,0,0,0,42,0,22218,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42581,Bemidji State University,2002-2003,Football,407935,407935,0,407935,407935,0,0,0,0,98,0,95876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42593,Bemidji State University,2004-2005,Football,413034,402097,10937,413034,402097,10937,NA,NA,0,84,NA,140497,0,NA,NA,0,402097,NA,NA,NA,402097,0,413034,NA,NA,NA,413034,140497,0,140497,NA,NA,NA,140497,0,84,NA,NA
42602,Benedict College,2002-2003,Football,238644,851448,-612804,238644,851448,-612804,0,0,0,86,0,90722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42613,Benedict College,2004-2005,Football,910171,830702,79469,910171,830702,79469,NA,NA,0,95,NA,143740,0,NA,NA,0,830702,NA,NA,NA,830702,0,910171,NA,NA,NA,910171,143740,0,143740,NA,NA,NA,143740,0,95,NA,NA
42622,Benedictine College,2002-2003,Football,225754,1213994,-988240,225754,1213994,-988240,0,0,0,152,0,90200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42635,Benedictine College,2004-2005,Football,142584,142584,0,142584,142584,0,NA,NA,0,168,NA,134011,0,NA,NA,0,142584,NA,NA,NA,142584,0,142584,NA,NA,NA,142584,134011,0,134011,NA,NA,NA,134011,0,168,NA,NA
42644,Benedictine University,2002-2003,Football,192325,202862,-10537,192325,202862,-10537,0,0,0,49,0,58865,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42655,Benedictine University,2004-2005,Football,211830,206057,5773,211830,206057,5773,NA,NA,0,46,NA,57354,0,NA,NA,0,206057,NA,NA,NA,206057,0,211830,NA,NA,NA,211830,57354,0,57354,NA,NA,NA,57354,0,46,NA,NA
42665,Bentley College,2002-2003,Football,461495,450840,10655,461495,450840,10655,0,0,0,84,0,56073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42680,Bentley College,2004-2005,Football,568826,581038,-12212,568826,581038,-12212,NA,NA,0,84,NA,111940,0,NA,NA,0,581038,NA,NA,NA,581038,0,568826,NA,NA,NA,568826,111940,0,111940,NA,NA,NA,111940,0,84,NA,NA
42753,Bethany College,2002-2003,Football,138234,457737,-319503,138234,457737,-319503,0,0,0,123,0,44727,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42766,Bethany College,2004-2005,Football,127328,153466,-26138,127328,153466,-26138,NA,NA,0,108,NA,38109,0,NA,NA,0,153466,NA,NA,NA,153466,0,127328,NA,NA,NA,127328,38109,0,38109,NA,NA,NA,38109,0,108,NA,NA
42767,Bethany College,2004-2005,Football,208165,167526,40639,208165,167526,40639,NA,NA,0,61,NA,55815,0,NA,NA,0,167526,NA,NA,NA,167526,0,208165,NA,NA,NA,208165,55815,0,55815,NA,NA,NA,55815,0,61,NA,NA
42781,Bethany College                                         ,2002-2003,Football,100665,119566,-18901,100665,119566,-18901,0,0,0,89,0,72476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42831,Bethel College,2002-2003,Football,48390,238974,-190584,48390,238974,-190584,0,0,0,53,0,44455,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42832,Bethel College,2002-2003,Football,195485,224624,-29139,195485,224624,-29139,0,0,0,55,0,84657,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42833,Bethel College,2002-2003,Football,344840,344840,0,344840,344840,0,0,0,0,103,0,111446,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42874,Bethel College,2004-2005,Football,132640,261093,-128453,132640,261093,-128453,NA,NA,0,115,NA,1,0,NA,NA,0,261093,NA,NA,NA,261093,0,132640,NA,NA,NA,132640,1,0,1,NA,NA,NA,1,0,115,NA,NA
42875,Bethel College,2004-2005,Football,216410,213606,2804,216410,213606,2804,NA,NA,0,57,NA,40127,0,NA,NA,0,213606,NA,NA,NA,213606,0,216410,NA,NA,NA,216410,40127,0,40127,NA,NA,NA,40127,0,57,NA,NA
42898,Bethune Cookman College,2002-2003,Football,2497844,2131726,366118,2497844,2131726,366118,0,0,0,81,0,401161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42910,Bethune Cookman College,2004-2005,Football,3514806,2525298,989508,3514806,2525298,989508,NA,NA,0,73,NA,666500,0,NA,NA,0,2525298,NA,NA,NA,2525298,0,3514806,NA,NA,NA,3514806,666500,0,666500,NA,NA,NA,666500,0,73,NA,NA
43004,Black Hills State University,2002-2003,Football,276398,167000,109398,276398,167000,109398,0,0,0,60,0,50000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43012,Black Hills State University,2004-2005,Football,272666,249946,22720,272666,249946,22720,NA,NA,0,66,NA,50000,0,NA,NA,0,249946,NA,NA,NA,249946,0,272666,NA,NA,NA,272666,50000,0,50000,NA,NA,NA,50000,0,66,NA,NA
43019,Blackburn College,2002-2003,Football,129297,129297,0,129297,129297,0,0,0,0,58,0,45495,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43030,Blackburn College,2004-2005,Football,142677,142677,0,142677,142677,0,NA,NA,0,49,NA,39360,0,NA,NA,0,142677,NA,NA,NA,142677,0,142677,NA,NA,NA,142677,39360,0,39360,NA,NA,NA,39360,0,49,NA,NA
43053,Bloomsburg University Of Pennsylvania,2002-2003,Football,277217,558471,-281254,277217,558471,-281254,0,0,0,81,0,46962,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43067,Bloomsburg University Of Pennsylvania,2004-2005,Football,544276,544276,0,544276,544276,0,NA,NA,0,100,NA,62500,0,NA,NA,0,544276,NA,NA,NA,544276,0,544276,NA,NA,NA,544276,62500,0,62500,NA,NA,NA,62500,0,100,NA,NA
43106,Bluffton College,2002-2003,Football,148686,140022,8664,148686,140022,8664,0,0,0,89,0,60146,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43116,Boise State University,2002-2003,Football,4627121,3262903,1364218,4627121,3262903,1364218,0,0,0,105,0,546125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43127,Boise State University,2004-2005,Football,3942425,3482093,460332,3942425,3482093,460332,NA,NA,0,108,NA,747901,0,NA,NA,0,3482093,NA,NA,NA,3482093,0,3942425,NA,NA,NA,3942425,747901,0,747901,NA,NA,NA,747901,0,108,NA,NA
43156,Boston College,2002-2003,Football,12999080,10660252,2338828,12999080,10660252,2338828,0,0,0,100,0,742688,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43176,Boston College,2004-2005,Football,13418390,11064328,2354062,13418390,11064328,2354062,NA,NA,0,107,NA,1968195,0,NA,NA,0,11064328,NA,NA,NA,11064328,0,13418390,NA,NA,NA,13418390,1968195,0,1968195,NA,NA,NA,1968195,0,107,NA,NA
43218,Bowdoin College,2002-2003,Football,340359,340359,0,340359,340359,0,0,0,0,69,0,54376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43236,Bowdoin College,2004-2005,Football,315087,315087,0,315087,315087,0,NA,NA,0,66,NA,40921,0,NA,NA,0,315087,NA,NA,NA,315087,0,315087,NA,NA,NA,315087,40921,0,40921,NA,NA,NA,40921,0,66,NA,NA
43252,Bowie State University,2002-2003,Football,62813,470211,-407398,62813,470211,-407398,0,0,0,64,0,345958,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43261,Bowie State University,2004-2005,Football,38884,593238,-554354,38884,593238,-554354,NA,NA,0,61,NA,359283,0,NA,NA,0,593238,NA,NA,NA,593238,0,38884,NA,NA,NA,38884,359283,0,359283,NA,NA,NA,359283,0,61,NA,NA
43267,Bowling Green State University-Main Campus,2002-2003,Football,2765784,2765784,0,2765784,2765784,0,0,0,0,108,0,261410,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43283,Bowling Green State University-Main Campus,2004-2005,Football,2374803,3703868,-1329065,2374803,3703868,-1329065,NA,NA,0,102,NA,769354,0,NA,NA,0,3703868,NA,NA,NA,3703868,0,2374803,NA,NA,NA,2374803,769354,0,769354,NA,NA,NA,769354,0,102,NA,NA
43399,Briar Cliff University,2004-2005,Football,591572,516515,75057,591572,516515,75057,NA,NA,0,71,NA,110490,0,NA,NA,0,516515,NA,NA,NA,516515,0,591572,NA,NA,NA,591572,110490,0,110490,NA,NA,NA,110490,0,71,NA,NA
43423,Bridgewater College                                     ,2002-2003,Football,260830,236067,24763,260830,236067,24763,0,0,0,157,0,61236,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43436,Bridgewater State College,2002-2003,Football,38436,32768,5668,38436,32768,5668,0,0,0,69,0,32400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43452,Bridgewater State College,2004-2005,Football,37869,69226,-31357,37869,69226,-31357,NA,NA,0,81,NA,42158,0,NA,NA,0,69226,NA,NA,NA,69226,0,37869,NA,NA,NA,37869,42158,0,42158,NA,NA,NA,42158,0,81,NA,NA
43466,Brigham Young University                                ,2002-2003,Football,8885296,7668357,1216939,8885296,7668357,1216939,0,0,0,132,0,1029275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43550,Brown University,2002-2003,Football,1169315,1168987,328,1169315,1168987,328,0,0,0,100,0,207155,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43573,Brown University,2004-2005,Football,1222102,1222102,0,1222102,1222102,0,NA,NA,0,92,NA,178462,0,NA,NA,0,1222102,NA,NA,NA,1222102,0,1222102,NA,NA,NA,1222102,178462,0,178462,NA,NA,NA,178462,0,92,NA,NA
43608,Bryant College,2002-2003,Football,971168,971168,0,971168,971168,0,0,0,0,99,0,110096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43621,Bucknell University,2002-2003,Football,2628526,2466603,161923,2628526,2466603,161923,0,0,0,90,0,237613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43637,Bucknell University,2004-2005,Football,2427274,2427274,0,2427274,2427274,0,NA,NA,0,88,NA,208828,0,NA,NA,0,2427274,NA,NA,NA,2427274,0,2427274,NA,NA,NA,2427274,208828,0,208828,NA,NA,NA,208828,0,88,NA,NA
43667,Buena Vista University,2002-2003,Football,237173,254891,-17718,237173,254891,-17718,0,0,0,98,0,69161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43680,Buena Vista University,2004-2005,Football,120424,242737,-122313,120424,242737,-122313,NA,NA,0,110,NA,65345,0,NA,NA,0,242737,NA,NA,NA,242737,0,120424,NA,NA,NA,120424,65345,0,65345,NA,NA,NA,65345,0,110,NA,NA
43714,Butler County Community College,2002-2003,Football,590180,150456,439724,590180,150456,439724,0,0,0,55,0,72652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43731,Butler County Community College,2004-2005,Football,710600,710600,0,710600,710600,0,NA,NA,0,152,NA,65319,0,NA,NA,0,710600,NA,NA,NA,710600,0,710600,NA,NA,NA,710600,65319,0,65319,NA,NA,NA,65319,0,152,NA,NA
43742,Butler University,2002-2003,Football,77515,323824,-246309,77515,323824,-246309,0,0,0,70,0,72540,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43757,Butler University,2004-2005,Football,314557,314557,0,314557,314557,0,NA,NA,0,80,NA,78572,0,NA,NA,0,314557,NA,NA,NA,314557,0,314557,NA,NA,NA,314557,78572,0,78572,NA,NA,NA,78572,0,80,NA,NA
43770,Butte College,2002-2003,Football,91865,84685,7180,91865,84685,7180,0,0,0,82,0,30400,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43782,Butte College,2004-2005,Football,103526,103026,500,103526,103026,500,NA,NA,0,81,NA,80214,0,NA,NA,0,103026,NA,NA,NA,103026,0,103526,NA,NA,NA,103526,80214,0,80214,NA,NA,NA,80214,0,81,NA,NA
43790,Cabrillo College,2002-2003,Football,25735,48800,-23065,25735,48800,-23065,0,0,0,56,0,19840,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43800,Cabrillo College,2004-2005,Football,40222,44125,-3903,40222,44125,-3903,NA,NA,0,54,NA,21201,0,NA,NA,0,44125,NA,NA,NA,44125,0,40222,NA,NA,NA,40222,21201,0,21201,NA,NA,NA,21201,0,54,NA,NA
43887,California Lutheran University,2002-2003,Football,219542,203693,15849,219542,203693,15849,0,0,0,69,0,63669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43899,California Lutheran University,2004-2005,Football,248545,248545,0,248545,248545,0,NA,NA,0,73,NA,226887,0,NA,NA,0,248545,NA,NA,NA,248545,0,248545,NA,NA,NA,248545,226887,0,226887,NA,NA,NA,226887,0,73,NA,NA
43928,California Polytechnic State Univ-San Luis Obispo,2002-2003,Football,452557,1511747,-1059190,452557,1511747,-1059190,0,0,0,89,0,258188,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44020,California State University-Fresno,2002-2003,Football,6523953,4375537,2148416,6523953,4375537,2148416,0,0,0,100,0,1093546,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44034,California State University-Fresno,2004-2005,Football,9156157,6137066,3019091,9156157,6137066,3019091,NA,NA,0,108,NA,1720591,0,NA,NA,0,6137066,NA,NA,NA,6137066,0,9156157,NA,NA,NA,9156157,1720591,0,1720591,NA,NA,NA,1720591,0,108,NA,NA
44140,California State University-Sacramento,2002-2003,Football,783876,451300,332576,783876,451300,332576,0,0,0,90,0,338295,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44152,California State University-Sacramento,2004-2005,Football,636268,566381,69887,636268,566381,69887,NA,NA,0,89,NA,337092,0,NA,NA,0,566381,NA,NA,NA,566381,0,636268,NA,NA,NA,636268,337092,0,337092,NA,NA,NA,337092,0,89,NA,NA
44209,California University Of Pennsylvania,2002-2003,Football,1050128,896586,153542,1050128,896586,153542,0,0,0,116,0,83373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44220,California University Of Pennsylvania,2004-2005,Football,596854,1111067,-514213,596854,1111067,-514213,NA,NA,0,84,NA,103650,0,NA,NA,0,1111067,NA,NA,NA,1111067,0,596854,NA,NA,NA,596854,103650,0,103650,NA,NA,NA,103650,0,84,NA,NA
44317,Campbellsville University,2002-2003,Football,549651,537051,12600,549651,537051,12600,0,0,0,92,0,97152,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44328,Campbellsville University,2004-2005,Football,427998,397003,30995,427998,397003,30995,NA,NA,0,132,NA,105998,0,NA,NA,0,397003,NA,NA,NA,397003,0,427998,NA,NA,NA,427998,105998,0,105998,NA,NA,NA,105998,0,132,NA,NA
44349,Canisius College,2002-2003,Football,347879,347879,0,347879,347879,0,0,0,0,70,0,94315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
