Player,Draft Year,Height Without Shoes,Height Without Shoes (inches),Height,Height (inches),Weight (lbs),Wingspan,Wingspan (inches),Reach,Reach (inches),Body Fat (%),Hand Length (inches),Hand Width (inches),No Step Verticle (inches),No Step Verticle Reach,No Step Verticle Reach (inches),Max Verticle (Inches),Max Verticle Reach,Max Verticle Reach (inches),Bench Press (reps of 185lbs.),Lane Agility Drill ,Sprint (3 Quarter Court in seconds),Predraft Rank,Draft Number,Draftexpress_Player_URL,Source,ID.Date
Cliff Hammonds,2008,"6' 0.25""",72.25,"6' 2.5""",74.5,200,"6' 10""",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Cliff-Hammonds-5553/,Draftexpress,5/1/08
Clarence Weatherspoon,1992,"6' 5.25""",77.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,http://draftexpress.com/profile/Clarence-Weatherspoon-4792/,Draftexpress,5/1/92
CJ Watson,2006,"6' 0.5""",72.5,"6' 1.75""",73.75,171,"6' 6""",NA,"8' 0""",96,5.20%,NA,NA,31.5,"10' 7.5""",127.5,34,"10' 10""",130,12,11.61,3.15,25,NA,http://draftexpress.com/profile/CJ-Watson-569/,Draftexpress,5/1/06
C.J. Watson,2006,"6' 1""",73,"6' 2""",74,176,"6' 6.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/CJ-Watson-569/,Draftexpress,5/1/06
Chucky Brown,1989,"6' 6.75""",78.75,NA,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,http://draftexpress.com/profile/Chucky-Brown-1816/,Draftexpress,5/1/89
Chucky Atkins,1996,"5' 10.5""",70.5,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chucky-Atkins-1546/,Draftexpress,5/1/96
Chuck Hayes,2005,"6' 5.5""",77.5,"6' 6.75""",78.75,232,"6' 10""",NA,"8' 8.5""",104.5,NA,NA,NA,30,"11' 2.5""",134.5,33,"11' 5.5""",137.5,20,10.7,3.34,6,NA,http://draftexpress.com/profile/Chuck-HayesNA/,Draftexpress,5/1/05
Chris Wright,2011,"6' 0.5""",72.5,"6' 1.5""",73.5,210,"6' 4""",76,"8' 0""",96,8.70%,9.5,NA,27.5,"10' 3.5""",123.5,34,"10' 10""",130,NA,8.28,3.88,NA,NA,http://draftexpress.com/profile/Chris-Wright-1411/,Draftexpress,5/1/11
Chris Wright (Gtown),2011,NA,NA,"6' 2""",74,204,"6' 3.5""",75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Wright-1411/,Draftexpress,5/1/11
Chris Wright (Gtown),2010,NA,NA,"6' 2""",74,204,"6' 3.5""",75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Wright-1411/,Draftexpress,5/1/10
Chris Wright (Gtown),2009,NA,NA,"6' 1.5""",73.5,211,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Wright-1411/,Draftexpress,5/1/09
Chris Wright,2010,NA,NA,"6' 7.5""",79.5,219,"6' 9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Wright-(Dayton)-5107/,Draftexpress,5/1/10
Chris Wright,2010,NA,NA,"6' 7""",79,219,"6' 9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Wright-(Dayton)-5107/,Draftexpress,5/1/10
Chris Wright,2009,NA,NA,"6' 7""",79,217,"6' 7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Wright-(Dayton)-5107/,Draftexpress,5/1/09
Chris Wright,2009,NA,NA,"6' 7""",79,217,"6' 7""",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Wright-(Dayton)-5107/,Draftexpress,5/1/09
Chris Wilcox,2002,"6' 8.25""",80.25,"6' 9.5""",81.5,218,"7' 1""",NA,"8' 11.5""",107.5,NA,NA,NA,31,"11' 6.5""",138.5,34.5,"11' 10""",142,20,11.43,3.16,5,8,http://draftexpress.com/profile/Chris-Wilcox-4856/,Draftexpress,5/1/02
Chris Webber,1993,"6' 9""",81,NA,NA,263,"7' 3.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,http://draftexpress.com/profile/Chris-Webber-4797/,Draftexpress,5/1/93
Chris Warren,2011,"5' 9.5""",69.5,NA,NA,162,"6' 2""",74,"7' 8.5""",92.5,NA,NA,NA,30,"10' 2.5""",122.5,NA,NA,NA,NA,11.87,3.28,NA,NA,http://draftexpress.com/profile/Chris-Warren-5057/,Draftexpress,5/1/11
Christophe Leonard,2012,"6' 6.25""",78.25,"6' 7.25""",79.25,215,"7' 0""",84,"8' 9.5""",105.5,NA,NA,NA,26.5,"11' 0""",132,31,"11' 4.5""",136.5,NA,12.24,3.35,NA,NA,http://draftexpress.com/profile/Christophe-Leonard-6319/,Draftexpress,5/1/12
Christian Watford,2011,NA,NA,"6' 8""",80,229,"7' 0""",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Christian-Watford-5281/,Draftexpress,5/1/11
Christian Maraker,2006,"6' 9""",81,"6' 10""",82,231,"7' 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Christian-MarakerNA8/,Draftexpress,5/1/06
Christian Laettner,1992,"6' 10""",82,NA,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,http://draftexpress.com/profile/Christian-Laettner-3241/,Draftexpress,5/1/92
Christian Burns,2007,"6' 6.75""",78.75,"6' 8""",80,230,"6' 9""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Christian-Burns-29349/,Draftexpress,5/1/07
Chris Thomas,2005,"5' 11.75""",71.75,"6' 1""",73,176,"6' 3""",NA,"7' 11""",95,NA,NA,NA,28.5,"10' 3.5""",123.5,34,"10' 9""",129,14,10.84,3.33,23,NA,http://draftexpress.com/profile/Chris-Thomas-36/,Draftexpress,5/1/05
Chris Taft,2005,"6' 8.5""",80.5,"6' 9.5""",81.5,261,"7' 1.75""",NA,"9' 1""",109,NA,NA,NA,28.5,"11' 5.5""",137.5,33,"11' 10""",142,14,11.26,3.27,25,42,http://draftexpress.com/profile/Chris-Taft-162/,Draftexpress,5/1/05
Chris Singleton,2011,"6' 7.75""",79.75,"6' 9""",81,230,"7' 1""",85,"8' 7.5""",103.5,7.40%,9.25,10,30.5,"11' 2""",134,37.5,"11' 9""",141,15,11.33,3.09,NA,19,http://draftexpress.com/profile/Chris-Singleton-1342/,Draftexpress,5/1/11
Chris Singleton,2010,NA,NA,"6' 9""",81,221,"6' 11.5""",83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,http://draftexpress.com/profile/Chris-Singleton-1342/,Draftexpress,5/1/10
Chris Singleton,2010,NA,NA,"6' 9""",81,221,"6' 11.5""",83.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,http://draftexpress.com/profile/Chris-Singleton-1342/,Draftexpress,5/1/10
Chris Richard,2007,"6' 7.5""",79.5,"6' 8.75""",80.75,252,"7' 4.5""",NA,"9' 2.5""",110.5,7.50%,NA,NA,26.5,"11' 5""",137,30.5,"11' 9""",141,15,11.39,3.29,35,41,http://draftexpress.com/profile/Chris-Richard-416/,Draftexpress,5/1/07
Chris Quinn,2006,"6' 0.5""",72.5,"6' 1.5""",73.5,175,"6' 5""",NA,"7' 10""",94,5.90%,NA,NA,32,"10' 6""",126,37,"10' 11""",131,7,11.25,3.25,35,NA,http://draftexpress.com/profile/Chris-Quinn-1013/,Draftexpress,5/1/06
Chris Quinn,2006,"6' 1""",73,"6' 2.5""",74.5,175,"6' 5.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Quinn-1013/,Draftexpress,5/1/06
Chris Porter,2000,"6' 5.5""",77.5,"6' 6.5""",78.5,214,"6' 9.5""",NA,"8' 7.5""",103.5,NA,NA,NA,28.5,"11' 0""",132,35,"11' 6.5""",138.5,6,10.93,3.2,19,55,http://draftexpress.com/profile/Chris-Porter-3974/,Draftexpress,5/1/00
Chris Paul,2005,"5' 11.75""",71.75,"6' 1""",73,178,"6' 4.25""",NA,"7' 9""",93,NA,NA,NA,32,"10' 5""",125,38,"10' 11""",131,10,11.09,3.22,16,4,http://draftexpress.com/profile/Chris-Paul-14/,Draftexpress,5/1/05
Chris Owens,2002,"6' 7""",79,"6' 8.25""",80.25,237,"6' 11.5""",NA,"8' 8""",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,76,47,http://draftexpress.com/profile/Chris-Owens-3846/,Draftexpress,5/1/02
Chris Obekpa,2011,NA,NA,"6' 9""",81,224,"7' 4""",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Obekpa-7086/,Draftexpress,5/1/11
Chris Obekpa,2011,NA,NA,"6' 9""",81,224,"7' 4""",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Obekpa-7086/,Draftexpress,5/1/11
Chris McCray,2006,"6' 3""",75,"6' 4""",76,187,"6' 5.75""",NA,"8' 0.5""",96.5,9.60%,NA,NA,30.5,"10' 7""",127,39,"11' 3.5""",135.5,1,11.46,3.34,61,NA,http://draftexpress.com/profile/Chris-McCray-571/,Draftexpress,5/1/06
Chris Massie,2003,"6' 6.5""",78.5,"6' 7.75""",79.75,259,"7' 1""",NA,"8' 10.5""",106.5,14.80%,NA,NA,26.5,"11' 1""",133,33,"11' 7.5""",139.5,13,12.48,3.22,49,NA,http://draftexpress.com/profile/Chris-Massie-5656/,Draftexpress,5/1/03
Chris Massie,2002,"6' 6.25""",78.25,"6' 7.25""",79.25,248,"7' 0""",NA,"8' 11""",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,http://draftexpress.com/profile/Chris-Massie-5656/,Draftexpress,5/1/02
Chris Marcus,2003,"7' 0""",84,"7' 1.5""",85.5,334,"7' 8""",NA,"9' 6""",114,23.10%,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,78,NA,http://draftexpress.com/profile/Chris-Marcus-32225/,Draftexpress,5/1/03
Chris Lowe,2009,"5' 11.25""",71.25,"6' 0.75""",72.75,173,"6' 2.25""",74.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Lowe-5339/,Draftexpress,5/1/09
Chris Lofton,2008,"6' 1""",73,"6' 2.25""",74.25,195,"6' 3""",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Lofton-1158/,Draftexpress,5/1/08
Chris Kaman,2003,"6' 11.5""",83.5,"7' 0.5""",84.5,252,"6' 11.75""",NA,"9' 2.5""",110.5,16.30%,NA,NA,23.5,"11' 2""",134,30.5,"11' 9""",141,15,11.33,3.37,45,6,http://draftexpress.com/profile/Chris-Kaman-3099/,Draftexpress,5/1/03
Chris Johnson,2009,"6' 11""",83,"7' 0""",84,192,"7' 2""",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Johnson-5034/,Draftexpress,5/1/09
Chris Johnson,2012,"6' 3.5""",75.5,NA,NA,197,"6' 11""",83,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,NA,NA,11.94,3.2,NA,NA,http://draftexpress.com/profile/Chris-Johnson-17641/,Draftexpress,5/1/12
Chris Johnson,2011,NA,NA,"6' 5""",77,194,"6' 9""",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Johnson-17641/,Draftexpress,5/1/11
Chris Hunter,2006,"6' 10""",82,"6' 11.25""",83.25,216,"7' 2.75""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Hunter-5574/,Draftexpress,5/1/06
Chris Hernandez,2006,"6' 1.5""",73.5,"6' 1.75""",73.75,187,"6' 1.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-Hernandez-395/,Draftexpress,5/1/06
Chris Gatling,1991,"6' 8""",80,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,http://draftexpress.com/profile/Chris-Gatling-2533/,Draftexpress,5/1/91
Chris Garnett,2004,"6' 8.25""",80.25,"6' 9.75""",81.75,260,"7' 1""",NA,"9' 0""",108,NA,NA,NA,27,"11' 3""",135,31.5,"11' 7.5""",139.5,22,11.75,3.36,26,NA,http://draftexpress.com/profile/Chris-Garnett-33832/,Draftexpress,5/1/04
Chris Duhon,2004,"6' 0""",72,"6' 1.25""",73.25,193,"6' 6.5""",NA,"8' 2""",98,NA,NA,NA,31.5,"10' 9.5""",129.5,35,"11' 1""",133,7,10.45,3.14,18,38,http://draftexpress.com/profile/Chris-Duhon-2285/,Draftexpress,5/1/04
Chris Daniels,2008,"6' 8.25""",80.25,"6' 9.5""",81.5,256,"7' 0.5""",NA,"9' 1""",109,16.10%,NA,NA,26,"11' 3""",135,28.5,"11' 5.5""",137.5,11,12.72,3.56,NA,NA,http://draftexpress.com/profile/Chris-DanielsNA2/,Draftexpress,5/1/08
Chris Daniels,2008,"6' 9.5""",81.5,"6' 10.75""",82.75,258,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chris-DanielsNA2/,Draftexpress,5/1/08
Chris Christoffersen,2002,"7' 0.75""",84.75,"7' 2""",86,291,"7' 3.5""",NA,"9' 1""",109,NA,NA,NA,28,"11' 5""",137,31,"11' 8""",140,13,12.55,3.39,57,NA,http://draftexpress.com/profile/Chris-Christoffersen-34316/,Draftexpress,5/1/02
Chris Burgess,2002,"6' 10""",82,"6' 11""",83,246,"6' 11.5""",NA,"9' 1""",109,NA,NA,NA,24.5,"11' 1.5""",133.5,31,"11' 8""",140,24,11.58,3.37,40,NA,http://draftexpress.com/profile/Chris-Burgess-5658/,Draftexpress,5/1/02
Chris Bosh,2003,"6' 10.25""",82.25,"6' 11.5""",83.5,225,"7' 3.5""",NA,"9' 1""",109,8.00%,NA,NA,30.5,"11' 7.5""",139.5,33,"11' 10""",142,9,11.8,3.3,51,4,http://draftexpress.com/profile/Chris-Bosh-1740/,Draftexpress,5/1/03
Cherokee Parks,1995,"6' 10.5""",82.5,NA,NA,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,http://draftexpress.com/profile/Cherokee-Parks-3874/,Draftexpress,5/1/95
Chauncey Billups,1997,"6' 3""",75,NA,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,http://draftexpress.com/profile/Chauncey-Billups-1684/,Draftexpress,5/1/97
Chas Mcfarland,2010,"6' 11.5""",83.5,NA,NA,235,"7' 1""",85,"8' 11""",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chas-McFarland-5042/,Draftexpress,5/1/10
Chase Budinger,2009,"6' 6.25""",78.25,"6' 7""",79,206,"6' 7""",79,"8' 5""",101,10.00%,NA,NA,29.5,"10' 10.5""",130.5,38.5,"11' 7.5""",139.5,10,11.08,3.24,NA,24,http://draftexpress.com/profile/Chase-Budinger-502/,Draftexpress,5/1/09
Charron Fisher,2008,"6' 2.5""",74.5,"6' 3.75""",75.75,252,"6' 9.25""",81.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Charron-Fisher-5072/,Draftexpress,5/1/08
Charlie Westbrook,2012,"6' 2.5""",74.5,NA,NA,196,"6' 6.5""",78.5,NA,NA,NA,NA,NA,31.3,NA,NA,NA,NA,NA,NA,11.08,3.32,NA,NA,http://draftexpress.com/profile/Charlie-Westbrook-17339/,Draftexpress,5/1/12
Charlie Ward,1994,"6' 0.5""",72.5,NA,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,http://draftexpress.com/profile/Charlie-Ward-4764/,Draftexpress,5/1/94
Charlie Villanueva,2005,"6' 9""",81,"6' 9.5""",81.5,237,"7' 0.25""",NA,"9' 1""",109,NA,NA,NA,26,"11' 3""",135,31,"11' 8""",140,11,10.86,3.3,42,7,http://draftexpress.com/profile/Charlie-Villanueva-60/,Draftexpress,5/1/05
Charlie Bell,2001,"6' 2.5""",74.5,"6' 2.5""",74.5,200,"6' 7.5""",NA,"8' 1.5""",97.5,NA,NA,NA,31.5,"10' 9""",129,38,"11' 3.5""",135.5,15,10.59,3.12,3,NA,http://draftexpress.com/profile/Charlie-Bell-1648/,Draftexpress,5/1/01
Charles Rhodes,2008,"6' 7.25""",79.25,"6' 8.25""",80.25,244,"6' 11.25""",NA,"8' 11.5""",107.5,10.70%,NA,NA,26.5,"11' 2""",134,33.5,"11' 9""",141,14,11.51,3.13,NA,NA,http://draftexpress.com/profile/Charles-Rhodes-1126/,Draftexpress,5/1/08
Charles Rhodes,2008,"6' 8""",80,"6' 9.25""",81.25,238,"7' 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Charles-Rhodes-1126/,Draftexpress,5/1/08
Charles Jones,1998,"6' 2.75""",74.75,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Charles-Jones-3047/,Draftexpress,5/1/98
Charles Jenkins,2011,"6' 1.5""",73.5,"6' 3.25""",75.25,216,"6' 7.5""",79.5,"8' 0.5""",96.5,4.30%,8.5,9,29.5,"10' 6""",126,34,"10' 10.5""",130.5,16,11.68,3.18,NA,31,http://draftexpress.com/profile/Charles-Jenkins-6189/,Draftexpress,5/1/11
Charles Hinkle,2012,"6' 4""",76,NA,NA,208,"6' 6.5""",78.5,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,NA,11.32,3.41,NA,NA,http://draftexpress.com/profile/Charles-Hinkle-19960/,Draftexpress,5/1/12
Charles Garcia,2010,"6' 8.25""",80.25,"6' 9.25""",81.25,232,"7' 1.75""",85.75,"8' 11.5""",107.5,7.00%,8.75,9,24.5,"11' 0""",132,30.5,"11' 6""",138,2,11.65,3.23,NA,47,http://draftexpress.com/profile/Charles-Garcia-5800/,Draftexpress,5/1/10
Channing Frye,2005,"6' 9.5""",81.5,"6' 10.5""",82.5,244,"7' 2.5""",NA,"9' 2.5""",110.5,NA,NA,NA,27.5,"11' 6""",138,31,"11' 9.5""",141.5,19,11.6,3.38,33,8,http://draftexpress.com/profile/Channing-Frye-85/,Draftexpress,5/1/05
Chane Behanan,2010,"6' 6""",78,NA,NA,253,"6' 8""",80,"8' 6.5""",102.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Chane-Behanan-6250/,Draftexpress,5/1/10
Chandler Parsons,2011,"6' 8.75""",80.75,"6' 9.75""",81.75,221,"6' 9.5""",81.5,"8' 8.5""",104.5,7.00%,8.25,10,25.5,"10' 10""",130,31.5,"11' 4""",136,4,11.05,3.29,NA,56,http://draftexpress.com/profile/Chandler-Parsons-5050/,Draftexpress,5/1/11
Chandler Parsons,2010,NA,NA,"6' 8""",80,217,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,http://draftexpress.com/profile/Chandler-Parsons-5050/,Draftexpress,5/1/10
Chandler Parsons,2010,NA,NA,"6' 8""",80,217,"6' 9.5""",81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,http://draftexpress.com/profile/Chandler-Parsons-5050/,Draftexpress,5/1/10
Chaisson Allen,2011,"6' 3.75""",75.75,NA,NA,193,"6' 5""",77,"8' 2.5""",98.5,NA,NA,NA,30,"10' 8.5""",128.5,NA,NA,NA,NA,11.09,3.32,NA,NA,http://draftexpress.com/profile/Chaisson-Allen-18206/,Draftexpress,5/1/11
Chace Stanback,2012,"6' 7""",79,NA,NA,208,"6' 6.5""",78.5,NA,NA,NA,NA,NA,26.8,NA,NA,NA,NA,NA,NA,11,3.28,NA,NA,http://draftexpress.com/profile/Chace-Stanback-6331/,Draftexpress,5/1/12
Cedric Simmons,2006,"6' 8.25""",80.25,"6' 9.5""",81.5,223,"7' 4.25""",NA,"9' 0.5""",108.5,5.60%,NA,NA,30.5,"11' 7""",139,35,"11' 11.5""",143.5,15,11.05,3.31,20,15,http://draftexpress.com/profile/Cedric-Simmons-609/,Draftexpress,5/1/06
Cedrick McAfee,2010,NA,NA,"6' 2""",74,177,"6' 4""",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Cedric-McAfee-40585/,Draftexpress,5/1/10
Cedrick McAfee,2010,NA,NA,"6' 2""",74,177,"6' 4""",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Cedric-McAfee-40585/,Draftexpress,5/1/10
Cedrick McAfee,2010,"6' 2""",74,NA,NA,176,"6' 5""",77,"7' 11""",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Cedric-McAfee-40585/,Draftexpress,5/1/10
Casper Ware,2012,"5' 9.5""",69.5,"5' 10.5""",70.5,177,"5' 11.25""",71.25,"7' 6.75""",90.75,7.50%,9.88,NA,31.8,"10' 2.55""",122.55,38.3,"10' 9.05""",129.05,15,10.42,3.15,NA,NA,http://draftexpress.com/profile/Casper-Ware-6476/,Draftexpress,5/1/12
Casey Prather,2009,NA,NA,"6' 5""",77,189,"6' 5""",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Casey-Prather-6226/,Draftexpress,5/1/09
Casey Mitchell,2011,"6' 2.25""",74.25,NA,NA,227,"6' 6.5""",78.5,"8' 2.5""",98.5,NA,NA,NA,29,"10' 7.5""",127.5,NA,NA,NA,NA,12.69,3.29,NA,NA,http://draftexpress.com/profile/Casey-Mitchell-6384/,Draftexpress,5/1/11
Cartier Martin,2007,"6' 4.5""",76.5,"6' 6.5""",78.5,218,"6' 10""",NA,"8' 7.5""",103.5,5.60%,NA,NA,27,"10' 10.5""",130.5,29.5,"11' 1""",133,11,12.1,3.43,64,NA,http://draftexpress.com/profile/Cartier-Martin-381/,Draftexpress,5/1/07
Cartier Martin,2007,"6' 5.5""",77.5,"6' 7""",79,224,"6' 10.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Cartier-Martin-381/,Draftexpress,5/1/07
Caron Butler,2002,"6' 5.25""",77.25,"6' 6.5""",78.5,222,"6' 11.5""",NA,"8' 7.5""",103.5,NA,NA,NA,27,"10' 10.5""",130.5,31,"11' 2.5""",134.5,2,12.15,3.33,68,10,http://draftexpress.com/profile/Caron-Butler-1894/,Draftexpress,5/1/02
Carmelo Anthony,2003,"6' 6.25""",78.25,"6' 7.5""",79.5,233,"7' 0""",NA,"8' 9.5""",105.5,8.00%,NA,NA,30.5,"11' 4""",136,33.5,"11' 7""",139,7,11.4,3.15,38,3,http://draftexpress.com/profile/Carmelo-Anthony-1520/,Draftexpress,5/1/03
Carlton Brundidge,2010,"6' 1""",73,NA,NA,197,"6' 4.5""",76.5,"7' 11""",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Carlton-Brundidge-40766/,Draftexpress,5/1/10
Carlos Strong,1996,"6' 6.75""",78.75,NA,NA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Carlos-Strong-22509/,Draftexpress,5/1/96
Carlos Powell,2005,"6' 5.25""",77.25,"6' 6.75""",78.75,222,"6' 10.75""",NA,"8' 9""",105,NA,NA,NA,27.5,"11' 0.5""",132.5,34.5,"11' 7.5""",139.5,12,11.54,3.21,32,NA,http://draftexpress.com/profile/Carlos-Powell-91/,Draftexpress,5/1/05
Carlos Boozer,2002,"6' 7.75""",79.75,"6' 9.5""",81.5,258,"7' 2.25""",NA,"9' 0.5""",108.5,NA,NA,NA,26.5,"11' 3""",135,28.5,"11' 5""",137,13,10.77,3.31,32,34,http://draftexpress.com/profile/Carlos-Boozer-1734/,Draftexpress,5/1/02
Carlon Brown,2012,"6' 3""",75,NA,NA,216,"6' 6.5""",78.5,NA,NA,NA,NA,NA,31.3,NA,NA,NA,NA,NA,NA,11.15,3.39,NA,NA,http://draftexpress.com/profile/Carlon-Brown-20989/,Draftexpress,5/1/12
Carl Embo,2009,"6' 0""",72,"6' 0.75""",72.75,181,"6' 4.5""",76.5,"7' 11""",95,NA,NA,NA,28,"10' 3""",123,33,"10' 8""",128,NA,NA,3.71,NA,NA,http://draftexpress.com/profile/Carl-Ona-Embo-5898/,Draftexpress,5/1/09
Carl Landry,2007,"6' 7.75""",79.75,"6' 8.5""",80.5,248,"6' 11""",NA,"8' 6.5""",102.5,7.50%,NA,NA,31.5,"11' 2""",134,36.5,"11' 7""",139,21,11.35,3.29,5,31,http://draftexpress.com/profile/Carl-Landry-461/,Draftexpress,5/1/07
Carl Landry,2007,"6' 7.75""",79.75,"6' 9""",81,252,"6' 11.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Carl-Landry-461/,Draftexpress,5/1/07
Carl Krauser,2006,"5' 11.75""",71.75,"6' 0.75""",72.75,190,"6' 6.25""",NA,"8' 1""",97,8.00%,NA,NA,26,"10' 3""",123,31,"10' 8""",128,8,11.62,3.38,64,NA,http://draftexpress.com/profile/Carl-Krauser-66/,Draftexpress,5/1/06
Carl Krauser,2006,"6' 0.25""",72.25,"6' 1.25""",73.25,181,"6' 6.25""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://draftexpress.com/profile/Carl-Krauser-66/,Draftexpress,5/1/06
