Pick,Round,Player,Position,DraftFranchise,CurrentDayFranchise,DBPediaCollege_Name,Conference,Division,FormalStatedMajor,CollegeMajor,DraftYear,gradeNFL,Height.numeric,Weight,fortyYardDash,benchPress,verticalJump,broadJump,twentyYardShuttle,threeConeDrill,Wonderlic,DBPediaURI_College,DBPediaData_College,Conference.1,DBPediaURI_Conference,DBPediaData_Conference,DBPediaURI_Player,DBPediaData_Player,DBpediaURI_Position,DBpediaData_Position,DBPediaURI_DraftYear,DBPediaData_DraftYear
Undrafted,Undrafted,Michael Ford,RB,Undrafted,Undrafted,Louisiana State University,Southeastern Conference,Division I,Sport Administration,"Leisure, Sport, Recreation Studies and Management",2013,59,5.75,210,4.5,25,38.5,130,4.25,6.87,NA,http://live.dbpedia.org/resource/Louisiana_State_University,http://live.dbpedia.org/data/Louisiana_State_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,live.dbpedia.org/resource/Michael_Ford_(American_football),live.dbpedia.org/data/Michael_Ford_(American_football).json,live.dbpedia.org/resource/Running_back,live.dbpedia.org/data/Running_back.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Cierre Wood,RB,Undrafted,Undrafted,Notre Dame University,NCAA Division I FBS independent schools,Division I,"Film, Television and Theatre","Broadcasting, Journalism & Media",2013,61,5.92,213,4.56,16,37.5,124,NA,NA,NA,http://live.dbpedia.org/resource/University_of_Notre_Dame,http://live.dbpedia.org/data/University_of_Notre_Dame.json,NCAA Division I FBS independent schools,http://live.dbpedia.org/resource/NCAA_Division_I_FBS_independent_schools,http://live.dbpedia.org/data/NCAA_Division_I_FBS_independent_schools.json,live.dbpedia.org/resource/Cierre_Wood,live.dbpedia.org/data/Cierre_Wood.json,live.dbpedia.org/resource/Running_back,live.dbpedia.org/data/Running_back.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Eddie Lacey,RB,Undrafted,Undrafted,University of Alabama,Southeastern Conference,Division I,Undisclosed,Undeclared/Undisclosed,2013,82,5.92,231,4.55,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/University_of_Alabama,http://live.dbpedia.org/data/University_of_Alabama.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,live.dbpedia.org/resource/Eddie_Lacey,live.dbpedia.org/data/Eddie_Lacey.json,live.dbpedia.org/resource/Running_back,live.dbpedia.org/data/Running_back.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Keelan Johnson,SS,Undrafted,Undrafted,Arizona State University,Pacific-12 Conference,Division I,Sociology,Sociology,2013,52,6,209,4.54,12,36.5,125,4.07,6.77,NA,http://live.dbpedia.org/resource/Arizona_State_University,http://live.dbpedia.org/data/Arizona_State_University.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,live.dbpedia.org/resource/Keelan_Johnson,live.dbpedia.org/data/Keelan_Johnson.json,live.dbpedia.org/resource/Safety_(American_and_Cadian_football_position),live.dbpedia.org/data/Safety_(American_and_Cadian_football_position).json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Jawanza Starling,SS,Undrafted,Undrafted,University of Southern California,Pacific-12 Conference,Division I,Public Policy,Public Policy,2013,52,6.08,202,4.64,17,36,122,4.32,6.68,NA,http://live.dbpedia.org/resource/University_of_Southern_California,http://live.dbpedia.org/data/University_of_Southern_California.json,Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,live.dbpedia.org/resource/Jawanza_Starling,live.dbpedia.org/data/Jawanza_Starling.json,live.dbpedia.org/resource/Safety_(American_and_Cadian_football_position),live.dbpedia.org/data/Safety_(American_and_Cadian_football_position).json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Jake Stoneburner,TE,Undrafted,Undrafted,Ohio State University,Big Ten Conference,Division I,Family Resource Management,"Child, Family and Community Studies/Development",2013,54.1,6.25,252,4.65,18,34.5,116,4.27,7.12,NA,http://live.dbpedia.org/resource/Ohio_State_University,http://live.dbpedia.org/data/Ohio_State_University.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,live.dbpedia.org/resource/Jake_Stoneburner,live.dbpedia.org/data/Jake_Stoneburner.json,live.dbpedia.org/resource/Tight_end,live.dbpedia.org/data/Tight_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Matt Furstenburg,TE,Undrafted,Undrafted,"University of Maryland, College Park",Atlantic Coast Conference,Division I,Family Science,"Child, Family and Community Studies/Development",2013,55.6,6.25,242,4.62,18,35.5,115,4.35,7.09,NA,"http://live.dbpedia.org/resource/University_of_Maryland,_College_Park","http://live.dbpedia.org/data/University_of_Maryland,_College_Park.json",Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,live.dbpedia.org/resource/Matt_Furstenburg,live.dbpedia.org/data/Matt_Furstenburg.json,live.dbpedia.org/resource/Tight_end,live.dbpedia.org/data/Tight_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Philip Lutzenkirchen,TE,Undrafted,Undrafted,Auburn University,Southeastern Conference,Division I,Communication,Communications,2013,77.1,6.25,258,4.94,21,30.5,112,4.35,7.15,NA,http://live.dbpedia.org/resource/Auburn_University,http://live.dbpedia.org/data/Auburn_University.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,live.dbpedia.org/resource/Philip_Lutzenkirchen,live.dbpedia.org/data/Philip_Lutzenkirchen.json,live.dbpedia.org/resource/Tight_end,live.dbpedia.org/data/Tight_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Joseph Fauria,TE,Undrafted,Undrafted,"University of California, Los Angeles",Pacific-12 Conference,Division I,Sociology,Sociology,2013,60.8,6.58,259,4.82,17,NA,NA,NA,NA,NA,"http://live.dbpedia.org/resource/University_of_California,_Los_Angeles","http://live.dbpedia.org/data/University_of_California,_Los_Angeles.json",Pacific-12 Conference,http://live.dbpedia.org/resource/Pacific-12_Conference,http://live.dbpedia.org/data/Pacific-12_Conference.json,live.dbpedia.org/resource/Joseph_Fauria,live.dbpedia.org/data/Joseph_Fauria.json,live.dbpedia.org/resource/Tight_end,live.dbpedia.org/data/Tight_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Chris Pantale,TE,Undrafted,Undrafted,Boston College University,Atlantic Coast Conference,Division I,Communications,Communications,2013,53.5,6.42,254,4.99,17,33.5,110,4.5,7.48,NA,http://live.dbpedia.org/resource/Boston_College_University,http://live.dbpedia.org/data/Boston_College_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,live.dbpedia.org/resource/Chris_Pantale,live.dbpedia.org/data/Chris_Pantale.json,live.dbpedia.org/resource/Tight_end,live.dbpedia.org/data/Tight_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,MarQueis Gray,TE,Undrafted,Undrafted,University of Minnesota,Big Ten Conference,Division I,Youth Studies,"Child, Family and Community Studies/Development",2013,53,6.25,240,4.73,15,30,111,4.3,7.25,NA,http://live.dbpedia.org/resource/University_of_Minnesota,http://live.dbpedia.org/data/University_of_Minnesota.json,Big Ten Conference,http://live.dbpedia.org/resource/Big_Ten_Conference,http://live.dbpedia.org/data/Big_Ten_Conference.json,live.dbpedia.org/resource/MarQueis_Gray,live.dbpedia.org/data/MarQueis_Gray.json,live.dbpedia.org/resource/Tight_end,live.dbpedia.org/data/Tight_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Ryan Otten,TE,Undrafted,Undrafted,San Jose State University,Mountain West Conference,Division I,Business Management,"Business Administration, Management",2013,62.2,6.42,230,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/San_Jose_State_University,http://live.dbpedia.org/data/San_Jose_State_University.json,Mountain West Conference,http://live.dbpedia.org/resource/Mountain_West_Conference,http://live.dbpedia.org/data/Mountain_West_Conference.json,live.dbpedia.org/resource/Ryan_Otten,live.dbpedia.org/data/Ryan_Otten.json,live.dbpedia.org/resource/Tight_end,live.dbpedia.org/data/Tight_end.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Da'Rick Rogers,WR,Undrafted,Undrafted,Tennessee Technological University,Ohio Valley Conference,Division I-AA,Undeclared,Undeclared/Undisclosed,2013,74.4,6.17,217,4.52,10,39.5,132,4.06,6.71,NA,http://live.dbpedia.org/resource/Tennessee_Technological_University,http://live.dbpedia.org/data/Tennessee_Technological_University.json,Ohio Valley Conference,http://live.dbpedia.org/resource/Ohio_Valley_Conference,http://live.dbpedia.org/data/Ohio_Valley_Conference.json,live.dbpedia.org/resource/Da'Rick_Rogers,live.dbpedia.org/data/Da'Rick_Rogers.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Rodney Smith,WR,Undrafted,Undrafted,Florida State University,Atlantic Coast Conference,Division I,Undisclosed,Undeclared/Undisclosed,2013,65.8,6.33,225,4.51,NA,34.5,120,4.07,7.03,NA,http://live.dbpedia.org/resource/Florida_State_University,http://live.dbpedia.org/data/Florida_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,,.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Conner Vernon,WR,Undrafted,Undrafted,Duke University,Atlantic Coast Conference,Division I,English,English,2013,55.4,6,196,4.68,NA,32.5,125,4.22,6.93,NA,http://live.dbpedia.org/resource/Duke_University,http://live.dbpedia.org/data/Duke_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,live.dbpedia.org/resource/Conner_Vernon,live.dbpedia.org/data/Conner_Vernon.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Brandon Kaufman,WR,Undrafted,Undrafted,Eastern Washington University,Big Sky Conference,Division I-AA,Sociology,Sociology,2013,68,6.42,216,4.67,9,33.5,115,4.44,7.11,NA,http://live.dbpedia.org/resource/Eastern_Washington_University,http://live.dbpedia.org/data/Eastern_Washington_University.json,Big Sky Conference,http://live.dbpedia.org/resource/Big_Sky_Conference,http://live.dbpedia.org/data/Big_Sky_Conference.json,live.dbpedia.org/resource/Brandon_Kaufman,live.dbpedia.org/data/Brandon_Kaufman.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Kenbrell Thompkins,WR,Undrafted,Undrafted,University of Cincinnati,Big East Conference,Division I,Undisclosed,Undeclared/Undisclosed,2013,51.7,6.08,193,4.54,8,33.5,121,4.21,6.88,NA,http://live.dbpedia.org/resource/University_of_Cincinnati,http://live.dbpedia.org/data/University_of_Cincinnati.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,live.dbpedia.org/resource/Kenbrell_Thompkins,live.dbpedia.org/data/Kenbrell_Thompkins.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Alec Lemon,WR,Undrafted,Undrafted,Syracuse University,Atlantic Coast Conference,Division I,Sociology,Sociology,2013,54,6.08,202,4.59,7,32,112,4.29,7.04,NA,http://live.dbpedia.org/resource/Syracuse_University,http://live.dbpedia.org/data/Syracuse_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,live.dbpedia.org/resource/Alec_Lemon,live.dbpedia.org/data/Alec_Lemon.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Ryan Spadola,WR,Undrafted,Undrafted,Lehigh University,Patriot League,Division I-AA,Business,"Business Administration, Management",2013,51,6.08,204,4.48,15,33.5,119,4.07,6.72,NA,http://live.dbpedia.org/resource/Lehigh_University,http://live.dbpedia.org/data/Lehigh_University.json,Patriot League,http://live.dbpedia.org/resource/Patriot_League,http://live.dbpedia.org/data/Patriot_League.json,live.dbpedia.org/resource/Ryan_Spadola,live.dbpedia.org/data/Ryan_Spadola.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Marlon Brown,WR,Undrafted,Undrafted,University of Georgia,Southeastern Conference,Division I,Psychology,Psychology,2013,52.6,6.33,213,NA,NA,NA,NA,NA,NA,NA,http://live.dbpedia.org/resource/University_of_Georgia,http://live.dbpedia.org/data/University_of_Georgia.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,live.dbpedia.org/resource/Marlon_Brown,live.dbpedia.org/data/Marlon_Brown.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Darius Johnson,WR,Undrafted,Undrafted,Southern Methodist University,Conference USA,Division I,Undisclosed,Undeclared/Undisclosed,2013,59,5.75,179,4.6,6,32,109,4.53,NA,NA,http://live.dbpedia.org/resource/Southern_Methodist_University,http://live.dbpedia.org/data/Southern_Methodist_University.json,Conference USA,http://live.dbpedia.org/resource/Conference_USA,http://live.dbpedia.org/data/Conference_USA.json,,.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Lanear Sampson,WR,Undrafted,Undrafted,Baylor University,Big 12 Conference,Division I,Speech Communication,Speech Communication,2013,53,5.92,204,4.46,20,33.5,119,4.38,7.1,NA,http://live.dbpedia.org/resource/Baylor_University,http://live.dbpedia.org/data/Baylor_University.json,Big 12 Conference,http://live.dbpedia.org/resource/Big_12_Conference,http://live.dbpedia.org/data/Big_12_Conference.json,live.dbpedia.org/resource/Lanear_Sampson,live.dbpedia.org/data/Lanear_Sampson.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Tyrone Goard,WR,Undrafted,Undrafted,Eastern Kentucky University,Ohio Valley Conference,Division I-AA,Undisclosed,Undeclared/Undisclosed,2013,56,6.58,205,4.5,10,36,123,4.39,6.9,NA,http://live.dbpedia.org/resource/Eastern_Kentucky_University,http://live.dbpedia.org/data/Eastern_Kentucky_University.json,Ohio Valley Conference,http://live.dbpedia.org/resource/Ohio_Valley_Conference,http://live.dbpedia.org/data/Ohio_Valley_Conference.json,live.dbpedia.org/resource/Tyrone_Goard,live.dbpedia.org/data/Tyrone_Goard.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,T.J. Moe,WR,Undrafted,Undrafted,University of Missouri,Southeastern Conference,Division I,Business Administration,"Business Administration, Management",2013,60,5.92,204,4.74,26,36,120,3.96,6.53,NA,http://live.dbpedia.org/resource/University_of_Missouri,http://live.dbpedia.org/data/University_of_Missouri.json,Southeastern Conference,http://live.dbpedia.org/resource/Southeastern_Conference,http://live.dbpedia.org/data/Southeastern_Conference.json,live.dbpedia.org/resource/T._J._Moe,live.dbpedia.org/data/T._J._Moe.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Mark Harrison,WR,Undrafted,Undrafted,Rutgers University,Big East Conference,Division I,Labor Studies,Labor Studies,2013,60,6.25,231,4.46,17,38.5,129,4.33,6.99,NA,http://live.dbpedia.org/resource/Rutgers_University,http://live.dbpedia.org/data/Rutgers_University.json,Big East Conference,http://live.dbpedia.org/resource/Big_East_Conference,http://live.dbpedia.org/data/Big_East_Conference.json,,.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
Undrafted,Undrafted,Marcus Davis,WR,Undrafted,Undrafted,Virginia Tech,Atlantic Coast Conference,Division I,Human Development,"Child, Family and Community Studies/Development",2013,63.8,6.25,233,4.56,19,39.5,120,NA,7.15,NA,http://live.dbpedia.org/resource/Virginia_Polytechnic_Institute_and_State_University,http://live.dbpedia.org/data/Virginia_Polytechnic_Institute_and_State_University.json,Atlantic Coast Conference,http://live.dbpedia.org/resource/Atlantic_Coast_Conference,http://live.dbpedia.org/data/Atlantic_Coast_Conference.json,live.dbpedia.org/resource/Marcus_Davis,live.dbpedia.org/data/Marcus_Davis.json,live.dbpedia.org/resource/Wide_receiver,live.dbpedia.org/data/Wide_receiver.json,http://live.dbpedia.org/resource/2013_NFL_Draft,live.dbpedia.org/data/2013_NFL_Draft.json
