"","date","player","season","team","notes","new_contract_source","pst_contract_value_millions","contract_term","contract_start_season","contract_end_season","contract_option","year"
"8481",1989-01-27,"Darren Daulton",1989,"Phillies","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8482",1989-01-28,"Rick Dempsey",1989,"Dodgers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8483",1989-01-30,"Billy Hatcher",1989,"Astros","re-signed to a 1-year, $495K contract","re-signinging",0,1,1989,"1990","",1989
"8484",1989-01-30,"Jim Deshaies",1989,"Astros","re-signed to a 1-year, $470K contract","re-signinging",0,1,1989,"1990","",1989
"8485",1989-01-30,"Juan Agosto",1989,"Astros","re-signed to a 1-year, $480K contract","re-signinging",0,1,1989,"1990","",1989
"8486",1989-01-30,"Juan Nieves",1989,"Brewers","re-signed to a 1-year, $370K contract","re-signinging",0,1,1989,"1990","",1989
"8487",1989-01-30,"Dave Valle",1989,"Mariners","re-signed to a 1-year, $290K contract","re-signinging",0,1,1989,"1990","",1989
"8488",1989-01-30,"Jim Presley",1989,"Mariners","re-signed to a 1-year, $595K contract","re-signinging",0,1,1989,"1990","",1989
"8489",1989-01-30,"Bruce Ruffin",1989,"Phillies","re-signed to a 1-year, $175K contract","re-signinging",0,1,1989,"1990","",1989
"8490",1989-01-30,"Larry McWilliams",1989,"Phillies","signed free agent","free agency",0,1,1989,"1990","",1989
"8491",1989-01-30,"Joel Skinner",1989,"Yankees","re-signed to a 1-year, $200K contract","re-signinging",0,1,1989,"1990","",1989
"8493",1989-01-31,"Ted Higuera",1989,"Brewers","re-signed to a 1-year, $1.5M contract","re-signinging",1.5,1,1989,"1990","",1989
"8494",1989-01-31,"Tracy Jones",1989,"Giants","signed to a 1-year, $300K contract","free agency",0,1,1989,"1990","",1989
"8495",1989-01-31,"Carl Nichols",1989,"Orioles","signed","free agency",0,1,1989,"1990","",1989
"8496",1989-01-31,"John Habyan",1989,"Orioles","signed","free agency",0,1,1989,"1990","",1989
"8497",1989-01-31,"Mike Smith",1989,"Orioles","signed","free agency",0,1,1989,"1990","",1989
"8498",1989-01-31,"John Russell",1989,"Phillies","re-signed to a 1-year, $145K contract","re-signinging",0,1,1989,"1990","",1989
"8499",1989-02-02,"Dion James",1989,"Braves","re-signed to a 1-year, $400K contract (player lost salary arbitration)","re-signinging",0,1,1989,"1990","",1989
"8500",1989-02-02,"Paul Mirabella",1989,"Brewers","re-signed to a 1-year, $230K contract ($200K if sent to minors)","re-signinging",0,1,1989,"1990","",1989
"8501",1989-02-02,"Dickie Thon Sr.",1989,"Phillies","re-signed to a 1-year, $450K contract","re-signinging",0,1,1989,"1990","",1989
"8502",1989-02-02,"Kurt Stillwell",1989,"Royals","signed to a 1-year, $460K contract","free agency",0,1,1989,"1990","",1989
"8503",1989-02-02,"Steve Lombardozzi",1989,"Twins","re-signed to a 1-year, $222K contract","re-signinging",0,1,1989,"1990","",1989
"8504",1989-02-02,"Mike Pagliarulo",1989,"Yankees","re-signed to a 1-year, $575K contract","re-signinging",0,1,1989,"1990","",1989
"8505",1989-02-02,"Dick Schofield Jr.",1989,"Angels","re-signed to a 3-year, $3.3M contract","re-signinging",3.3,3,1989,"1992","",1989
"8506",1989-02-03,"Wally Joyner",1989,"Angels","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8507",1989-02-03,"Jose Canseco",1989,"Athletics","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8508",1989-02-03,"Tony Fernandez",1989,"Blue Jays","re-signed to a 3-year contract","re-signinging",0,3,1989,"1992","",1989
"8509",1989-02-03,"Andres Thomas",1989,"Braves","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8510",1989-02-03,"Wallace Johnson",1989,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8511",1989-02-03,"Harold Reynolds",1989,"Mariners","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8512",1989-02-03,"Ron Guidry",1989,"Yankees","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8513",1989-02-04,"Albert Hall",1989,"Braves","re-signed to a 1-year, $250K contract (player lost salary arbitration)","re-signinging",0,1,1989,"1990","",1989
"8514",1989-02-04,"Scott Bradley",1989,"Mariners","re-signed to a 1-year, $290K contract","re-signinging",0,1,1989,"1990","",1989
"8515",1989-02-06,"Barry Lyons",1989,"Mets","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8516",1989-02-06,"Curt Ford",1989,"Phillies","signed to a 1-year, $111K contract","free agency",0,1,1989,"1990","",1989
"8517",1989-02-06,"Danny Heep",1989,"Red Sox","signed free agent to a 1-year, $285K contract (plus $40K in incentives)","free agency",0,1,1989,"1990","",1989
"8518",1989-02-06,"Mike Macfarlane",1989,"Royals","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8519",1989-02-07,"Bob Kipper",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8520",1989-02-07,"Chris Hammond",1989,"Reds","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8521",1989-02-07,"John Franco",1989,"Reds","re-signed to a 1-year, $1.1M contract","re-signinging",1.1,1,1989,"1990","",1989
"8522",1989-02-07,"Lenny Harris",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8524",1989-02-07,"Ron Washington",1989,"Astros","signed free agent (from Indians)","free agency",0,1,1989,"1990","",1989
"8525",1989-02-08,"Kelly Gruber",1989,"Blue Jays","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8527",1989-02-08,"Greg Vaughn",1989,"Brewers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8529",1989-02-08,"Mark Knudson",1989,"Brewers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8530",1989-02-08,"Tim Watkins",1989,"Brewers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8531",1989-02-08,"Tim Burke",1989,"Expos","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8534",1989-02-08,"Dwight Gooden",1989,"Mets","re-signed to a 3-year contract","re-signinging",0,3,1989,"1992","",1989
"8535",1989-02-08,"Rick Parker",1989,"Phillies","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8536",1989-02-08,"Steve Jeltz",1989,"Phillies","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8541",1989-02-08,"Doug Baker",1989,"Twins","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8542",1989-02-08,"Ozzie Guillen",1989,"White Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8543",1989-02-09,"Tim Wallach",1989,"Expos","re-signed to a 2-year contract extension","re-signinging",0,2,1989,"1991","",1989
"8544",1989-02-09,"Joe Oliver",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8545",1989-02-09,"Marty Brown",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8546",1989-02-09,"Reggie Jefferson",1989,"Reds","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8547",1989-02-10,"Tom Candiotti",1989,"Indians","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8548",1989-02-10,"Jose Rijo",1989,"Reds","re-signed","re-signinging",0,1,1989,"1990","",1989
"8549",1989-02-10,"Bill Wegman",1989,"Brewers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8550",1989-02-10,"Gary Sheffield",1989,"Brewers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8551",1989-02-10,"Curtis Wilkerson",1989,"Cubs","re-signed to a 2-year contract","re-signinging",0,2,1989,"1991","",1989
"8552",1989-02-11,"Vince Coleman",1989,"Cardinals","re-signed to a 1-year, $775K contract (player lost salary arbitration)","re-signinging",0,1,1989,"1990","",1989
"8553",1989-02-11,"Carlton Fisk",1989,"White Sox","re-signed to a 1-year, $1.3M contract","re-signinging",1.3,1,1989,"1990","",1989
"8555",1989-02-16,"Orel Hershiser",1989,"Dodgers","re-signed to a 3-year contract","re-signinging",0,3,1989,"1992","",1989
"8556",1989-02-16,"Brian Holman",1989,"Expos","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8558",1989-02-16,"Pete Incaviglia",1989,"Rangers","re-signed (player lost salary arbitration)","re-signinging",0,1,1989,"1990","",1989
"8559",1989-02-16,"Eric Davis",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8560",1989-02-16,"Tom Browning",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8561",1989-02-18,"Charlie Kerfeld",1989,"Astros","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8562",1989-02-18,"Eric Anthony",1989,"Astros","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8563",1989-02-18,"Fred Costello",1989,"Astros","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8564",1989-02-18,"Karl Rhodes",1989,"Astros","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8565",1989-02-18,"Sam August",1989,"Astros","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8566",1989-02-19,"Jose Alvarez",1989,"Braves","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8569",1989-02-21,"Alex Cole",1989,"Cardinals","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8570",1989-02-21,"Wally Whitehurst",1989,"Mets","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8571",1989-02-21,"Doug Drabek",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8573",1989-02-21,"Luis Rivera",1989,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8574",1989-02-21,"Mike Greenwell",1989,"Red Sox","re-signed to a 2-year, $1.7M contract","re-signinging",1.7,2,1989,"1991","",1989
"8575",1989-02-21,"Randy St. Claire",1989,"Reds","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8576",1989-02-21,"Kevin Seitzer",1989,"Royals","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8578",1989-02-21,"Brian Giles",1989,"Indians","signed free agent (from Mariners)","free agency",0,1,1989,"1990","",1989
"8579",1989-02-21,"Doug Henry",1989,"Brewers","signed","free agency",0,1,1989,"1990","",1989
"8580",1989-02-21,"George Canale",1989,"Brewers","signed","free agency",0,1,1989,"1990","",1989
"8581",1989-02-21,"Jay Aldrich",1989,"Brewers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8582",1989-02-21,"Matias Carrillo",1989,"Brewers","signed","free agency",0,1,1989,"1990","",1989
"8583",1989-02-21,"Mike Felder",1989,"Brewers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8584",1989-02-21,"Tom Filer",1989,"Brewers","signed","free agency",0,1,1989,"1990","",1989
"8586",1989-02-22,"Jim Pankovits",1989,"Pirates","signed free agent","free agency",0,1,1989,"1990","",1989
"8587",1989-02-23,"Jeff Manto",1989,"Angels","signed","free agency",0,1,1989,"1990","",1989
"8588",1989-02-23,"Lee Stevens",1989,"Angels","signed","free agency",0,1,1989,"1990","",1989
"8589",1989-02-23,"Marcus Lawton",1989,"Angels","signed","free agency",0,1,1989,"1990","",1989
"8590",1989-02-23,"Gus Polidor",1989,"Brewers","signed","free agency",0,1,1989,"1990","",1989
"8591",1989-02-23,"Mike Birkbeck",1989,"Brewers","re-signed","re-signinging",0,1,1989,"1990","",1989
"8592",1989-02-23,"John Morris",1989,"Cardinals","re-signed","re-signinging",0,1,1989,"1990","",1989
"8593",1989-02-23,"Gary Varsho",1989,"Cubs","re-signed","re-signinging",0,1,1989,"1990","",1989
"8594",1989-02-23,"Randy Myers",1989,"Mets","re-signed","re-signinging",0,1,1989,"1990","",1989
"8595",1989-02-23,"Steve Henderson",1989,"Pirates","signed to a AAA contract","free agency",0,1,1989,"1990","",1989
"8596",1989-02-23,"Paul O'Neill",1989,"Reds","re-signed","re-signinging",0,1,1989,"1990","",1989
"8597",1989-02-24,"Gilberto Reyes",1989,"Dodgers","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8598",1989-02-24,"Jay Buhner",1989,"Mariners","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8599",1989-02-24,"Rich Renteria",1989,"Mariners","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8600",1989-02-24,"Craig Shipley",1989,"Mets","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8601",1989-02-24,"Sam Khalifa",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8602",1989-02-24,"Kevin Romine",1989,"Red Sox","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8603",1989-02-24,"Steve Curry",1989,"Red Sox","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8604",1989-02-24,"Geronimo Berroa",1989,"Braves","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8605",1989-02-24,"Joe Boever",1989,"Braves","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8606",1989-02-24,"Tom Glavine",1989,"Braves","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8607",1989-02-25,"Mike Dunne",1989,"Pirates","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8608",1989-02-25,"Carlos Quintana",1989,"Red Sox","re-signed","re-signinging",0,1,1989,"1990","",1989
"8609",1989-02-25,"David Palmer",1989,"Tigers","signed free agent to a AAA contract","free agency",0,1,1989,"1990","",1989
"8610",1989-02-25,"Mercedes Esquer",1989,"Tigers","signed free agent","free agency",0,1,1989,"1990","",1989
"8611",1989-02-26,"Ken Caminiti",1989,"Astros","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8612",1989-02-26,"Jeff Parrett",1989,"Phillies","signed to a 1-year, $212K contract","free agency",0,1,1989,"1990","",1989
"8613",1989-02-27,"Mark Grace",1989,"Cubs","re-signed","re-signinging",0,1,1989,"1990","",1989
"8614",1989-02-27,"Dave Magadan",1989,"Mets","re-signed","re-signinging",0,1,1989,"1990","",1989
"8616",1989-03-01,"Chris Sabo",1989,"Reds","signed to a 1-year, $155K contract","free agency",0,1,1989,"1990","",1989
"8618",1989-03-01,"Jeff Musselman",1989,"Blue Jays","re-signed","re-signinging",0,1,1989,"1990","",1989
"8619",1989-03-01,"Jose Nunez",1989,"Blue Jays","re-signed","re-signinging",0,1,1989,"1990","",1989
"8620",1989-03-01,"Mike Devereaux",1989,"Dodgers","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8621",1989-03-01,"Ramon Martinez",1989,"Dodgers","signed free agent to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8622",1989-03-01,"Bill Swift",1989,"Mariners","signed","free agency",0,1,1989,"1990","",1989
"8623",1989-03-01,"Bill Wilkinson",1989,"Mariners","signed","free agency",0,1,1989,"1990","",1989
"8624",1989-03-01,"Julio Solano",1989,"Mariners","re-signed","re-signinging",0,1,1989,"1990","",1989
"8625",1989-03-01,"Scott Bankhead",1989,"Mariners","re-signed","re-signinging",0,1,1989,"1990","",1989
"8626",1989-03-01,"Barry Larkin",1989,"Reds","re-signed to a 1-year, $292K contract","re-signinging",0,1,1989,"1990","",1989
"8627",1989-03-04,"Luis Vasquez",1989,"Reds","signed to a 1-year contract","free agency",0,1,1989,"1990","",1989
"8628",1989-03-04,"Alan Trammell",1989,"Tigers","re-signed to a 3-year contract extension","re-signinging",0,3,1989,"1992","",1989
"8629",1989-03-07,"Rick Reuschel",1989,"Giants","re-signed to a 1-year, $750K (plus $259K signing bonus & $650K in possible incentives) contract extension through 1990","re-signinging",0,1,1989,"1990","",1989
"8633",1989-03-15,"Rich Thompson",1989,"Expos","signed free agent (date approximate)","free agency",0,1,1989,"1990","",1989
"8654",1989-03-30,"Billy Taylor",1989,"Padres","signed free agent","free agency",0,1,1989,"1990","",1989
"8655",1989-03-30,"Kent Tekulve",1989,"Reds","signed","free agency",0,1,1989,"1990","",1989
"8659",1989-04-02,"Glenn Hoffman",1989,"Angels","re-signed to a 1-year contract","re-signinging",0,1,1989,"1990","",1989
"8662",1989-04-03,"Don Aase",1989,"Mets","signed to a 1-year, $200K contract","free agency",0,1,1989,"1990","",1989
"8666",1989-04-05,"Greg Gross",1989,"Astros","signed free agent","free agency",0,1,1989,"1990","",1989
"8669",1989-04-14,"Rich Gossage",1989,"Giants","signed free agent","free agency",0,1,1989,"1990","",1989
"8672",1989-05-05,"Joe Price",1989,"Red Sox","signed","free agency",0,1,1989,"1990","",1989
"8678",1989-05-13,"Ozzie Smith",1989,"Cardinals","re-signed to a 2-year, $4.3M contract extension through 1991","re-signinging",4.3,2,1989,"1991","",1989
"8680",1989-05-23,"Albert Hall",1989,"Pirates","signed free agent","free agency",0,1,1989,"1990","",1989
"8685",1989-05-27,"Jamie Quirk",1989,"Athletics","signed free agent","free agency",0,1,1989,"1990","",1989
"8713",1989-06-08,"Thad Bosley",1989,"Rangers","signed free agent","free agency",0,1,1989,"1990","",1989
"8715",1989-06-10,"Bradley Brooks",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8716",1989-06-10,"Charles Lloyd",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8717",1989-06-10,"Chuck Knoblauch",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8718",1989-06-10,"Dan Mastellar",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8719",1989-06-10,"Francisco Ramirez",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8720",1989-06-10,"George Tsamis",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8721",1989-06-10,"Javier Fimbres",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8722",1989-06-10,"Jody Bryant",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8723",1989-06-10,"Joe Siwa",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8724",1989-06-10,"John Gumpf",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8725",1989-06-10,"Jon Pittenger",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8726",1989-06-10,"Kenneth Briggs",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8727",1989-06-10,"Kenneth Norman",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8728",1989-06-10,"Michael House",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8729",1989-06-10,"Mike Trombley",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8730",1989-06-10,"Phil Wiese",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
"8731",1989-06-10,"Rexford DeLaNuez",1989,"Twins","signed","free agency",0,1,1989,"1990","",1989
