Year,unitid,Institution_Name,CIP_Classificaiton,cipcode,Award_Level,Total,T.M,T.F,T.C,T.C.M,T.C.F,T.AA,T.AA.M,T.AA.F,T.H,T.H.M,T.H.W,T.AS/PI,T.AS/PI.M,T.AS/PI.F,T.AI,T.AI.M,T.AI.F,T.NON,T.NON.M,T.NON.F
1986-1987,157289,University of Louisville,Education,'13.0000',Bachelor's degree,165,47,118,155,42,113,9,4,5,1,1,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Engineering,'14.0000',Bachelor's degree,244,204,40,210,173,37,8,7,1,3,3,0,12,11,1,0,0,0,11,10,1
1986-1987,157289,University of Louisville,English Language and Literature/Letters,'23.0000',Bachelor's degree,50,21,29,46,19,27,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Foreign Languages and Literatures,'16.0000',Bachelor's degree,20,6,14,17,5,12,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Health Sciences,'18.0000',Bachelor's degree,73,5,68,70,4,66,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
1986-1987,157289,University of Louisville,Home Economics,'19.0000',Bachelor's degree,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,18,8,10,17,8,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Mathematics,'27.0000',Bachelor's degree,22,14,8,21,13,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,6,4,2,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Philosophy and Religion,'38.0000',Bachelor's degree,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Physical Sciences,'40.0000',Bachelor's degree,37,29,8,34,28,6,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Protective Services,'43.0000',Bachelor's degree,34,20,14,28,18,10,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Psychology,'42.0000',Bachelor's degree,57,18,39,51,16,35,4,1,3,1,0,1,1,1,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Social Sciences and History,'45.0000',Bachelor's degree,147,64,83,127,53,74,17,8,9,0,0,0,3,3,0,0,0,0,0,0,0
1986-1987,157289,University of Louisville,Visual and Performing Arts,'50.0000',Bachelor's degree,68,22,46,65,20,45,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1986-1987,135726,University of Miami,Allied Health,'17.0000',Bachelor's degree,35,9,26,24,7,17,1,0,1,6,1,5,3,0,3,0,0,0,1,1,0
1986-1987,135726,University of Miami,Architecture and Related Programs,'04.0000',Bachelor's degree,51,32,19,12,9,3,1,1,0,18,10,8,2,1,1,0,0,0,18,11,7
1986-1987,135726,University of Miami,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1986-1987,135726,University of Miami,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,96,48,48,39,21,18,3,1,2,45,20,25,6,5,1,0,0,0,3,1,2
1986-1987,135726,University of Miami,Business and Management,'06.0000',Bachelor's degree,434,238,196,208,121,87,22,11,11,126,56,70,8,5,3,2,1,1,68,44,24
1986-1987,135726,University of Miami,Communications,'09.0000',Bachelor's degree,129,38,91,85,28,57,4,2,2,33,5,28,1,0,1,0,0,0,6,3,3
1986-1987,135726,University of Miami,Communications Technologies,'10.0000',Bachelor's degree,24,16,8,20,16,4,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
1986-1987,135726,University of Miami,Computer and Information Sciences,'11.0000',Bachelor's degree,64,32,32,22,14,8,8,4,4,27,12,15,2,1,1,0,0,0,5,1,4
1986-1987,135726,University of Miami,Education,'13.0000',Bachelor's degree,88,16,72,58,11,47,4,1,3,14,1,13,2,1,1,0,0,0,10,2,8
1986-1987,135726,University of Miami,Engineering,'14.0000',Bachelor's degree,244,197,47,57,42,15,4,2,2,62,45,17,8,7,1,0,0,0,113,101,12
1986-1987,135726,University of Miami,English Language and Literature/Letters,'23.0000',Bachelor's degree,41,8,33,22,5,17,3,0,3,13,3,10,3,0,3,0,0,0,0,0,0
1986-1987,135726,University of Miami,Foreign Languages and Literatures,'16.0000',Bachelor's degree,5,2,3,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,1,0,1
1986-1987,135726,University of Miami,Health Sciences,'18.0000',Bachelor's degree,126,8,118,72,6,66,11,1,10,35,1,34,2,0,2,0,0,0,6,0,6
1986-1987,135726,University of Miami,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,6,4,2,5,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1986-1987,135726,University of Miami,Marketing Operations/Marketing and Distribution,'08.0000',Bachelor's degree,47,24,23,18,9,9,1,0,1,16,6,10,0,0,0,1,1,0,11,8,3
1986-1987,135726,University of Miami,Mathematics,'27.0000',Bachelor's degree,8,2,6,2,1,1,1,0,1,3,1,2,0,0,0,0,0,0,2,0,2
1986-1987,135726,University of Miami,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,9,3,6,7,2,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
1986-1987,135726,University of Miami,Philosophy and Religion,'38.0000',Bachelor's degree,6,5,1,4,4,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
1986-1987,135726,University of Miami,Physical Sciences,'40.0000',Bachelor's degree,74,49,25,44,28,16,2,1,1,18,12,6,2,1,1,2,2,0,6,5,1
1986-1987,135726,University of Miami,Protective Services,'43.0000',Bachelor's degree,9,3,6,5,2,3,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0
1986-1987,135726,University of Miami,Psychology,'42.0000',Bachelor's degree,114,36,78,57,17,40,5,1,4,43,15,28,0,0,0,1,1,0,8,2,6
1986-1987,135726,University of Miami,Public Administration and Services,'44.0000',Bachelor's degree,4,2,2,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1986-1987,135726,University of Miami,Social Sciences and History,'45.0000',Bachelor's degree,77,35,42,31,17,14,5,4,1,32,13,19,1,1,0,0,0,0,8,0,8
1986-1987,135726,University of Miami,Visual and Performing Arts,'50.0000',Bachelor's degree,120,65,55,89,56,33,3,2,1,20,6,14,0,0,0,0,0,0,8,1,7
1986-1987,170976,University of Michigan-Ann Arbor,Allied Health,'17.0000',Bachelor's degree,22,5,17,21,4,17,0,,,0,0,0,1,1,,0,0,0,0,,
1986-1987,170976,University of Michigan-Ann Arbor,Architecture and Related Programs,'04.0000',Bachelor's degree,85,57,28,71,52,19,1,,1,1,1,,3,1,2,0,0,0,9,3,6
1986-1987,170976,University of Michigan-Ann Arbor,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,57,13,44,48,11,37,2,,2,0,,,6,1,5,0,,,1,1,
1986-1987,170976,University of Michigan-Ann Arbor,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,302,170,132,244,135,109,6,4,2,5,2,3,43,26,17,1,,1,3,3,
1986-1987,170976,University of Michigan-Ann Arbor,Business and Management,'06.0000',Bachelor's degree,292,163,129,269,158,111,9,,9,3,2,1,6,,6,0,0,0,5,3,2
1986-1987,170976,University of Michigan-Ann Arbor,Communications,'09.0000',Bachelor's degree,238,72,166,205,62,143,18,6,12,2,1,1,9,2,7,1,,1,3,1,2
1986-1987,170976,University of Michigan-Ann Arbor,Computer and Information Sciences,'11.0000',Bachelor's degree,89,71,18,78,64,14,2,1,1,0,,,5,2,3,0,0,0,4,4,
1986-1987,170976,University of Michigan-Ann Arbor,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,39,17,22,36,16,20,1,,1,0,,,0,0,0,2,1,1,0,,
1986-1987,170976,University of Michigan-Ann Arbor,Education,'13.0000',Bachelor's degree,110,32,78,100,27,73,5,3,2,2,1,1,0,0,0,2,,2,1,1,
1986-1987,170976,University of Michigan-Ann Arbor,Engineering,'14.0000',Bachelor's degree,856,707,149,750,622,128,18,15,3,6,4,2,42,30,12,1,1,,39,35,4
1986-1987,170976,University of Michigan-Ann Arbor,English Language and Literature/Letters,'23.0000',Bachelor's degree,379,149,230,354,142,212,12,2,10,3,2,1,8,3,5,1,,1,1,,1
1986-1987,170976,University of Michigan-Ann Arbor,Foreign Languages and Literatures,'16.0000',Bachelor's degree,114,36,78,94,29,65,6,,6,5,3,2,7,3,4,0,,,2,1,1
1986-1987,170976,University of Michigan-Ann Arbor,Health Sciences,'18.0000',Bachelor's degree,212,6,206,203,5,198,5,1,4,2,,2,1,,1,1,,1,0,,
1986-1987,170976,University of Michigan-Ann Arbor,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,276,160,116,258,150,108,13,9,4,3,,3,2,1,1,0,0,0,0,0,0
1986-1987,170976,University of Michigan-Ann Arbor,Mathematics,'27.0000',Bachelor's degree,81,39,42,71,34,37,1,1,,1,1,,6,1,5,0,0,0,2,2,
1986-1987,170976,University of Michigan-Ann Arbor,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,137,52,85,122,46,76,4,1,3,2,,2,7,4,3,1,,1,1,1,
1986-1987,170976,University of Michigan-Ann Arbor,Philosophy and Religion,'38.0000',Bachelor's degree,42,30,12,38,27,11,0,0,0,1,,1,1,1,,0,0,0,2,2,
1986-1987,170976,University of Michigan-Ann Arbor,Physical Sciences,'40.0000',Bachelor's degree,104,69,35,94,62,32,4,2,2,1,1,,4,3,1,0,0,0,1,1,
1986-1987,170976,University of Michigan-Ann Arbor,Psychology,'42.0000',Bachelor's degree,419,125,294,368,112,256,26,6,20,2,,2,16,5,11,4,1,3,3,1,2
1986-1987,170976,University of Michigan-Ann Arbor,Social Sciences and History,'45.0000',Bachelor's degree,872,488,384,801,450,351,22,11,11,8,6,2,24,8,16,0,,,17,13,4
1986-1987,170976,University of Michigan-Ann Arbor,Visual and Performing Arts,'50.0000',Bachelor's degree,255,81,174,243,75,168,4,,4,2,2,,4,2,2,0,0,0,2,2,
1986-1987,181464,University of Nebraska-Lincoln,Agricultural Business and Production,'01.0000',Bachelor's degree,138,120,18,137,119,18,0,0,0,0,0,0,0,,,0,0,0,1,1,
1986-1987,181464,University of Nebraska-Lincoln,Agricultural Sciences,'02.0000',Bachelor's degree,104,77,27,101,74,27,0,,,2,2,,0,,,0,0,0,1,1,
1986-1987,181464,University of Nebraska-Lincoln,Allied Health,'17.0000',Bachelor's degree,7,2,5,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Architecture and Related Programs,'04.0000',Bachelor's degree,61,49,12,45,35,10,0,,,0,0,0,14,12,2,0,0,0,2,2,
1986-1987,181464,University of Nebraska-Lincoln,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,97,56,41,94,54,40,0,0,0,0,,,3,2,1,0,0,0,0,,
1986-1987,181464,University of Nebraska-Lincoln,Business (Admin Support),'07.0000',Bachelor's degree,14,0,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Business and Management,'06.0000',Bachelor's degree,656,394,262,626,380,246,1,1,,4,2,2,24,11,13,1,,1,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Communications,'09.0000',Bachelor's degree,216,108,108,211,107,104,3,,3,0,0,0,2,1,1,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Computer and Information Sciences,'11.0000',Bachelor's degree,94,71,23,84,67,17,0,0,0,0,0,0,9,3,6,0,0,0,1,1,
1986-1987,181464,University of Nebraska-Lincoln,Conservation and Renewable Natural Resources,'03.0000',Bachelor's degree,26,20,6,26,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Education,'13.0000',Bachelor's degree,416,110,306,407,106,301,5,2,3,1,,1,2,1,1,1,1,,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Engineering,'14.0000',Bachelor's degree,292,266,26,259,239,20,2,1,1,2,2,0,24,19,5,0,0,0,5,5,0
1986-1987,181464,University of Nebraska-Lincoln,Engineering-Related Technologies,'15.0000',Bachelor's degree,118,111,7,113,106,7,1,1,,0,0,0,3,3,,0,0,0,1,1,
1986-1987,181464,University of Nebraska-Lincoln,English Language and Literature/Letters,'23.0000',Bachelor's degree,64,31,33,64,31,33,0,0,0,0,0,0,0,,,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Foreign Languages and Literatures,'16.0000',Bachelor's degree,15,5,10,15,5,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Health Sciences,'18.0000',Bachelor's degree,30,8,22,30,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Home Economics,'19.0000',Bachelor's degree,219,10,209,214,10,204,0,0,0,1,,1,3,,3,1,,1,0,,
1986-1987,181464,University of Nebraska-Lincoln,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Mathematics,'27.0000',Bachelor's degree,46,23,23,35,18,17,0,0,0,0,0,0,10,4,6,0,0,0,1,1,
1986-1987,181464,University of Nebraska-Lincoln,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,15,7,8,15,7,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,12,7,5,11,6,5,0,0,0,1,1,,0,0,0,0,0,0,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Physical Sciences,'40.0000',Bachelor's degree,57,44,13,50,40,10,0,0,0,0,,,7,4,3,0,0,0,0,,
1986-1987,181464,University of Nebraska-Lincoln,Psychology,'42.0000',Bachelor's degree,75,23,52,75,23,52,0,0,0,0,,,0,0,0,0,,,0,0,0
1986-1987,181464,University of Nebraska-Lincoln,Social Sciences and History,'45.0000',Bachelor's degree,113,73,40,109,71,38,1,1,,1,,1,1,,1,0,0,0,1,1,
1986-1987,181464,University of Nebraska-Lincoln,Visual and Performing Arts,'50.0000',Bachelor's degree,46,22,24,45,21,24,0,,,1,1,,0,,,0,0,0,0,,
1986-1987,199120,University of North Carolina at Chapel Hill,Allied Health,'17.0000',Bachelor's degree,56,5,51,51,5,46,4,0,4,0,0,0,0,0,0,1,0,1,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,102,30,72,92,26,66,5,3,2,3,1,2,2,0,2,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,177,89,88,153,80,73,10,5,5,3,1,2,7,1,6,4,2,2,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Business and Management,'06.0000',Bachelor's degree,609,261,348,576,251,325,25,7,18,0,0,0,7,3,4,0,0,0,1,0,1
1986-1987,199120,University of North Carolina at Chapel Hill,Communications,'09.0000',Bachelor's degree,344,131,213,304,119,185,34,11,23,1,0,1,4,0,4,1,1,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Education,'13.0000',Bachelor's degree,144,14,130,129,14,115,11,0,11,0,0,0,0,0,0,3,0,3,1,0,1
1986-1987,199120,University of North Carolina at Chapel Hill,English Language and Literature/Letters,'23.0000',Bachelor's degree,256,92,164,238,85,153,14,6,8,1,0,1,2,0,2,1,1,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Foreign Languages and Literatures,'16.0000',Bachelor's degree,31,13,18,27,11,16,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Health Sciences,'18.0000',Bachelor's degree,345,67,278,298,58,240,36,4,32,2,0,2,4,1,3,5,4,1,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Mathematics,'27.0000',Bachelor's degree,115,62,53,108,58,50,3,2,1,2,1,1,2,1,1,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,35,17,18,34,16,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,23,6,17,21,4,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Philosophy and Religion,'38.0000',Bachelor's degree,19,15,4,16,12,4,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Physical Sciences,'40.0000',Bachelor's degree,118,83,35,106,76,30,5,3,2,0,0,0,5,2,3,2,2,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Protective Services,'43.0000',Bachelor's degree,66,27,39,49,22,27,17,5,12,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Psychology,'42.0000',Bachelor's degree,184,53,131,166,50,116,14,2,12,1,0,1,2,1,1,1,0,1,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Public Administration and Services,'44.0000',Bachelor's degree,16,7,9,9,4,5,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,199120,University of North Carolina at Chapel Hill,Social Sciences and History,'45.0000',Bachelor's degree,569,336,233,518,310,208,42,21,21,3,2,1,1,0,1,1,0,1,4,3,1
1986-1987,199120,University of North Carolina at Chapel Hill,Visual and Performing Arts,'50.0000',Bachelor's degree,63,13,50,59,12,47,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0
1986-1987,152080,University of Notre Dame,Architecture and Related Programs,'04.0000',Bachelor's degree,38,29,9,33,26,7,1,1,0,3,1,2,1,1,0,0,0,0,0,0,0
1986-1987,152080,University of Notre Dame,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,55,29,26,51,26,25,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0
1986-1987,152080,University of Notre Dame,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,61,38,23,55,36,19,1,0,1,3,1,2,1,0,1,0,0,0,1,1,0
1986-1987,152080,University of Notre Dame,Business and Management,'06.0000',Bachelor's degree,549,398,151,485,351,134,18,14,4,26,18,8,9,6,3,1,0,1,10,9,1
1986-1987,152080,University of Notre Dame,Engineering,'14.0000',Bachelor's degree,322,284,38,290,257,33,4,2,2,10,9,1,4,3,1,0,0,0,14,13,1
1986-1987,152080,University of Notre Dame,English Language and Literature/Letters,'23.0000',Bachelor's degree,160,88,72,156,86,70,1,0,1,1,1,0,0,0,0,0,0,0,2,1,1
1986-1987,152080,University of Notre Dame,Foreign Languages and Literatures,'16.0000',Bachelor's degree,14,9,5,11,7,4,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1986-1987,152080,University of Notre Dame,Health Sciences,'18.0000',Bachelor's degree,154,115,39,139,105,34,2,2,0,8,4,4,5,4,1,0,0,0,0,0,0
1986-1987,152080,University of Notre Dame,Mathematics,'27.0000',Bachelor's degree,31,19,12,29,18,11,1,0,1,0,0,0,1,1,0,0,0,0,0,,
1986-1987,152080,University of Notre Dame,Philosophy and Religion,'38.0000',Bachelor's degree,17,14,3,17,14,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,152080,University of Notre Dame,Physical Sciences,'40.0000',Bachelor's degree,26,19,7,24,19,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1986-1987,152080,University of Notre Dame,Psychology,'42.0000',Bachelor's degree,69,42,27,62,40,22,2,0,2,2,0,2,3,2,1,0,0,0,0,0,0
1986-1987,152080,University of Notre Dame,Social Sciences and History,'45.0000',Bachelor's degree,330,229,101,304,215,89,8,3,5,8,6,2,3,2,1,0,0,0,7,3,4
1986-1987,152080,University of Notre Dame,Visual and Performing Arts,'50.0000',Bachelor's degree,37,14,23,34,14,20,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
1986-1987,207500,University of Oklahoma Norman Campus,Architecture and Related Programs,'04.0000',Bachelor's degree,89,70,19,67,55,12,0,0,0,0,0,0,3,1,2,2,0,2,17,14,3
1986-1987,207500,University of Oklahoma Norman Campus,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,3,3,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,85,50,35,74,44,30,4,3,1,0,0,0,4,2,2,2,1,1,1,0,1
1986-1987,207500,University of Oklahoma Norman Campus,Business and Management,'06.0000',Bachelor's degree,611,396,215,570,368,202,12,9,3,1,1,0,7,4,3,4,2,2,17,12,5
1986-1987,207500,University of Oklahoma Norman Campus,Communications,'09.0000',Bachelor's degree,229,100,129,205,89,116,14,6,8,2,1,1,2,0,2,5,4,1,1,0,1
1986-1987,207500,University of Oklahoma Norman Campus,Communications Technologies,'10.0000',Bachelor's degree,61,33,28,54,32,22,5,1,4,2,0,2,0,0,0,0,0,0,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Computer and Information Sciences,'11.0000',Bachelor's degree,79,57,22,68,50,18,2,1,1,0,0,0,2,1,1,2,2,0,5,3,2
1986-1987,207500,University of Oklahoma Norman Campus,Education,'13.0000',Bachelor's degree,178,38,140,167,36,131,2,1,1,1,1,0,0,0,0,8,0,8,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Engineering,'14.0000',Bachelor's degree,339,297,42,264,228,36,2,1,1,3,2,1,27,25,2,1,1,0,42,40,2
1986-1987,207500,University of Oklahoma Norman Campus,English Language and Literature/Letters,'23.0000',Bachelor's degree,58,28,30,53,25,28,0,0,0,1,1,0,3,2,1,1,0,1,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Foreign Languages and Literatures,'16.0000',Bachelor's degree,25,10,15,23,10,13,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Health Sciences,'18.0000',Bachelor's degree,6,1,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1986-1987,207500,University of Oklahoma Norman Campus,Home Economics,'19.0000',Bachelor's degree,72,4,68,67,4,63,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Liberal/General Studies and Humanities,'24.0000',Bachelor's degree,17,6,11,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Mathematics,'27.0000',Bachelor's degree,50,30,20,46,27,19,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0
1986-1987,207500,University of Oklahoma Norman Campus,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,28,8,20,26,8,18,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Philosophy and Religion,'38.0000',Bachelor's degree,8,8,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Physical Sciences,'40.0000',Bachelor's degree,93,79,14,88,74,14,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0
1986-1987,207500,University of Oklahoma Norman Campus,Protective Services,'43.0000',Bachelor's degree,20,17,3,19,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Psychology,'42.0000',Bachelor's degree,86,39,47,78,37,41,4,2,2,2,0,2,1,0,1,1,0,1,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Public Administration and Services,'44.0000',Bachelor's degree,59,19,40,55,19,36,2,0,2,0,0,0,1,0,1,1,0,1,0,0,0
1986-1987,207500,University of Oklahoma Norman Campus,Social Sciences and History,'45.0000',Bachelor's degree,167,110,57,144,97,47,15,8,7,1,0,1,1,1,0,3,3,0,3,1,2
1986-1987,207500,University of Oklahoma Norman Campus,Visual and Performing Arts,'50.0000',Bachelor's degree,92,42,50,82,36,46,3,2,1,1,0,1,0,0,0,3,2,1,3,2,1
1986-1987,209551,University of Oregon,Architecture and Related Programs,'04.0000',Bachelor's degree,129,85,44,110,72,38,1,,1,1,1,,7,5,2,0,0,0,10,7,3
1986-1987,209551,University of Oregon,Area- Ethnic and Cultural Studies,'05.0000',Bachelor's degree,11,5,6,9,4,5,1,1,,0,0,0,0,0,0,0,,,1,,1
1986-1987,209551,University of Oregon,Biological Sciences/Life Sciences,'26.0000',Bachelor's degree,73,40,33,62,35,27,0,0,0,3,1,2,4,2,2,1,,1,3,2,1
1986-1987,209551,University of Oregon,Business and Management,'06.0000',Bachelor's degree,396,237,159,269,158,111,2,2,,2,2,,16,9,7,1,1,,106,65,41
1986-1987,209551,University of Oregon,Communications,'09.0000',Bachelor's degree,291,130,161,257,116,141,7,2,5,1,,1,7,4,3,2,,2,17,8,9
1986-1987,209551,University of Oregon,Computer and Information Sciences,'11.0000',Bachelor's degree,55,37,18,34,23,11,0,0,0,0,0,0,3,3,,0,0,0,18,11,7
1986-1987,209551,University of Oregon,Education,'13.0000',Bachelor's degree,188,58,130,172,52,120,0,,,3,,3,9,4,5,2,1,1,2,1,1
1986-1987,209551,University of Oregon,English Language and Literature/Letters,'23.0000',Bachelor's degree,138,45,93,125,41,84,1,1,,1,,1,4,1,3,0,0,0,7,2,5
1986-1987,209551,University of Oregon,Foreign Languages and Literatures,'16.0000',Bachelor's degree,74,24,50,71,24,47,0,0,0,1,,1,2,,2,0,0,0,0,,
1986-1987,209551,University of Oregon,Health Sciences,'18.0000',Bachelor's degree,8,1,7,8,1,7,0,0,0,0,0,0,0,,,0,0,0,0,0,0
1986-1987,209551,University of Oregon,Mathematics,'27.0000',Bachelor's degree,31,16,15,21,10,11,0,0,0,0,,,3,1,2,0,0,0,7,5,2
1986-1987,209551,University of Oregon,Multi/Interdisciplinary Studies,'30.0000',Bachelor's degree,39,18,21,35,17,18,0,0,0,0,0,0,1,,1,2,,2,1,1,
1986-1987,209551,University of Oregon,Parks- Recreation- Leisure and Fitness,'31.0000',Bachelor's degree,42,13,29,37,10,27,1,,1,1,1,,0,0,0,0,0,0,3,2,1
1986-1987,209551,University of Oregon,Philosophy and Religion,'38.0000',Bachelor's degree,14,10,4,12,8,4,0,0,0,1,1,,0,0,0,0,0,0,1,1,
1986-1987,209551,University of Oregon,Physical Sciences,'40.0000',Bachelor's degree,46,33,13,43,31,12,0,0,0,0,0,0,2,1,1,0,0,0,1,1,
1986-1987,209551,University of Oregon,Psychology,'42.0000',Bachelor's degree,187,68,119,168,62,106,0,0,0,5,2,3,5,1,4,2,1,1,7,2,5
1986-1987,209551,University of Oregon,Public Administration and Services,'44.0000',Bachelor's degree,76,24,52,66,18,48,3,2,1,3,1,2,0,0,0,0,0,0,4,3,1
