"","A","B","C","D","Season","F","G","H","I","Source","Season.Type"
"628","686","Noah","Noah, Joakim","NBA","CHI","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"629","687","Nichols","Nichols, Demetris","NBA","CHI","2007-2008","20080123INDCHI","2007-12-07","2008-07-01","Basketball Value","Regular Season"
"630","687","Nichols","Nichols, Demetris","NBA","CLE","2007-2008","Season Start","2007-10-29","2007-12-07","Basketball Value","Regular Season"
"631","688","Tolliver","Tolliver, Anthony","NBA","CLE","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"632","689","Afflalo","Afflalo, Arron","NBA","DET","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"633","690","Samb","Samb, Cheikh","NBA","DET","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"634","691","Stuckey","Stuckey, Rodney","NBA","DET","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"635","692","Sims","Sims, Courtney","NBA","IND","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"636","693","Jianlian","Jianlian, Yi","NBA","MIL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"637","693","Yi","Jianlian, Yi","NBA","MIL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"638","694","Sessions","Sessions, Ramon","NBA","MIL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"639","695","Horford","Horford, Al","NBA","ATL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"640","696","Law","Law, Acie","NBA","ATL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"641","697","West","West, Mario","NBA","ATL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"642","697","M. West","West, Mario","NBA","ATL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"643","698","Davidson","Davidson, Jermareo","NBA","CHA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"644","699","Dudley","Dudley, Jared","NBA","CHA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"645","700","J. Anthony","Anthony, Joel","NBA","MIA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"646","700","Anthony","Anthony, Joel","NBA","MIA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"647","701","Cook","Cook, Daequan","NBA","MIA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"648","701","D. Cook","Cook, Daequan","NBA","MIA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"649","702","Gortat","Gortat, Marcin","NBA","ORL","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"650","703","McGuire","McGuire, Dominic","NBA","WAS","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"651","704","Pecherov","Pecherov, Oleksiy","NBA","WAS","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"652","705","Young","Young, Nick","NBA","WAS","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"653","706","Fazekas","Fazekas, Nick","NBA","DAL","2007-2008","Season Start","2007-10-29","2008-02-19","Basketball Value","Regular Season"
"654","706","Fazekas","Fazekas, Nick","NBA","LAC","2007-2008","20080229LACDEN","2008-02-26","2008-07-01","Basketball Value","Regular Season"
"655","707","Conley","Conley, Mike","NBA","MEM","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"656","708","Jacobsen","Jacobsen, Casey","NBA","MEM","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"657","709","Navarro","Navarro, Juan Carlos","NBA","MEM","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"658","710","Haluksa","Haluksa, Adam","NBA","NOH","2007-2008","Season Start","2007-10-29","2008-02-21","Basketball Value","Regular Season"
"659","710","Haluksa","Haluksa, Adam","NBA","HOU","2007-2008","Trade","2008-02-21","2008-07-01","Basketball Value","Regular Season"
"660","711","Wright","Wright, Julian","NBA","NOH","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"661","712","Brewer","Brewer, Corey","NBA","MIN","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"662","712","C. Brewer","Brewer, Corey","NBA","MIN","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"663","713","C. Richard","Richard, Chris","NBA","MIN","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"664","713","Richard","Richard, Chris","NBA","MIN","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"665","714","Durant","Durant, Kevin","NBA","SEA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"666","715","J. Green","Green, Jeff","NBA","SEA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"667","715","Green","Green, Jeff","NBA","SEA","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"668","716","Thornton","Thornton, Al","NBA","LAC","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"669","717","Strawberry","Strawberry, D. J.","NBA","PHX","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"670","718","Tucker","Tucker, Alando","NBA","PHX","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"671","719","Hawes","Hawes, Spencer","NBA","SAC","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"672","720","Shakur","Shakur, Mustafa","NBA","SAC","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"673","721","Watkins","Watkins, Darryl","NBA","SAC","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"674","722","J. Smith","Smith, Jason","NBA","PHI","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"675","722","Smith","Smith, Jason","NBA","PHI","2007-2008","Season Start","2007-10-29","2008-07-01","Basketball Value","Regular Season"
"676","723","McCoy","McCoy, Jelani","NBA","DEN","2007-2008","20071129DENLAL","2007-11-29","2008-07-01","Basketball Value","Regular Season"
"677","724","Williams","Williams, MarcusE","NBA","SAS","2007-2008","20071226CHISAS","2007-12-21","2008-07-01","Basketball Value","Regular Season"
"678","725","Langford","Langford, Keith","NBA","SAS","2007-2008","20071228TORSAS","2007-12-28","2008-07-01","Basketball Value","Regular Season"
"679","726","Watson","Watson, C.J.","NBA","GSW","2007-2008","20080109GSWPOR","2008-01-09","2008-07-01","Basketball Value","Regular Season"
"680","727","Diaz","Diaz, Guillermo","NBA","LAC","2007-2008","20080115PHXLAC","2008-01-08","2008-07-01","Basketball Value","Regular Season"
"681","728","Dickens","Dickens, Kaniel","NBA","CLE","2007-2008","20080222WASCLE","2008-02-21","2008-07-01","Basketball Value","Regular Season"
"682","729","Harris","Harris, Mike","NBA","HOU","2007-2008","20080310NJNHOU","2008-03-08","2008-07-01","Basketball Value","Regular Season"
"683","730","Allred","Allred, Lance","NBA","CLE","2007-2008","20080317CLEORL","2008-03-13","2008-07-01","Basketball Value","Regular Season"
"684","731","Ahearn","Ahearn, Blake","NBA","MIA","2007-2008","20080321WASMIA","2008-03-21","2008-07-01","Basketball Value","Regular Season"
"685","732","Powell","Powell, Kasib","NBA","MIA","2007-2008","20080322MIACHA","2008-03-22","2008-07-01","Basketball Value","Regular Season"
"686","801","Howard","Howard","NBA","DAL","2007-2008","20071102DALATL","NULL","NULL","Basketball Value","Regular Season"
"687","802","Brown","Brown","NBA","MEM","2007-2008","20071103INDMEM","NULL","NULL","Basketball Value","Regular Season"
"688","803","Brown","Brown","NBA","MEM","2007-2008","20071110MEMUTA","NULL","NULL","Basketball Value","Regular Season"
"689","804","Williams","Williams","NBA","SAC","2007-2008","20071116NYKSAC","NULL","NULL","Basketball Value","Regular Season"
"690","805","Williams","Williams","NBA","SAC","2007-2008","20071118DETSAC","NULL","NULL","Basketball Value","Regular Season"
"691","806","Brown","Brown","NBA","MEM","2007-2008","20071119SEAMEM","NULL","NULL","Basketball Value","Regular Season"
"692","807","Williams","Williams","NBA","SAC","2007-2008","20071121SACPHX","NULL","NULL","Basketball Value","Regular Season"
"693","808","Brown","Brown","NBA","MEM","2007-2008","20071123MEMSAS","NULL","NULL","Basketball Value","Regular Season"
"694","809","Williams","Williams","NBA","SAC","2007-2008","20071126SASSAC","NULL","NULL","Basketball Value","Regular Season"
"695","810","Brown","Brown","NBA","MEM","2007-2008","20071128MEMTOR","NULL","NULL","Basketball Value","Regular Season"
"696","811","Brown","Brown","NBA","MEM","2007-2008","20071201MINMEM","NULL","NULL","Basketball Value","Regular Season"
"697","812","Brown","Brown","NBA","MEM","2007-2008","20071203PORMEM","NULL","NULL","Basketball Value","Regular Season"
"698","813","Brown","Brown","NBA","MEM","2007-2008","20071205MEMHOU","NULL","NULL","Basketball Value","Regular Season"
"699","814","Williams","Williams","NBA","SAC","2007-2008","20071207LACSAC","NULL","NULL","Basketball Value","Regular Season"
"700","815","Brown","Brown","NBA","MEM","2007-2008","20071214LACMEM","NULL","NULL","Basketball Value","Regular Season"
"701","816","Brown","Brown","NBA","MEM","2007-2008","20071215MEMORL","NULL","NULL","Basketball Value","Regular Season"
"702","817","Williams","Williams","NBA","SAC","2007-2008","20071215SACWAS","NULL","NULL","Basketball Value","Regular Season"
"703","818","Brown","Brown","NBA","MEM","2007-2008","20071217GSWMEM","NULL","NULL","Basketball Value","Regular Season"
"704","819","Bibby","Bibby","NBA","ATL","2007-2008","20071219MIAATL","NULL","NULL","Basketball Value","Regular Season"
"705","820","Marion","Marion","NBA","MIA","2007-2008","20071219MIAATL","NULL","NULL","Basketball Value","Regular Season"
"706","821","Brown","Brown","NBA","MEM","2007-2008","20071219SASMEM","NULL","NULL","Basketball Value","Regular Season"
"707","822","Brown","Brown","NBA","MEM","2007-2008","20071221MEMDET","NULL","NULL","Basketball Value","Regular Season"
"708","823","Brown","Brown","NBA","MEM","2007-2008","20071222PHIMEM","NULL","NULL","Basketball Value","Regular Season"
"709","824","Brown","Brown","NBA","MEM","2007-2008","20071226NOHMEM","NULL","NULL","Basketball Value","Regular Season"
"710","825","Brown","Brown","NBA","MEM","2007-2008","20071228HOUMEM","NULL","NULL","Basketball Value","Regular Season"
"711","826","Brown","Brown","NBA","MEM","2007-2008","20071230MEMSAS","NULL","NULL","Basketball Value","Regular Season"
"712","827","Williams","Williams","NBA","SAC","2007-2008","20071230PHXSAC","NULL","NULL","Basketball Value","Regular Season"
"713","828","Brown","Brown","NBA","MEM","2007-2008","20080102MEMIND","NULL","NULL","Basketball Value","Regular Season"
"714","829","Williams","Williams","NBA","SAC","2007-2008","20080102SACNYK","NULL","NULL","Basketball Value","Regular Season"
"715","830","Williams","Williams","NBA","SAC","2007-2008","20080104SACCLE","NULL","NULL","Basketball Value","Regular Season"
"716","831","Williams","Williams","NBA","SAC","2007-2008","20080105SACCHI","NULL","NULL","Basketball Value","Regular Season"
"717","832","Brown","Brown","NBA","MEM","2007-2008","20080108LALMEM","NULL","NULL","Basketball Value","Regular Season"
"718","833","Williams","Williams","NBA","SAC","2007-2008","20080108ORLSAC","NULL","NULL","Basketball Value","Regular Season"
"719","834","Williams","Williams","NBA","SAC","2007-2008","20080110MEMSAC","NULL","NULL","Basketball Value","Regular Season"
"720","835","Williams","Williams","NBA","SAC","2007-2008","20080114DALSAC","NULL","NULL","Basketball Value","Regular Season"
"721","836","Williams","Williams","NBA","SAC","2007-2008","20080116SACTOR","NULL","NULL","Basketball Value","Regular Season"
"722","837","Brown","Brown","NBA","MEM","2007-2008","20080118SEAMEM","NULL","NULL","Basketball Value","Regular Season"
"723","838","Williams","Williams","NBA","SAC","2007-2008","20080122NJNSAC","NULL","NULL","Basketball Value","Regular Season"
"724","839","Williams","Williams","NBA","SAC","2007-2008","20080123SACLAC","NULL","NULL","Basketball Value","Regular Season"
"725","840","Brown","Brown","NBA","MEM","2007-2008","20080125MEMWAS","NULL","NULL","Basketball Value","Regular Season"
"726","841","Williams","Williams","NBA","SAC","2007-2008","20080125SACUTA","NULL","NULL","Basketball Value","Regular Season"
"727","842","Brown","Brown","NBA","MEM","2007-2008","20080126LACMEM","NULL","NULL","Basketball Value","Regular Season"
"728","843","Brown","Brown","NBA","MEM","2007-2008","20080128DALMEM","NULL","NULL","Basketball Value","Regular Season"
"729","844","Williams","Williams","NBA","SAC","2007-2008","20080130CHASAC","NULL","NULL","Basketball Value","Regular Season"
"730","845","Brown","Brown","NBA","MEM","2007-2008","20080130DENMEM","NULL","NULL","Basketball Value","Regular Season"
"731","846","Brown","Brown","NBA","MEM","2007-2008","20080202UTAMEM","NULL","NULL","Basketball Value","Regular Season"
"732","847","Williams","Williams","NBA","SAC","2007-2008","20080206SEASAC","NULL","NULL","Basketball Value","Regular Season"
"733","848","Williams","Williams","NBA","SAC","2007-2008","20080208UTASAC","NULL","NULL","Basketball Value","Regular Season"
"734","849","Williams","Williams","NBA","SAC","2007-2008","20080213SACHOU","NULL","NULL","Basketball Value","Regular Season"
