Season,Year_Start,Year_End,Date,Month,Day,Name,Person_Type,Current_Team,Team,First_Team,Second_Team,Third_Team,Notes,Award,Award.Name,League,fname,PTS,REB,AST,Wins,Losses,WL%,PPG,RPG,APG,BPG,PPG_Previous,RPG_Previous,APG_Previous,SPG,FG%,FT%,source
1981-1982,1981,1982,12/31/1981,12,31,Sidney Moncrief,Player,Milwaukee Bucks,Milwaukee Bucks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1981-1982,1981,1982,1/31/1982,1,31,Larry Bird,Player,Boston Celtics,Boston,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1981-1982,1981,1982,2/28/1982,2,28,Moses Malone,Player,Houston Rockets,Houston Rockets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1981-1982,1981,1982,3/31/1982,3,31,Alex English,Player,Denver Nuggets,Denver Nuggets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1982-1983,1982,1983,11/30/1982,11,30,Larry Bird,Player,Boston Celtics,Boston,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1982-1983,1982,1983,12/31/1982,12,31,Moses Malone,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1982-1983,1982,1983,12/31/1982,12,31,Larry Drew,Player,Sacramento Kings,Kansas City Kings,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1982-1983,1982,1983,1/31/1983,1,31,Alex English,Player,Denver Nuggets,Denver Nuggets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1982-1983,1982,1983,2/28/1983,2,28,Moses Malone,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1982-1983,1982,1983,3/31/1983,3,31,Jeff Ruland,Player,Washington Wizards,Washington Bullets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1983-1984,1983,1984,11/30/1983,11,30,Magic Johnson,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1983-1984,1983,1984,12/31/1983,12,31,Jeff Ruland,Player,Washington Wizards,Washington Bullets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1983-1984,1983,1984,1/31/1984,1,31,Mark Aguirre,Player,Dallas Mavericks,Dallas Mavericks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1983-1984,1983,1984,2/28/1984,2,28,Bernard King,Player,New York Knicks,New York Knicks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1983-1984,1983,1984,3/31/1984,3,31,Kareem Abdul-Jabbar,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1984-1985,1984,1985,11/30/1984,11,30,Alex English,Player,Denver Nuggets,Denver Nuggets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1984-1985,1984,1985,12/31/1984,12,31,Larry Bird,Player,Boston Celtics,Boston,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1984-1985,1984,1985,1/31/1985,1,31,Terry Cummings,Player,Milwaukee Bucks,Milwaukee Bucks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1984-1985,1984,1985,2/28/1985,2,28,Magic Johnson,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1984-1985,1984,1985,3/31/1985,3,31,Larry Bird,Player,Boston Celtics,Boston,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1985-1986,1985,1986,11/30/1985,11,30,Hakeem Olajuwon,Player,Houston Rockets,Houston Rockets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1985-1986,1985,1986,12/31/1985,12,31,Alvin Robertson,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1985-1986,1985,1986,1/31/1986,1,31,Dominique Wilkins,Player,Atlanta Hawks,Atlanta Hawks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1985-1986,1985,1986,2/28/1986,2,28,Larry Bird,Player,Boston Celtics,Boston,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1985-1986,1985,1986,3/31/1986,3,31,Larry Bird,Player,Boston Celtics,Boston,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1986-1987,1986,1987,11/30/1986,11,30,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1986-1987,1986,1987,12/31/1986,12,31,Magic Johnson,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1986-1987,1986,1987,1/31/1987,1,31,Charles Barkley,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1986-1987,1986,1987,2/28/1987,2,28,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1986-1987,1986,1987,3/31/1987,3,31,Magic Johnson,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1987-1988,1987,1988,11/30/1987,11,30,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1987-1988,1987,1988,12/31/1987,12,31,Larry Nance,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1987-1988,1987,1988,1/31/1988,1,31,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1987-1988,1987,1988,2/28/1988,2,28,John Stockton,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1987-1988,1987,1988,3/31/1988,3,31,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1987-1988,1987,1988,4/30/1988,4,30,Fat Lever,Player,Denver Nuggets,Denver Nuggets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1988-1989,1988,1989,11/30/1988,11,30,Charles Barkley,Player,Philadelphia 76ers,Philadelphia 76ers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1988-1989,1988,1989,12/31/1988,12,31,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1988-1989,1988,1989,1/31/1989,1,31,Chris Mullin,Player,Golden State Warriors,Golden State Warriors,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1988-1989,1988,1989,2/28/1989,2,28,Kevin Johnson,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1988-1989,1988,1989,3/31/1989,3,31,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1988-1989,1988,1989,4/30/1989,4,30,Patrick Ewing,Player,New York Knicks,New York Knicks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1989-1990,1989,1990,11/30/1989,11,30,Patrick Ewing,Player,New York Knicks,New York Knicks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1989-1990,1989,1990,12/31/1989,12,31,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1989-1990,1989,1990,1/31/1990,1,31,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1989-1990,1989,1990,2/28/1990,2,28,Magic Johnson,Player,Los Angeles Lakers,Los Angeles Lakers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1989-1990,1989,1990,3/31/1990,3,31,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1989-1990,1989,1990,4/30/1990,4,30,Hakeem Olajuwon,Player,Houston Rockets,Houston Rockets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1990-1991,1990,1991,11/30/1990,11,30,Chris Mullin,Player,Golden State Warriors,Golden State Warriors,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1990-1991,1990,1991,12/31/1990,12,31,Karl Malone,Player,Utah Jazz,Utah Jazz,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1990-1991,1990,1991,1/31/1991,1,31,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1990-1991,1990,1991,2/28/1991,2,28,Dominique Wilkins,Player,Atlanta Hawks,Atlanta Hawks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1990-1991,1990,1991,3/31/1991,3,31,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1990-1991,1990,1991,4/30/1991,4,30,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1991-1992,1991,1992,11/30/1991,11,30,Clyde Drexler,Player,Portland Trail Blazers,Portland Trail Blazers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1991-1992,1991,1992,12/31/1991,12,31,Jeff Hornacek,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1991-1992,1991,1992,1/31/1992,1,31,Dennis Rodman,Player,Detroit Pistons,Detroit Pistons,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1991-1992,1991,1992,2/28/1992,2,28,Detlef Schrempf,Player,Indiana Pacers,Indiana Pacers,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1991-1992,1991,1992,3/31/1992,3,31,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1991-1992,1991,1992,4/30/1992,4,30,Glen Rice,Player,Miami Heat,Miami Heat,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1992-1993,1992,1993,11/30/1992,11,30,Michael Jordan,Player,Chicago Bulls,Chicago Bulls,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1992-1993,1992,1993,12/31/1992,12,31,Charles Barkley,Player,Phoenix Suns,Phoenix Suns,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1992-1993,1992,1993,1/31/1993,1,31,Hakeem Olajuwon,Player,Houston Rockets,Houston Rockets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1992-1993,1992,1993,2/28/1993,2,28,Dominique Wilkins,Player,Atlanta Hawks,Atlanta Hawks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1992-1993,1992,1993,3/31/1993,3,31,Patrick Ewing,Player,New York Knicks,New York Knicks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1992-1993,1992,1993,4/30/1993,4,30,Hakeem Olajuwon,Player,Houston Rockets,Houston Rockets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1993-1994,1993,1994,11/30/1993,11,30,Hakeem Olajuwon,Player,Houston Rockets,Houston Rockets,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1993-1994,1993,1994,12/31/1993,12,31,Shaquille O'Neal,Player,Orlando Magic,Orlando Magic,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1993-1994,1993,1994,1/31/1994,1,31,Patrick Ewing,Player,New York Knicks,New York Knicks,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1993-1994,1993,1994,2/28/1994,2,28,David Robinson,Player,San Antonio Spurs,San Antonio Spurs,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
1993-1994,1993,1994,3/31/1994,3,31,Shaquille O'Neal,Player,Orlando Magic,Orlando Magic,NA,NA,NA,NA,Player of the Month,NA,NBA,NBA Player of the Month.csv,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NBAstats.prv.pl
