RSCI,Player,HS,PS,AS,RC,Total,Ht,Height_Inches,Pos,College,City.State,State,City,Country,Class,Ranking_Date,fname,Pre,Chg,DT,RB,SN,HP,FB,HH,FS,VB,JG,SS,Avg,X5yr,Dev,VC,HM,RH,SI,SC,MP,RU,IR,FC
10,Jason Kapono,13,5,17,NA,614,6'8,80,SF,"University of California, Los Angeles","Lakewood, CA",CA,Lakewood,United States,1999,6/13/1999,rcsi99_Final.csv,NA,,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,17
14,Joe Jackson ,NA,7,13,12,613,5'11 ,71,PG,Memphis,"Memphis, TN",TN,Memphis,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,36,NA,12,12,21,NA,NA,NA,NA,NA
12,William Buford,12,14,NA,19,612,6'4,76,SG,Ohio State,"Toledo, OH",OH,Toledo,United States,2008,5/1/2008,rcsi08_Final.csv,NA,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,,3.6,NA,9,15,12,NA,NA,NA,NA,NA
11,Olu Famutimi,7,11,22,17,611,6'5,77,SF,Arkansas,"Flint, MI",MI,Flint,United States,2003,11/16/2002,rcsi03_Fall.csv,NA,-1,15,NA,NA,NA,NA,NA,11,NA,NA,13,14, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Kosta Koufos,9,13,12,16,611,7'0,84,PF,Ohio State,"Canton, OH",OH,Canton,United States,2007,5/1/2007,rcsi07_Final.csv,NA,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,,3.3,NA,10,22,NA,NA,NA,NA,NA,NA
11,Damien Wilkins,33,4,8,NA,610,6'6,78,SF,North Carolina State,"Orlando, FL",FL,Orlando,United States,1999,6/13/1999,rcsi99_Final.csv,NA,,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8,8
11,Dexter Strickland ,5,12,NA,17,609,6'3 ,75,SG,North Carolina,"Elizabeth, NJ",NJ,Elizabeth,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,-3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,52,NA,13,14,19,NA,NA,NA,NA,NA
10,B.J. Mullens,43,19,NA,4,607,7'0,84,C,Ohio State,"Canal Winchester, OH",OH,Canal Winchester,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,-2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,16.1,NA,9,7,12,NA,NA,NA,NA,NA
13,Willie Warren,5,16,NA,10,607,6'4,76,SG,Oklahoma,"Fort Worth, TX",TX,Fort Worth,United States,2008,5/1/2008,rcsi08_Final.csv,NA,7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,13, ,5.4,NA,14,26,10,NA,NA,NA,NA,NA
12,David Padgett,18,12,5,21,606,6'10,82,C,Kansas,"Reno, NV",NV,Reno,United States,2003,11/16/2002,rcsi03_Fall.csv,NA, ,13,NA,NA,NA,NA,NA,16,NA,NA,16,14,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Vakeaton Wafer,10,12,20,20,605,6'5,77,SG,Florida State,"Pineville, LA",LA,Pineville,United States,2003,8/12/2003,rcsi03_Final.csv,NA,-4,15,NA,NA,NA,NA,NA,13,NA,NA,12,15, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,Ed Davis,20,8,NA,20,605,6'8,80,PF,North Carolina,"Richmond, VA",VA,Richmond,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,-5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,5.9,NA,10,13,21,NA,NA,NA,NA,NA
12,Leon Smith,14,16,21,NA,602,6'10,82,C,NBA,"Chicago, IL",IL,Chicago,United States,1999,6/13/1999,rcsi99_Final.csv,NA,-3,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,17,7
12,Ryan Kelly ,13,15,NA,20,601,6'9 ,81,PF,Duke,"Raleigh, NC",NC,Raleigh,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,40,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,47,NA,15,20,12,NA,NA,NA,NA,NA
1,Greg Oden,1,1,NA,1,600,6'11,83,C,Ohio State,"Indianapolis, IN",IN,Indianapolis,United States,2006,5/1/2006,rcsi06_Final.csv,NA, ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1, ,0,NA,1,1,NA,NA,NA,NA,NA,NA
1,Greg Oden,1,1,NA,1,600,6'11,83,C,Ohio State,"Indianapolis, IN",IN,Indianapolis,United States,2006,9/1/2005,rcsi06_Summer.csv,NA, ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1, ,0,NA,1,1,NA,NA,NA,NA,NA,NA
1,Amare Stoudemire,2,1,1,NA,599,6'9,81,C,Memphis,"Orlando, FL",FL,Orlando,United States,2002,12/1/2001,rcsi02_Fall.csv,NA, ,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,Amare Stoudemire,2,1,1,NA,599,6'9,81,C,Memphis,"Orlando, FL",FL,Orlando,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Brandon Bass,10,15,14,26,599,6'8,80,PF,LSU,"Baton Rouge, LA",LA,Baton Rouge,United States,2003,8/12/2003,rcsi03_Final.csv,NA,1,14,NA,NA,NA,NA,NA,15,NA,NA,14,15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Austin Freeman,16,19,7,15,599,6'4,76,SG,Georgetown,"Hyattsville, MD",MD,Hyattsville,United States,2007,5/1/2007,rcsi07_Final.csv,NA,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15, ,1.7,NA,12,24,NA,NA,NA,NA,NA,NA
1,Harrison Barnes ,NA,1,NA,2,599,6'6 ,78,SF,North Carolina,"Ames, IA",IA,Ames,United States,2010,6/1/2010,rcsi10_Final.csv,NA,  ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
1,Shabazz Muhammad ,NA,2,NA,1,599,6'6 ,78,SG,,"Las Vegas, NV",NV,Las Vegas,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,NA
13,Kenny Satterfield,3,11,19,NA,599,6'2,74,SG,Cincinnati,"New York, NY",NY,New York,United States,1999,6/13/1999,rcsi99_Final.csv,NA,2,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,31,20
12,Mouphtaou Yarou,NA,26,16,10,597,6'9,81,PF,Villanova,"Rockville, MD",MD,Rockville,United States,2009,5/1/2009,rcsi09_Final.csv,NA,22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,,6.6,NA,11,20,18,NA,NA,NA,NA,NA
1,Shabazz Muhammad ,NA,1,NA,1,597,6'6 ,78,SG,"University of California, Los Angeles","Las Vegas, NV",NV,Las Vegas,United States,2012,5/1/2012,rcsi12_Final.csv,NA,  ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,1,NA,NA,NA,2,2,NA,NA,NA
1,Nerlens Noel ,NA,2,NA,2,597,6'10 ,82,C,Kentucky,"Tilton, NH",NH,Tilton,United States,2012,5/1/2012,rcsi12_Final.csv,NA,new ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,2,NA,NA,NA,1,1,NA,NA,NA
14,Anthony Randolph,17,10,30,12,596,6'10,82,PF,LSU,"Dallas, TX",TX,Dallas,United States,2007,5/1/2007,rcsi07_Final.csv,NA,-5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,,2.4,NA,16,9,NA,NA,NA,NA,NA,NA
1,Eddy Curry,6,1,1,NA,595,6'10,82,C,NBA,"South Holland, IL",IL,South Holland,United States,2001,6/1/2001,rcsi01_Final.csv,NA,?,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,O.J. Mayo,1,1,NA,5,595,6'4,76,PG,,"Cincinnati, OH",OH,Cincinnati,United States,2007,8/1/2006,rcsi07_Summer.csv,NA, ,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1.9,NA,2,1,NA,NA,NA,NA,NA,NA
2,Andre Drummond ,NA,1,NA,2,595,6'9 ,81,PF,Connecticut,"Oakdale, CT",CT,Oakdale,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,2,NA,NA,NA,2,2,NA,NA,NA
2,Kevin Durant,2,2,NA,2,594,6'9,81,PF-SF,University of Texas at Austin,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2006,5/1/2006,rcsi06_Final.csv,NA, ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,0,NA,2,2,NA,NA,NA,NA,NA,NA
15,DeAndre Jordan,32,11,26,8,594,6'10,82,PF,Texas A&M,"Bellaire, TX",TX,Bellaire,United States,2007,5/1/2007,rcsi07_Final.csv,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,17, ,10.7,NA,17,8,NA,NA,NA,NA,NA,NA
15,Terrence Jones ,NA,17,17,13,594,6'7 ,79,PF,,"Portland, OR",OR,Portland,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,28,NA,13,18,15,NA,NA,NA,NA,NA
2,Kevin Durant,2,2,NA,2,593,6'9,81,PF-SF,University of Texas at Austin,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2006,9/1/2005,rcsi06_Summer.csv,NA, ,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,0.4,NA,3,2,NA,NA,NA,NA,NA,NA
13,Dante Taylor ,NA,23,14,14,593,6'8,80,PF,Pittsburgh,"Fort Washington, MD",MD,Fort Washington,United States,2009,5/1/2009,rcsi09_Final.csv,NA,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,*,4,NA,18,13,16,NA,NA,NA,NA,NA
13,Brandon Bass,11,13,17,23,592,6'8,80,PF,LSU,"Baton Rouge, LA",LA,Baton Rouge,United States,2003,11/16/2002,rcsi03_Fall.csv,NA, ,14,NA,NA,NA,NA,NA,17,NA,NA,20,16, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Carmelo Anthony,1,3,2,NA,591,6'7,79,SF,Syracuse,"Towson, MD",MD,Towson,United States,2002,12/1/2001,rcsi02_Fall.csv,NA, ,2,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,Tyler Zeller,25,10,NA,22,591,6'11,83,C,,"Washington, IN",IN,Washington,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,5.8,NA,16,17,10,NA,NA,NA,NA,NA
14,Chris Singleton,21,17,NA,12,591,6'8,80,PF,Florida State,"Canton, GA",GA,Canton,United States,2008,5/1/2008,rcsi08_Final.csv,NA,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,,3.3,NA,17,9,25,NA,NA,NA,NA,NA
1,Michael Gilchrist ,NA,2,NA,3,591,6'6 ,78,SF,Kentucky,"Elizabeth, NJ",NJ,Elizabeth,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,1,NA,2,1,2,NA,NA,NA,NA,NA
1,Anthony Davis ,NA,1,NA,6,591,6'10 ,82,PF,Kentucky,"Chicago, IL",IL,Chicago,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,22,NA,1,3,3,NA,NA,NA,NA,NA
2,Kelvin Torbert,2,4,2,NA,590,6'4,76,SG,Michigan State,"Flint, MI",MI,Flint,United States,2001,6/1/2001,rcsi01_Final.csv,NA,?,5,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,Carmelo Anthony,1,3,3,NA,590,6'7,79,SF,Syracuse,"Towson, MD",MD,Towson,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,6,2,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Dejaun Wagner,1,2,5,NA,589,6'3,75,PG-SG,Memphis,"Camden, NJ",NJ,Camden,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-1,3,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Blake Griffin,13,21,19,23,589,6'8,80,PF,Oklahoma,"Edmond, OK",OK,Edmond,United States,2007,5/1/2007,rcsi07_Final.csv,NA,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,,4.7,NA,13,13,NA,NA,NA,NA,NA,NA
2,Eric Gordon,5,2,NA,2,589,6'3,75,SG,Illinois,"Indianapolis, IN",IN,Indianapolis,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.4,NA,3,3,NA,NA,NA,NA,NA,NA
3,Austin Rivers ,NA,3,NA,1,589,6'3 ,75,SG,,"Winter Park, FL",FL,Winter Park,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,3,NA,3,6,1,NA,NA,NA,NA,NA
13,John Wall ,NA,3,NA,1,588,6'3 ,75,PG,,"Raleigh, NC",NC,Raleigh,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,-6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,61,NA,3,3,6,NA,NA,NA,NA,NA
3,Kevin Love,2,4,NA,7,587,6'9,81,PF,"University of California, Los Angeles","Lake Oswego, OR",OR,Lake Oswego,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,-1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2.6,NA,1,2,NA,NA,NA,NA,NA,NA
13,Elliot Williams,18,16,NA,16,587,6'4,76,SG,,"Collierville, TN",TN,Collierville,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,13,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,1.7,NA,18,22,16,NA,NA,NA,NA,NA
2,Jared Sullinger ,NA,3,NA,5,587,6'8 ,80,C,Ohio State,"Columbus, OH",OH,Columbus,United States,2010,6/1/2010,rcsi10_Final.csv,NA,  ,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,4,NA,2,3,2,NA,NA,NA,NA,NA
2,Kyrie Irving ,NA,4,NA,4,587,6'1 ,73,PG,Duke,"Elizabeth, NJ",NJ,Elizabeth,United States,2010,6/1/2010,rcsi10_Final.csv,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,3,NA,4,2,3,NA,NA,NA,NA,NA
14,Jason Richardson,17,6,7,NA,587,6'5,77,SG-SF,Michigan State,"Saginaw, MI",MI,Saginaw,United States,1999,6/13/1999,rcsi99_Final.csv,NA,2,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,7,27
3,Mitch McGary ,NA,5,NA,4,586,6'9 ,81,PF,,"Wolfeboro, NH",NH,Wolfeboro,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,3,3,NA,NA,NA,3,3,NA,NA,NA
15,Elliot Williams,20,15,NA,16,585,6'4,76,SG,Duke,"Collierville, TN",TN,Collierville,United States,2008,5/1/2008,rcsi08_Final.csv,NA,-1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,17, ,1.9,NA,16,21,18,NA,NA,NA,NA,NA
15,Kemba Walker,13,23,NA,14,585,6'1,73,PG,Connecticut,"New York, NY",NY,New York,United States,2008,5/1/2008,rcsi08_Final.csv,NA,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,,7.5,NA,29,17,14,NA,NA,NA,NA,NA
15,Jason Parker,20,8,27,NA,585,6'8,80,C,North Carolina,"Charlotte, NC",NC,Charlotte,United States,1999,6/13/1999,rcsi99_Final.csv,NA,-2,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,28,12
14,Ryan Kelly ,NA,18,10,20,584,6'9,81,PF,Duke,"Raleigh, NC",NC,Raleigh,United States,2009,5/1/2009,rcsi09_Final.csv,NA,-2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,,6.9,NA,14,32,17,NA,NA,NA,NA,NA
3,Kyle Anderson ,NA,4,NA,3,584,6'5 ,77,SG,"University of California, Los Angeles","Jersey City, NJ",NJ,Jersey City,United States,2012,5/1/2012,rcsi12_Final.csv,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,2,3,NA,NA,NA,4,3,NA,NA,NA
3,Isaiah Austin ,NA,3,NA,4,584,7'0 ,84,C,Baylor,"Arlington, TX",TX,Arlington,United States,2012,5/1/2012,rcsi12_Final.csv,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,2,4,NA,NA,NA,3,5,NA,NA,NA
14,Daniel Orton ,25,22,NA,22,583,6'9 ,81,C,Kentucky,"Oklahoma City, OK",OK,Oklahoma City,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,  ,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,54,NA,16,17,10,NA,NA,NA,NA,NA
14,Travis Outlaw,14,21,13,30,582,5'8,68,PF,Memphis,"Starkville, MS",MS,Starkville,United States,2003,11/16/2002,rcsi03_Fall.csv,NA,1,12,NA,NA,NA,NA,NA,18,NA,NA,17,18,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Ivan Harris,12,20,8,9,582,6'8,80,PF,Ohio State,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2003,11/16/2002,rcsi03_Fall.csv,NA,2,23,NA,NA,NA,NA,NA,19,NA,NA,34,18, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Brandan Wright,4,3,NA,5,582,6'9,81,PF-SF,North Carolina,"Brentwood, TN",TN,Brentwood,United States,2006,9/1/2005,rcsi06_Summer.csv,NA, ,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4, ,0.9,NA,4,3,NA,NA,NA,NA,NA,NA
15,Wally Judge ,NA,19,17,18,582,6'8,80,PF,Kansas State,"Jacksonville, FL",FL,Jacksonville,United States,2009,5/1/2009,rcsi09_Final.csv,NA,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,18, ,1.9,NA,20,17,15,NA,NA,NA,NA,NA
16,Jelan Kendrick ,NA,18,32,8,582,6'6 ,78,SF,,"Atlanta, GA",GA,Atlanta,United States,2010,9/1/2009,rcsi10_Summer.csv,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,48,NA,20,8,24,NA,NA,NA,NA,NA
4,Quincy Miller ,NA,7,NA,5,582,6'8 ,80,PF,,"High Point, NC",NC,High Point,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,4,NA,4,2,4,NA,NA,NA,NA,NA
14,Scotty Hopson,45,29,NA,9,580,6'5,77,SF,Mississippi State,"Hopkinsville, KY",KY,Hopkinsville,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,22,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,15.4,NA,13,14,6,NA,NA,NA,NA,NA
4,Kyle Anderson ,NA,4,NA,3,580,6'5 ,77,SG,"University of California, Los Angeles","Jersey City, NJ",NJ,Jersey City,United States,2012,9/1/2011,rcsi12_Summer.csv,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,2,5,NA,NA,NA,5,4,NA,NA,NA
3,Brandan Wright,4,7,NA,3,579,6'9,81,PF-SF,North Carolina,"Brentwood, TN",TN,Brentwood,United States,2006,5/1/2006,rcsi06_Final.csv,NA, ,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5, ,1.6,NA,4,6,NA,NA,NA,NA,NA,NA
17,JaMychal Green,11,21,NA,21,579,6'8,80,PF,Alabama,"Montgomery, AL",AL,Montgomery,United States,2008,5/1/2008,rcsi08_Final.csv,NA,-2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,19, ,4.3,NA,20,29,6,NA,NA,NA,NA,NA
4,Tyson Chandler,4,6,4,NA,578,7'0,84,C,NBA,"Compton, CA",CA,Compton,United States,2001,6/1/2001,rcsi01_Final.csv,NA,1,6,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Brandon Knight ,NA,5,NA,6,578,6'3 ,75,PG,Kentucky,"Fort Lauderdale, FL",FL,Fort Lauderdale,United States,2010,6/1/2010,rcsi10_Final.csv,NA,-1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,4,NA,3,4,4,NA,NA,NA,NA,NA
3,Raymond Felton,3,2,8,NA,576,6'1,73,PG,North Carolina,"Latta, SC",SC,Latta,United States,2002,12/1/2001,rcsi02_Fall.csv,NA,1,3,NA,NA,NA,NA,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,Sheldon Williams,4,5,4,NA,576,6'9,81,PF,Duke,"Midwest City, OK",OK,Midwest City,United States,2002,12/1/2001,rcsi02_Fall.csv,NA, ,5,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,Olu Famutimi,9,21,31,19,576,6'5,77,SF,Arkansas,"Flint, MI",MI,Flint,United States,2003,8/12/2003,rcsi03_Final.csv,NA,-2,20,NA,NA,NA,NA,NA,16,NA,NA,15,19, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,Iman Shumpert,9,15,NA,26,576,6'4,76,SG,,"Oak Park, IL",IL,Oak Park,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,6.5,NA,21,21,24,NA,NA,NA,NA,NA
15,Milton Jennings ,24,16,NA,12,576,6'9 ,81,PF,Clemson,"Summerville, SC",SC,Summerville,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,  ,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,51,NA,18,22,16,NA,NA,NA,NA,NA
5,Ousmane Cisse,5,5,3,NA,575,6'9,81,PF-C,NBA,"Montgomery, AL",AL,Montgomery,United States,2001,6/1/2001,rcsi01_Final.csv,NA,-1,8,NA,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Michael Beasley,7,7,NA,1,575,6'8,80,PF,Kansas State,"Mouth of Wilson, VA",VA,Mouth of Wilson,United States,2007,8/1/2006,rcsi07_Summer.csv,NA,-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2.5,NA,4,7,NA,NA,NA,NA,NA,NA
16,Wally Judge ,20,17,NA,23,575,6'8 ,80,PF,Kansas State,"Jacksonville, FL",FL,Jacksonville,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,33,NA,21,18,17,NA,NA,NA,NA,NA
3,Sheldon Williams,4,5,6,NA,574,6'9,81,PF,,"Midwest City, OK",OK,Midwest City,United States,2002,8/26/2001,rcsi02_Summer.csv,NA,6,5,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Charlie Villanueva,NA,7,6,3,574,6'9,81,SF,Illinois,"Blairstown, NJ",NJ,Blairstown,United States,2003,11/16/2002,rcsi03_Fall.csv,NA,3,5,NA,NA,NA,NA,NA,5,NA,NA,6,5,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Travis Outlaw,16,24,6,34,574,5'8,68,PF,NBA,"Starkville, MS",MS,Starkville,United States,2003,8/12/2003,rcsi03_Final.csv,NA, ,17,NA,NA,NA,NA,NA,18,NA,NA,18,19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Linas Kleiza,22,18,12,23,574,6'8,80,PF,Missouri,"Rockville, MD",MD,Rockville,United States,2003,8/12/2003,rcsi03_Final.csv,NA,21,13,NA,NA,NA,NA,NA,24,NA,NA,21,19, ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,J.R. Giddens,10,16,19,22,574,6'5,77,SF,Kansas,"Oklahoma City, OK",OK,Oklahoma City,United States,2003,8/12/2003,rcsi03_Final.csv,NA,8,21,NA,NA,NA,NA,NA,25,NA,NA,20,19,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,Wayne Ellington,3,4,NA,9,574,6'4,76,SG,North Carolina,"Merion Station, PA",PA,Merion Station,United States,2006,9/1/2005,rcsi06_Summer.csv,NA, ,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,,2.3,NA,5,7,NA,NA,NA,NA,NA,NA
16,Willie Warren,6,18,NA,12,574,6'4,76,SG,,"Fort Worth, TX",TX,Fort Worth,United States,2008,7/1/2007,rcsi08_Fall.csv,NA,-2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,6.8,NA,12,44,17,NA,NA,NA,NA,NA
18,Tyler Zeller,17,12,NA,33,574,6'11,83,C,North Carolina,"Washington, IN",IN,Washington,United States,2008,5/1/2008,rcsi08_Final.csv,NA,-1,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,,8.2,NA,15,28,7,NA,NA,NA,NA,NA
16,Alex Oriakhi ,NA,22,12,21,574,6'9,81,PF,Connecticut,"Tilton, NH",NH,Tilton,United States,2009,5/1/2009,rcsi09_Final.csv,NA,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,*,1.3,NA,19,19,20,NA,NA,NA,NA,NA
17,Michael Snaer ,16,18,NA,11,574,6'4 ,76,SG,Florida State,Moreno Valley,CA,Moreno Valley,United States,2009,9/1/2008,rcsi09_Summer.csv,NA,29,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,56,NA,17,19,30,NA,NA,NA,NA,NA
5,Bradley Beal ,NA,4,NA,7,574,6'3 ,75,SG,Florida,"St. Louis, MO",MO,St. Louis,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,1,NA,5,4,5,NA,NA,NA,NA,NA
5,Marquis Teague ,NA,5,NA,2,574,6'2 ,74,PG,Kentucky,"Indianapolis, IN",IN,Indianapolis,United States,2011,9/1/2010,rcsi11_Summer.csv,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,4,NA,7,5,7,NA,NA,NA,NA,NA
