,unitid,DOE.Institution_Name,ID_School,ID_Conference,Year,Sport,ID_Variable,Variable,Total,M,W,C,C.M,C.W,AA,AA.M,AA.W,H,H.M,H.W,AS.PI,AS.PI.M,AS.PI.W,AI,AI.M,AI.W,UNK,UNK.M,UNK.W,NON,NON.M,NON.W,fname
949,199120,University of North Carolina at Chapel Hill,UNC,ACC,1996-1997,Cross-country and/or track,Athletes,Scholarship Awards,45,20,25,20,8,12,22,9,13,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1997Size.csv
958,199120,University of North Carolina at Chapel Hill,UNC,ACC,1996-1997,All other sports combined,Athletes,Scholarship Awards,236,108,128,219,97,122,7,5,2,4,3,1,3,0,3,0,0,0,0,0,0,3,3,0,1997Size.csv
959,199120,University of North Carolina at Chapel Hill,UNC,ACC,1996-1997,Baseball,Athletes,Scholarship Awards,33,33,0,28,28,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
965,199120,University of North Carolina at Chapel Hill,UNC,ACC,1996-1997,Basketball,Athletes,Scholarship Awards,27,13,14,7,4,3,14,4,10,1,1,0,0,0,0,0,0,0,0,0,0,5,4,1,1997Size.csv
359,135726,University of Miami,UOFM,ACC,1996-1997,Baseball,Athletes,Scholarship Awards,19,19,0,13,13,0,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
360,135726,University of Miami,UOFM,ACC,1996-1997,Football,Athletes,Scholarship Awards,76,76,0,15,15,0,59,59,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
373,135726,University of Miami,UOFM,ACC,1996-1997,Cross-country and/or track,Athletes,Scholarship Awards,26,8,18,5,4,1,15,3,12,2,0,2,0,0,0,0,0,0,0,0,0,4,1,3,1997Size.csv
377,135726,University of Miami,UOFM,ACC,1996-1997,All other sports combined,Athletes,Scholarship Awards,59,16,43,33,6,27,3,0,3,4,3,1,0,0,0,0,0,0,0,0,0,19,7,12,1997Size.csv
387,135726,University of Miami,UOFM,ACC,1996-1997,Basketball,Athletes,Scholarship Awards,26,13,13,7,1,6,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1997Size.csv
153,123961,University of Southern California,USC,PAC12,1996-1997,Basketball,Athletes,Scholarship Awards,26,12,14,4,0,4,19,10,9,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1997Size.csv
157,123961,University of Southern California,USC,PAC12,1996-1997,Cross-country and/or track,Athletes,Scholarship Awards,27,13,14,4,3,1,10,4,6,1,1,0,1,0,1,1,0,1,0,0,0,10,5,5,1997Size.csv
161,123961,University of Southern California,USC,PAC12,1996-1997,All other sports combined,Athletes,Scholarship Awards,93,33,60,61,20,41,2,1,1,5,0,5,5,1,4,0,0,0,0,0,0,20,11,9,1997Size.csv
166,123961,University of Southern California,USC,PAC12,1996-1997,Baseball,Athletes,Scholarship Awards,18,18,0,13,13,0,1,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
167,123961,University of Southern California,USC,PAC12,1996-1997,Football,Athletes,Scholarship Awards,80,80,0,34,34,0,40,40,0,2,2,0,3,3,0,1,1,0,0,0,0,0,0,0,1997Size.csv
1465,228778,The University of Texas at Austin,UT,BIG12,1996-1997,Football,Athletes,Scholarship Awards,88,88,0,39,39,0,47,47,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
1467,228778,The University of Texas at Austin,UT,BIG12,1996-1997,Cross-country and/or track,Athletes,Scholarship Awards,53,28,25,22,12,10,18,8,10,6,4,2,0,0,0,1,0,1,0,0,0,6,4,2,1997Size.csv
1468,228778,The University of Texas at Austin,UT,BIG12,1996-1997,Basketball,Athletes,Scholarship Awards,28,13,15,7,1,6,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
1475,228778,The University of Texas at Austin,UT,BIG12,1996-1997,All other sports combined,Athletes,Scholarship Awards,145,54,91,119,52,67,9,0,9,5,0,5,5,1,4,1,0,1,0,0,0,6,1,5,1997Size.csv
1484,228778,The University of Texas at Austin,UT,BIG12,1996-1997,Baseball,Athletes,Scholarship Awards,32,32,0,29,29,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
1499,230728,Utah State University,UTA.ST,MWC,1996-1997,All other sports combined,Athletes,Scholarship Awards,74,17,57,72,17,55,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
1503,230728,Utah State University,UTA.ST,MWC,1996-1997,Football,Athletes,Scholarship Awards,76,76,0,35,35,0,33,33,0,1,1,0,6,6,0,0,0,0,0,0,0,1,1,0,1997Size.csv
1510,230728,Utah State University,UTA.ST,MWC,1996-1997,Basketball,Athletes,Scholarship Awards,13,13,0,5,5,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997Size.csv
1511,230728,Utah State University,UTA.ST,MWC,1996-1997,Cross-country and/or track,Athletes,Scholarship Awards,58,25,33,53,23,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1997Size.csv
1298,221999,Vanderbilt University,VANDY,SEC,1996-1997,All other sports combined,Athletes,Scholarship Awards,80,29,51,64,25,39,1,0,1,1,0,1,2,1,1,0,0,0,11,2,9,1,1,0,1997Size.csv
1300,221999,Vanderbilt University,VANDY,SEC,1996-1997,Football,Athletes,Scholarship Awards,87,87,0,29,29,0,55,55,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1997Size.csv
1311,221999,Vanderbilt University,VANDY,SEC,1996-1997,Basketball,Athletes,Scholarship Awards,24,11,13,12,6,6,11,5,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1997Size.csv
1312,221999,Vanderbilt University,VANDY,SEC,1996-1997,Cross-country and/or track,Athletes,Scholarship Awards,21,0,21,13,0,13,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,1997Size.csv
1314,221999,Vanderbilt University,VANDY,SEC,1996-1997,Baseball,Athletes,Scholarship Awards,20,20,0,17,17,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1997Size.csv
74,100858,Auburn University,AUB,SEC,1997-1998,Baseball,Athletes,Scholarship Awards,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
75,100858,Auburn University,AUB,SEC,1997-1998,Basketball,Athletes,Scholarship Awards,22,10,12,7,2,5,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1998Size.csv
76,100858,Auburn University,AUB,SEC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,39,18,21,22,12,10,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,1998Size.csv
82,100858,Auburn University,AUB,SEC,1997-1998,All other sports combined,Athletes,Scholarship Awards,128,41,87,104,27,77,4,0,4,4,1,3,0,0,0,1,1,0,0,0,0,15,12,3,1998Size.csv
86,100858,Auburn University,AUB,SEC,1997-1998,Football,Athletes,Scholarship Awards,91,91,0,27,27,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
1,100751,The University of Alabama,BAMA,SEC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,40,18,22,20,11,9,15,4,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1998Size.csv
4,100751,The University of Alabama,BAMA,SEC,1997-1998,Football,Athletes,Scholarship Awards,84,84,0,28,28,0,54,54,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
8,100751,The University of Alabama,BAMA,SEC,1997-1998,Baseball,Athletes,Scholarship Awards,28,28,0,25,25,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
11,100751,The University of Alabama,BAMA,SEC,1997-1998,Basketball,Athletes,Scholarship Awards,26,13,13,6,1,5,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
22,100751,The University of Alabama,BAMA,SEC,1997-1998,All other sports combined,Athletes,Scholarship Awards,121,34,87,92,22,70,2,0,2,6,1,5,2,1,1,1,0,1,0,0,0,18,10,8,1998Size.csv
449,142115,Boise State University,BOS.ST,MWC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,39,16,23,29,10,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,1998Size.csv
451,142115,Boise State University,BOS.ST,MWC,1997-1998,Football,Athletes,Scholarship Awards,80,80,0,41,41,0,31,31,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,1998Size.csv
453,142115,Boise State University,BOS.ST,MWC,1997-1998,Basketball,Athletes,Scholarship Awards,27,14,13,14,6,8,11,7,4,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1998Size.csv
471,142115,Boise State University,BOS.ST,MWC,1997-1998,All other sports combined,Athletes,Scholarship Awards,89,43,46,71,36,35,0,0,0,2,1,1,3,1,2,0,0,0,0,0,0,13,5,8,1998Size.csv
1196,217882,Clemson University,CLEM,ACC,1997-1998,All other sports combined,Athletes,Scholarship Awards,126,56,70,108,48,60,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,14,6,8,1998Size.csv
1197,217882,Clemson University,CLEM,ACC,1997-1998,Baseball,Athletes,Scholarship Awards,31,31,0,30,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
1198,217882,Clemson University,CLEM,ACC,1997-1998,Basketball,Athletes,Scholarship Awards,26,13,13,6,3,3,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1998Size.csv
1235,217882,Clemson University,CLEM,ACC,1997-1998,Football,Athletes,Scholarship Awards,81,81,0,34,34,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
1238,217882,Clemson University,CLEM,ACC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,62,28,34,31,13,18,19,10,9,0,0,0,0,0,0,0,0,0,1,0,1,11,5,6,1998Size.csv
890,198419,Duke University,DUKE,ACC,1997-1998,Basketball,Athletes,Scholarship Awards,26,12,14,11,4,7,11,6,5,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,1998Size.csv
898,198419,Duke University,DUKE,ACC,1997-1998,Baseball,Athletes,Scholarship Awards,20,20,0,19,19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
907,198419,Duke University,DUKE,ACC,1997-1998,Football,Athletes,Scholarship Awards,81,81,0,50,50,0,30,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1998Size.csv
908,198419,Duke University,DUKE,ACC,1997-1998,All other sports combined,Athletes,Scholarship Awards,124,51,73,110,42,68,7,4,3,0,0,0,2,1,1,0,0,0,1,1,0,4,3,1,1998Size.csv
309,134130,University of Florida,FLA,SEC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,68,39,29,39,22,17,24,14,10,3,3,0,0,0,0,0,0,0,1,0,1,1,0,1,1998Size.csv
313,134130,University of Florida,FLA,SEC,1997-1998,Football,Athletes,Scholarship Awards,83,83,0,23,23,0,57,57,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1998Size.csv
320,134130,University of Florida,FLA,SEC,1997-1998,Basketball,Athletes,Scholarship Awards,25,12,13,8,5,3,16,7,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1998Size.csv
322,134130,University of Florida,FLA,SEC,1997-1998,All other sports combined,Athletes,Scholarship Awards,131,34,97,105,25,80,8,2,6,5,1,4,1,1,0,1,0,1,1,0,1,10,5,5,1998Size.csv
333,134130,University of Florida,FLA,SEC,1997-1998,Baseball,Athletes,Scholarship Awards,34,34,0,26,26,0,1,1,0,5,5,0,1,1,0,0,0,0,1,1,0,0,0,0,1998Size.csv
258,134097,Florida State University,FSU,ACC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,47,20,27,25,13,12,15,5,10,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,1998Size.csv
267,134097,Florida State University,FSU,ACC,1997-1998,Basketball,Athletes,Scholarship Awards,22,9,13,8,1,7,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
281,134097,Florida State University,FSU,ACC,1997-1998,Baseball,Athletes,Scholarship Awards,26,26,0,23,23,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
283,134097,Florida State University,FSU,ACC,1997-1998,Football,Athletes,Scholarship Awards,78,78,0,19,19,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1998Size.csv
291,134097,Florida State University,FSU,ACC,1997-1998,All other sports combined,Athletes,Scholarship Awards,107,32,75,73,18,55,6,2,4,6,0,6,0,0,0,2,1,1,0,0,0,20,11,9,1998Size.csv
238,131496,Georgetown University,GTOWN,BIGEAST,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,41,17,24,25,9,16,13,7,6,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,1998Size.csv
241,131496,Georgetown University,GTOWN,BIGEAST,1997-1998,Basketball,Athletes,Scholarship Awards,26,12,14,6,0,6,16,9,7,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,1998Size.csv
243,131496,Georgetown University,GTOWN,BIGEAST,1997-1998,Baseball,Athletes,Scholarship Awards,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
244,131496,Georgetown University,GTOWN,BIGEAST,1997-1998,All other sports combined,Athletes,Scholarship Awards,87,51,36,82,49,33,2,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
605,155399,Kansas State University,KAN.ST,BIG12,1997-1998,Football,Athletes,Scholarship Awards,87,87,0,38,38,0,45,45,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1998Size.csv
610,155399,Kansas State University,KAN.ST,BIG12,1997-1998,Baseball,Athletes,Scholarship Awards,34,34,0,31,31,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
611,155399,Kansas State University,KAN.ST,BIG12,1997-1998,Basketball,Athletes,Scholarship Awards,27,13,14,16,5,11,10,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
616,155399,Kansas State University,KAN.ST,BIG12,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,55,29,26,41,22,19,13,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
624,155399,Kansas State University,KAN.ST,BIG12,1997-1998,All other sports combined,Athletes,Scholarship Awards,70,10,60,64,10,54,2,0,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1998Size.csv
641,157289,University of Louisville,LOUIS,BIGEAST,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,31,13,18,22,10,12,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1998Size.csv
652,157289,University of Louisville,LOUIS,BIGEAST,1997-1998,Football,Athletes,Scholarship Awards,76,76,0,24,24,0,51,51,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
653,157289,University of Louisville,LOUIS,BIGEAST,1997-1998,Basketball,Athletes,Scholarship Awards,24,12,12,10,3,7,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
661,157289,University of Louisville,LOUIS,BIGEAST,1997-1998,All other sports combined,Athletes,Scholarship Awards,110,48,62,94,39,55,3,2,1,0,0,0,3,0,3,0,0,0,0,0,0,10,7,3,1998Size.csv
669,157289,University of Louisville,LOUIS,BIGEAST,1997-1998,Baseball,Athletes,Scholarship Awards,27,27,0,24,24,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
683,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1997-1998,All other sports combined,Athletes,Scholarship Awards,118,36,82,90,24,66,3,1,2,3,1,2,0,0,0,2,0,2,0,0,0,20,10,10,1998Size.csv
685,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1997-1998,Football,Athletes,Scholarship Awards,86,86,0,24,24,0,60,60,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1998Size.csv
697,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1997-1998,Basketball,Athletes,Scholarship Awards,26,12,14,4,1,3,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1998Size.csv
698,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,34,15,19,5,4,1,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5,1998Size.csv
711,159391,Louisiana State University and Agricultural & Mechanical College,LSU,SEC,1997-1998,Baseball,Athletes,Scholarship Awards,25,25,0,23,23,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
561,152080,University of Notre Dame,ND,IND,1997-1998,Football,Athletes,Scholarship Awards,79,79,0,27,27,0,48,48,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,1998Size.csv
563,152080,University of Notre Dame,ND,IND,1997-1998,Basketball,Athletes,Scholarship Awards,25,13,12,17,9,8,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1998Size.csv
575,152080,University of Notre Dame,ND,IND,1997-1998,Baseball,Athletes,Scholarship Awards,23,23,0,20,20,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1998Size.csv
578,152080,University of Notre Dame,ND,IND,1997-1998,All other sports combined,Athletes,Scholarship Awards,163,69,94,146,58,88,2,1,1,4,1,3,2,1,1,0,0,0,0,0,0,9,8,1,1998Size.csv
579,152080,University of Notre Dame,ND,IND,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,36,22,14,26,16,10,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,3,1998Size.csv
782,181464,University of Nebraska-Lincoln,NEB,BIG10,1997-1998,All other sports combined,Athletes,Scholarship Awards,194,75,119,134,46,88,4,2,2,4,4,0,4,1,3,2,0,2,1,0,1,45,22,23,1998Size.csv
790,181464,University of Nebraska-Lincoln,NEB,BIG10,1997-1998,Football,Athletes,Scholarship Awards,99,99,0,59,59,0,34,34,0,1,1,0,2,2,0,0,0,0,3,3,0,0,0,0,1998Size.csv
799,181464,University of Nebraska-Lincoln,NEB,BIG10,1997-1998,Baseball,Athletes,Scholarship Awards,32,32,0,24,24,0,4,4,0,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1998Size.csv
800,181464,University of Nebraska-Lincoln,NEB,BIG10,1997-1998,Basketball,Athletes,Scholarship Awards,30,13,17,19,6,13,10,6,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1998Size.csv
809,181464,University of Nebraska-Lincoln,NEB,BIG10,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,60,29,31,38,16,22,13,7,6,0,0,0,0,0,0,0,0,0,2,1,1,7,5,2,1998Size.csv
492,147767,Northwestern University,NWST,BIG12,1997-1998,Basketball,Athletes,Scholarship Awards,27,12,15,17,5,12,5,3,2,1,0,1,0,0,0,0,0,0,4,4,0,0,0,0,1998Size.csv
507,147767,Northwestern University,NWST,BIG12,1997-1998,Football,Athletes,Scholarship Awards,90,90,0,48,48,0,38,38,0,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,1998Size.csv
518,147767,Northwestern University,NWST,BIG12,1997-1998,Baseball,Athletes,Scholarship Awards,29,29,0,27,27,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1998Size.csv
528,147767,Northwestern University,NWST,BIG12,1997-1998,All other sports combined,Athletes,Scholarship Awards,144,44,100,126,38,88,5,1,4,1,0,1,8,5,3,0,0,0,4,0,4,0,0,0,1998Size.csv
1073,207500,University of Oklahoma Norman Campus,OK,BIG12,1997-1998,All other sports combined,Athletes,Scholarship Awards,243,144,99,149,83,66,47,36,11,11,6,5,6,3,3,10,5,5,0,0,0,20,11,9,1998Size.csv
1075,207500,University of Oklahoma Norman Campus,OK,BIG12,1997-1998,Football,Athletes,Scholarship Awards,53,53,0,22,22,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
1093,207500,University of Oklahoma Norman Campus,OK,BIG12,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,20,6,14,9,1,8,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1998Size.csv
1099,207500,University of Oklahoma Norman Campus,OK,BIG12,1997-1998,Basketball,Athletes,Scholarship Awards,11,5,6,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1998Size.csv
1107,207500,University of Oklahoma Norman Campus,OK,BIG12,1997-1998,Baseball,Athletes,Scholarship Awards,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
1021,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,1997-1998,Football,Athletes,Scholarship Awards,71,71,0,24,24,0,44,44,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1998Size.csv
1029,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,1997-1998,All other sports combined,Athletes,Scholarship Awards,80,31,49,55,21,34,3,2,1,5,1,4,3,2,1,1,0,1,0,0,0,13,5,8,1998Size.csv
1034,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,1997-1998,Baseball,Athletes,Scholarship Awards,34,34,0,29,29,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,3,0,1998Size.csv
1037,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,1997-1998,Basketball,Athletes,Scholarship Awards,26,12,14,13,7,6,11,5,6,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1998Size.csv
1042,207388,Oklahoma State University-Main Campus,OKSTATE,BIG12,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,33,10,23,13,5,8,9,0,9,0,0,0,0,0,0,1,1,0,0,0,0,10,4,6,1998Size.csv
1160,209551,University of Oregon,ORE,PAC12,1997-1998,Football,Athletes,Scholarship Awards,85,85,0,44,44,0,31,31,0,2,2,0,4,4,0,1,1,0,3,3,0,0,0,0,1998Size.csv
1168,209551,University of Oregon,ORE,PAC12,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,55,26,29,43,19,24,5,2,3,1,0,1,1,0,1,0,0,0,0,0,0,5,5,0,1998Size.csv
1169,209551,University of Oregon,ORE,PAC12,1997-1998,Basketball,Athletes,Scholarship Awards,27,11,16,12,2,10,7,7,0,1,0,1,0,0,0,0,0,0,3,2,1,4,0,4,1998Size.csv
1186,209551,University of Oregon,ORE,PAC12,1997-1998,All other sports combined,Athletes,Scholarship Awards,99,40,59,74,31,43,2,0,2,1,0,1,3,1,2,0,0,0,4,1,3,15,7,8,1998Size.csv
1117,209542,Oregon State University,ORE.ST,PAC12,1997-1998,All other sports combined,Athletes,Scholarship Awards,134,51,83,106,43,63,1,0,1,7,2,5,5,0,5,0,0,0,5,3,2,10,3,7,1998Size.csv
1123,209542,Oregon State University,ORE.ST,PAC12,1997-1998,Basketball,Athletes,Scholarship Awards,28,13,15,11,3,8,12,8,4,0,0,0,1,0,1,0,0,0,2,0,2,2,2,0,1998Size.csv
1128,209542,Oregon State University,ORE.ST,PAC12,1997-1998,Baseball,Athletes,Scholarship Awards,33,33,0,29,29,0,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1998Size.csv
1139,209542,Oregon State University,ORE.ST,PAC12,1997-1998,Football,Athletes,Scholarship Awards,84,84,0,33,33,0,36,36,0,6,6,0,4,4,0,1,1,0,4,4,0,0,0,0,1998Size.csv
983,204796,Ohio State University-Main Campus,OSU,BIG10,1997-1998,Football,Athletes,Scholarship Awards,84,84,0,35,35,0,45,45,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,1998Size.csv
996,204796,Ohio State University-Main Campus,OSU,BIG10,1997-1998,Basketball,Athletes,Scholarship Awards,26,14,12,10,3,7,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1998Size.csv
1001,204796,Ohio State University-Main Campus,OSU,BIG10,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,26,12,14,5,3,2,16,5,11,1,1,0,0,0,0,0,0,0,0,0,0,4,3,1,1998Size.csv
1003,204796,Ohio State University-Main Campus,OSU,BIG10,1997-1998,All other sports combined,Athletes,Scholarship Awards,297,120,177,222,84,138,8,5,3,12,6,6,8,2,6,0,0,0,2,1,1,45,22,23,1998Size.csv
1013,204796,Ohio State University-Main Campus,OSU,BIG10,1997-1998,Baseball,Athletes,Scholarship Awards,24,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
842,186380,Rutgers University-New Brunswick,RUT,BIGEAST,1997-1998,Football,Athletes,Scholarship Awards,86,86,0,31,31,0,48,48,0,1,1,0,0,0,0,0,0,0,5,5,0,1,1,0,1998Size.csv
846,186380,Rutgers University-New Brunswick,RUT,BIGEAST,1997-1998,Basketball,Athletes,Scholarship Awards,26,12,14,6,3,3,14,6,8,1,1,0,0,0,0,0,0,0,1,0,1,4,2,2,1998Size.csv
854,186380,Rutgers University-New Brunswick,RUT,BIGEAST,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,67,28,39,36,17,19,21,6,15,4,1,3,1,1,0,2,1,1,3,2,1,0,0,0,1998Size.csv
862,186380,Rutgers University-New Brunswick,RUT,BIGEAST,1997-1998,All other sports combined,Athletes,Scholarship Awards,260,105,155,218,84,134,11,5,6,6,3,3,6,3,3,1,1,0,6,2,4,12,7,5,1998Size.csv
868,186380,Rutgers University-New Brunswick,RUT,BIGEAST,1997-1998,Baseball,Athletes,Scholarship Awards,30,30,0,27,27,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
1246,218663,University of South Carolina-Columbia,SCAR,SEC,1997-1998,Basketball,Athletes,Scholarship Awards,23,13,10,7,3,4,15,9,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1998Size.csv
1259,218663,University of South Carolina-Columbia,SCAR,SEC,1997-1998,Baseball,Athletes,Scholarship Awards,30,30,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1998Size.csv
1261,218663,University of South Carolina-Columbia,SCAR,SEC,1997-1998,All other sports combined,Athletes,Scholarship Awards,119,49,70,90,33,57,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,26,16,10,1998Size.csv
1262,218663,University of South Carolina-Columbia,SCAR,SEC,1997-1998,Cross-country and/or track,Athletes,Scholarship Awards,37,16,21,13,6,7,14,5,9,0,0,0,1,0,1,0,0,0,0,0,0,9,5,4,1998Size.csv
1276,218663,University of South Carolina-Columbia,SCAR,SEC,1997-1998,Football,Athletes,Scholarship Awards,76,76,0,25,25,0,50,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998Size.csv
123,122755,San Jose State University,SJ.ST,MWC,1997-1998,Baseball,Athletes,Scholarship Awards,27,27,0,22,22,0,1,1,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1998Size.csv
130,122755,San Jose State University,SJ.ST,MWC,1997-1998,Basketball,Athletes,Scholarship Awards,26,12,14,10,4,6,13,8,5,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1998Size.csv
133,122755,San Jose State University,SJ.ST,MWC,1997-1998,Football,Athletes,Scholarship Awards,65,65,0,27,27,0,22,22,0,5,5,0,4,4,0,2,2,0,5,5,0,0,0,0,1998Size.csv
