,date,player,season,pst_team,notes,new_contract_source,pst_contract_value_millions,contract_term,contract_start_season,contract_end_season,contract_option,year
8589,2/23/89,Marcus Lawton,1989,Angels,signed,free agency,0,1,1989,1990,,1989
8590,2/23/89,Gus Polidor,1989,Brewers,signed,free agency,0,1,1989,1990,,1989
8591,2/23/89,Mike Birkbeck,1989,Brewers,re-signed,re-signinging,0,1,1989,1990,,1989
8592,2/23/89,John Morris,1989,Cardinals,re-signed,re-signinging,0,1,1989,1990,,1989
8593,2/23/89,Gary Varsho,1989,Cubs,re-signed,re-signinging,0,1,1989,1990,,1989
8594,2/23/89,Randy Myers,1989,Mets,re-signed,re-signinging,0,1,1989,1990,,1989
8595,2/23/89,Steve Henderson,1989,Pirates,signed to a AAA contract,free agency,0,1,1989,1990,,1989
8596,2/23/89,Paul O'Neill,1989,Reds,re-signed,re-signinging,0,1,1989,1990,,1989
8597,2/24/89,Gilberto Reyes,1989,Dodgers,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8598,2/24/89,Jay Buhner,1989,Mariners,signed to a 1-year contract,free agency,0,1,1989,1990,,1989
8599,2/24/89,Rich Renteria,1989,Mariners,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8600,2/24/89,Craig Shipley,1989,Mets,signed to a 1-year contract,free agency,0,1,1989,1990,,1989
8601,2/24/89,Sam Khalifa,1989,Pirates,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8602,2/24/89,Kevin Romine,1989,Red Sox,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8603,2/24/89,Steve Curry,1989,Red Sox,signed to a 1-year contract,free agency,0,1,1989,1990,,1989
8604,2/24/89,Geronimo Berroa,1989,Braves,signed to a 1-year contract,free agency,0,1,1989,1990,,1989
8605,2/24/89,Joe Boever,1989,Braves,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8606,2/24/89,Tom Glavine,1989,Braves,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8607,2/25/89,Mike Dunne,1989,Pirates,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8608,2/25/89,Carlos Quintana,1989,Red Sox,re-signed,re-signinging,0,1,1989,1990,,1989
8609,2/25/89,David Palmer,1989,Tigers,signed free agent to a AAA contract,free agency,0,1,1989,1990,,1989
8610,2/25/89,Mercedes Esquer,1989,Tigers,signed free agent,free agency,0,1,1989,1990,,1989
8611,2/26/89,Ken Caminiti,1989,Astros,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8612,2/26/89,Jeff Parrett,1989,Phillies,"signed to a 1-year, $212K contract",free agency,0,1,1989,1990,,1989
8613,2/27/89,Mark Grace,1989,Cubs,re-signed,re-signinging,0,1,1989,1990,,1989
8614,2/27/89,Dave Magadan,1989,Mets,re-signed,re-signinging,0,1,1989,1990,,1989
8616,3/1/89,Chris Sabo,1989,Reds,"signed to a 1-year, $155K contract",free agency,0,1,1989,1990,,1989
8618,3/1/89,Jeff Musselman,1989,Blue Jays,re-signed,re-signinging,0,1,1989,1990,,1989
8619,3/1/89,Jose Nunez,1989,Blue Jays,re-signed,re-signinging,0,1,1989,1990,,1989
8620,3/1/89,Mike Devereaux,1989,Dodgers,signed to a 1-year contract,free agency,0,1,1989,1990,,1989
8621,3/1/89,Ramon Martinez,1989,Dodgers,signed free agent to a 1-year contract,free agency,0,1,1989,1990,,1989
8622,3/1/89,Bill Swift,1989,Mariners,signed,free agency,0,1,1989,1990,,1989
8623,3/1/89,Bill Wilkinson,1989,Mariners,signed,free agency,0,1,1989,1990,,1989
8624,3/1/89,Julio Solano,1989,Mariners,re-signed,re-signinging,0,1,1989,1990,,1989
8625,3/1/89,Scott Bankhead,1989,Mariners,re-signed,re-signinging,0,1,1989,1990,,1989
8626,3/1/89,Barry Larkin,1989,Reds,"re-signed to a 1-year, $292K contract",re-signinging,0,1,1989,1990,,1989
8627,3/4/89,Luis Vasquez,1989,Reds,signed to a 1-year contract,free agency,0,1,1989,1990,,1989
8628,3/4/89,Alan Trammell,1989,Tigers,re-signed to a 3-year contract extension,re-signinging,0,3,1989,1992,,1989
8629,3/7/89,Rick Reuschel,1989,Giants,"re-signed to a 1-year, $750K (plus $259K signing bonus & $650K in possible incentives) contract extension through 1990",re-signinging,0,1,1989,1990,,1989
8633,3/15/89,Rich Thompson,1989,Expos,signed free agent (date approximate),free agency,0,1,1989,1990,,1989
8654,3/30/89,Billy Taylor,1989,Padres,signed free agent,free agency,0,1,1989,1990,,1989
8655,3/30/89,Kent Tekulve,1989,Reds,signed,free agency,0,1,1989,1990,,1989
8659,4/2/89,Glenn Hoffman,1989,Angels,re-signed to a 1-year contract,re-signinging,0,1,1989,1990,,1989
8662,4/3/89,Don Aase,1989,Mets,"signed to a 1-year, $200K contract",free agency,0,1,1989,1990,,1989
8666,4/5/89,Greg Gross,1989,Astros,signed free agent,free agency,0,1,1989,1990,,1989
8669,4/14/89,Rich Gossage,1989,Giants,signed free agent,free agency,0,1,1989,1990,,1989
8672,5/5/89,Joe Price,1989,Red Sox,signed,free agency,0,1,1989,1990,,1989
8678,5/13/89,Ozzie Smith,1989,Cardinals,"re-signed to a 2-year, $4.3M contract extension through 1991",re-signinging,4.3,2,1989,1991,,1989
8680,5/23/89,Albert Hall,1989,Pirates,signed free agent,free agency,0,1,1989,1990,,1989
8685,5/27/89,Jamie Quirk,1989,Athletics,signed free agent,free agency,0,1,1989,1990,,1989
8713,6/8/89,Thad Bosley,1989,Rangers,signed free agent,free agency,0,1,1989,1990,,1989
8715,6/10/89,Bradley Brooks,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8716,6/10/89,Charles Lloyd,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8717,6/10/89,Chuck Knoblauch,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8718,6/10/89,Dan Mastellar,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8719,6/10/89,Francisco Ramirez,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8720,6/10/89,George Tsamis,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8721,6/10/89,Javier Fimbres,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8722,6/10/89,Jody Bryant,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8723,6/10/89,Joe Siwa,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8724,6/10/89,John Gumpf,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8725,6/10/89,Jon Pittenger,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8726,6/10/89,Kenneth Briggs,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8727,6/10/89,Kenneth Norman,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8728,6/10/89,Michael House,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8729,6/10/89,Mike Trombley,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8730,6/10/89,Phil Wiese,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8731,6/10/89,Rexford DeLaNuez,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8732,6/10/89,Robert McCreary,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8733,6/10/89,Todd Logan,1989,Twins,signed,free agency,0,1,1989,1990,,1989
8734,6/10/89,Brian Ahern,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8735,6/10/89,Bubba Dunn,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8736,6/10/89,Chris Jones,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8737,6/10/89,Chris Schaefer,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8738,6/10/89,Clinton Foster,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8739,6/10/89,Colin Ryan,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8740,6/10/89,Darnell Dickerson,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8741,6/10/89,David King,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8742,6/10/89,David Ritchie,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8743,6/10/89,David Solseth,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8744,6/10/89,Ed Pierce,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8745,6/10/89,Gary Caraballo,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8746,6/10/89,Herbert Milton,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8747,6/10/89,Javier Alvarez,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8748,6/10/89,Jay Andrews,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8749,6/10/89,Kevin Long,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8750,6/10/89,Kirk Baldwin,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8751,6/10/89,Kirk Thompson,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8752,6/10/89,Lance Jennings,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8753,6/10/89,Louis Talbert,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8754,6/10/89,Matt Karchner,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8755,6/10/89,Michael Webster,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8756,6/10/89,Richard Tunison,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8757,6/10/89,Scott Centala,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8758,6/10/89,Sean Collins,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8759,6/10/89,Mark Small,1989,Astros,signed,free agency,0,1,1989,1990,,1989
8760,6/10/89,Scott Makarewicz,1989,Astros,signed,free agency,0,1,1989,1990,,1989
8764,6/10/89,Willie Green,1989,Pirates,signed,free agency,0,1,1989,1990,,1989
8765,6/10/89,Henry Goins,1989,Reds,signed,free agency,0,1,1989,1990,,1989
8766,6/10/89,Richard Allen,1989,Reds,signed,free agency,0,1,1989,1990,,1989
8767,6/10/89,Tim Pugh,1989,Reds,signed,free agency,0,1,1989,1990,,1989
8768,6/10/89,Andres Berumen,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8769,6/10/89,Ben Pardo,1989,Royals,signed,free agency,0,1,1989,1990,,1989
8770,6/16/89,Von Hayes,1989,Phillies,re-signed to a 3-year contract,re-signinging,0,3,1989,1992,,1989
8781,6/24/89,Danny Bautista,1989,Tigers,signed free agent,free agency,0,1,1989,1990,,1989
8782,7/1/89,Richard Dotson,1989,White Sox,signed free agent,free agency,0,1,1989,1990,,1989
8785,7/3/89,Antonio Alfonseca,1989,Expos,signed non-drafted free agent,free agency,0,1,1989,1990,,1989
8793,7/28/89,Bill Dawley,1989,Brewers,signed free agent,free agency,0,1,1989,1990,,1989
8807,8/5/89,Jamie Quirk,1989,Orioles,signed free agent,free agency,0,1,1989,1990,,1989
8814,8/12/89,Ed Romero,1989,Braves,signed free agent,free agency,0,1,1989,1990,,1989
8828,8/25/89,Pedro Borbon Jr.,1989,Braves,signed free agent,free agency,0,1,1989,1990,,1989
8841,9/15/89,Salomon Torres,1989,Giants,signed non-drafted free agent,free agency,0,1,1989,1990,,1989
8842,9/18/89,J. Tom Kelly,1989,Twins,re-signed to a contract extension through 1991,re-signinging,0,1,1989,1991,,1989
8853,10/17/89,Felix Rodriguez,1990,Dodgers,signed non-drafted free agent,free agency,0,1,1990,1991,,1989
8859,11/2/89,Brian Giles,1990,Mariners,signed free agent (from Indians),free agency,0,1,1990,1991,,1989
8867,11/12/89,Henry Blanco,1990,Dodgers,signed non-drafted free agent,free agency,0,1,1990,1991,,1989
8880,11/16/89,Kevin Bass,1990,Giants,signed free agent,free agency,0,1,1990,1991,,1989
8882,11/17/89,Nick Esasky,1990,Braves,signed free agent,free agency,0,1,1990,1991,,1989
8883,11/20/89,Frank Tanana,1990,Tigers,re-signed free agent,re-signinging,0,1,1990,1991,,1989
8884,11/21/89,Pascual Perez,1990,Yankees,signed free agent,free agency,0,1,1990,1991,,1989
8885,11/24/89,Gary Pettis,1990,Rangers,signed free agent,free agency,0,1,1990,1991,,1989
8886,11/27/89,Tony Pena Sr.,1990,Red Sox,signed free agent,free agency,0,1,1990,1991,,1989
8887,11/28/89,Dave Anderson,1990,Giants,signed,free agency,0,1,1990,1991,,1989
8888,11/29/89,Walt Terrell,1990,Pirates,signed,free agency,0,1,1990,1991,,1989
8890,12/5/89,Richard Dotson,1990,Royals,signed free agent to a 1-year contract,free agency,0,1,1990,1991,,1989
8895,12/7/89,Lloyd Moseby,1990,Tigers,"signed free agent to a 2-year, $3M contract",free agency,3,2,1990,1992,,1989
8896,12/7/89,Tony Phillips,1990,Tigers,signed free agent to a 3-year contract,free agency,0,3,1990,1993,,1989
8897,12/7/89,Kent Hrbek,1990,Twins,re-signed to a 5-year contract,re-signinging,0,5,1990,1995,,1989
8900,12/7/89,George Davis,1990,Royals,"signed free agent (from Athletics) to a 3-year, $6M contract",free agency,6,3,1990,1993,,1989
8902,12/7/89,Rick Horton,1990,Cardinals,"re-signed to a 1-year, $120K contract (plus $330K in incentives)",re-signinging,0,1,1990,1991,,1989
8904,12/7/89,Jim Gott,1990,Dodgers,"signed free agent to a 1-year, $300K contract (plus $700K in bonuses)",free agency,0,1,1990,1991,,1989
8906,12/7/89,Dennis Boyd,1990,Expos,"signed free agent to a 1-year, $350K contract (plus $650K in incentives)",free agency,0,1,1990,1991,,1989
8910,12/7/89,Keith Hernandez,1990,Indians,"signed free agent to a 2-year, $3.5M contract (plus $600K in incentives)",free agency,3.5,2,1990,1992,,1989
8911,12/7/89,Pete O'Brien,1990,Mariners,"signed free agent (from Indians) to a 4-year, $7.6M contract",free agency,7.6,4,1990,1994,,1989
8915,12/7/89,Craig Lefferts,1990,Padres,"re-signed to a 3-year, $5.35M contract",re-signinging,5.35,3,1990,1993,,1989
8916,12/7/89,Fred Lynn,1990,Padres,signed to a 1-year contract,free agency,0,1,1990,1991,,1989
8917,12/7/89,Steve Lake,1990,Phillies,re-signed to a 2-year contract,re-signinging,0,2,1990,1992,,1989
8919,12/7/89,Neal Heaton,1990,Pirates,re-signed to a 3-year contract,re-signinging,0,3,1990,1993,,1989
8920,12/7/89,Dennis Lamp,1990,Red Sox,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1989
8921,12/7/89,Jeff Reardon,1990,Red Sox,signed free agent to a 3-year contract,free agency,0,3,1990,1993,,1989
8923,12/7/89,Frank White,1990,Royals,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1989
8924,12/7/89,Steve Crawford,1990,Royals,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1989
8925,12/7/89,Willie Wilson,1990,Royals,"re-signed to a 1-year, $800K contract",re-signinging,0,1,1990,1991,,1989
8926,12/7/89,Bill Gullickson,1990,Astros,signed to a 1-year contract,free agency,0,1,1990,1991,,1989
8927,12/7/89,Ken Oberkfell,1990,Astros,signed to a 2-year contract,free agency,0,2,1990,1992,,1989
8928,12/7/89,Ken Phelps,1990,Athletics,re-signed (date approximate),re-signinging,0,1,1990,1991,,1989
8929,12/7/89,Rickey Henderson,1990,Athletics,re-signed to a 4-year contract,re-signinging,0,4,1990,1994,,1989
8931,12/7/89,Dave Parker,1990,Brewers,signed to a 2-year contract,free agency,0,2,1990,1992,,1989
8932,12/11/89,Mark Davis,1990,Royals,signed free agent,free agency,0,1,1990,1991,,1989
8934,12/12/89,Mark Bailey,1990,Giants,signed free agent (from Mets),free agency,0,1,1990,1991,,1989
8935,12/13/89,Frank DiPino,1990,Cardinals,re-signed free agent,re-signinging,0,1,1990,1991,,1989
8936,12/14/89,John Tudor,1990,Cardinals,signed to a 1-year contract,free agency,0,1,1990,1991,,1989
8937,12/19/89,Thad Bosley,1990,Rangers,signed free agent,free agency,0,1,1990,1991,,1989
8941,12/21/89,Hubie Brooks,1990,Dodgers,signed free agent,free agency,0,1,1990,1991,,1989
8943,1/3/90,Mike Jeffcoat,1990,Rangers,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8952,1/4/90,Jimmy Williams,1990,Twins,signed,free agency,0,1,1990,1991,,1990
8953,1/4/90,Pete Delkus,1990,Twins,signed,free agency,0,1,1990,1991,,1990
8954,1/4/90,Willie Banks,1990,Twins,signed,free agency,0,1,1990,1991,,1990
8956,1/10/90,Raul Chavez,1990,Astros,signed non-drafted free agent,free agency,0,1,1990,1991,,1990
8957,1/10/90,Sandy Martinez,1990,Blue Jays,signed non-drafted free agent,free agency,0,1,1990,1991,,1990
8960,1/12/90,Charlie Kerfeld,1990,Astros,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8961,1/12/90,Dan Schatzeder,1990,Astros,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8963,1/12/90,Ernie Camacho,1990,Giants,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8964,1/12/90,Rene Gonzales,1990,Orioles,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8968,1/14/90,Mark Ross,1990,Pirates,signed free agent,free agency,0,1,1990,1991,,1990
8969,1/16/90,Joel Skinner,1990,Indians,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8970,1/16/90,Jerry Reed,1990,Mariners,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8971,1/16/90,Mickey Brantley,1990,Mariners,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8972,1/16/90,Jay Tibbs,1990,Orioles,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8973,1/16/90,Joe Orsulak,1990,Orioles,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8974,1/16/90,Pat Clements,1990,Padres,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8975,1/16/90,Dave Hollins,1990,Phillies,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8976,1/16/90,Floyd Youmans,1990,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8977,1/16/90,Roger McDowell,1990,Phillies,signed to a 3-year contract,free agency,0,3,1990,1993,,1990
8978,1/16/90,John Cangelosi,1990,Pirates,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8979,1/16/90,Bobby Witt,1990,Rangers,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8980,1/16/90,Geno Petralli,1990,Rangers,re-signed to a 2-year contract,re-signinging,0,2,1990,1992,,1990
8981,1/16/90,Jose Guzman,1990,Rangers,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8982,1/16/90,Rich Gedman,1990,Red Sox,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8983,1/16/90,Wes Gardner,1990,Red Sox,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8984,1/16/90,Danny Jackson,1990,Reds,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8985,1/16/90,Steve Farr,1990,Royals,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8986,1/16/90,Cecil Fielder,1990,Tigers,signed free agent to a 2-year contract,free agency,0,2,1990,1992,,1990
8987,1/16/90,Ed Romero,1990,Tigers,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8988,1/16/90,Edwin Nunez,1990,Tigers,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8989,1/16/90,Larry Sheets,1990,Tigers,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8990,1/16/90,Tracy Jones,1990,Tigers,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8991,1/16/90,Mike Witt,1990,Angels,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8992,1/16/90,Curt Young,1990,Athletics,re-signed to a 2-year contract,re-signinging,0,2,1990,1992,,1990
8993,1/16/90,Terry Steinbach,1990,Athletics,signed to a 2-year contract,free agency,0,2,1990,1992,,1990
8994,1/16/90,Charlie Leibrandt,1990,Braves,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8995,1/16/90,Donell Nixon,1990,Giants,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
8996,1/16/90,Kevin Mitchell,1990,Giants,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8997,1/19/90,Steve Lyons,1990,White Sox,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
8999,1/19/90,Mike Felder,1990,Brewers,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
9000,1/19/90,Jose DeLeon,1990,Cardinals,signed to a 3-year contract,free agency,0,3,1990,1993,,1990
9001,1/19/90,Jeff Hamilton,1990,Dodgers,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
9002,1/19/90,Rick Dempsey,1990,Dodgers,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
9003,1/19/90,Andres Galarraga,1990,Expos,re-signed to a 3-year contract,re-signinging,0,3,1990,1993,,1990
9004,1/19/90,Mike Fitzgerald,1990,Expos,re-signed to a 2-year contract,re-signinging,0,2,1990,1992,,1990
9005,1/19/90,Tim Burke,1990,Expos,signed to a 3-year contract,free agency,0,3,1990,1993,,1990
9006,1/19/90,Ernest Riles,1990,Giants,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
9007,1/19/90,Gary Carter,1990,Giants,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
9008,1/19/90,Jose Uribe,1990,Giants,re-signed to a 3-year contract,re-signinging,0,3,1990,1993,,1990
9009,1/19/90,Mike LaCoss,1990,Giants,re-signed to a 3-year contract,re-signinging,0,3,1990,1993,,1990
9010,1/19/90,Scott Garrelts,1990,Giants,re-signed to a 2-year contract,re-signinging,0,2,1990,1992,,1990
9011,1/19/90,Bill Swift,1990,Mariners,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
9012,1/19/90,Jason Grimsley,1990,Phillies,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
9013,1/19/90,Ken Howell,1990,Phillies,signed to a 3-year contract,free agency,0,3,1990,1993,,1990
9014,1/19/90,Randy Ready,1990,Phillies,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
9015,1/19/90,Scott Ruskin,1990,Pirates,signed to a 1-year contract,free agency,0,1,1990,1991,,1990
9018,1/19/90,Ron Robinson,1990,Reds,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
9019,1/19/90,Kurt Stillwell,1990,Royals,re-signed to a 1-year contract,re-signinging,0,1,1990,1991,,1990
